uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A015S7T1	95.4545	44	2	UniRef90_A0A015S7T1 Uncharacterized protein n=6 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015S7T1_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015V488	75.6757	37	2	UniRef90_A0A015V488 Uncharacterized protein n=6 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015V488_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015V6J7	90.1961	51	1	UniRef90_A0A015V6J7 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 3986 N(B)19 TaxID=1339289 RepID=A0A015V6J7_BACFG	-	-	-	-	-	-	GO:0016021
UniRef90_A0A015V927	90.7407	54	1	UniRef90_A0A015V927 Uncharacterized protein n=8 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015V927_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015VTS6	73.4375	64	14	UniRef90_A0A015VTS6 Uncharacterized protein n=3 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015VTS6_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015VU96	98.8372	86	4	UniRef90_A0A015VU96 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 3998T(B)3 TaxID=1339316 RepID=A0A015VU96_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015W411	92.5926	54	124	UniRef90_A0A015W411 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 3988T(B)14 TaxID=1339315 RepID=A0A015W411_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015W869	76.5625	64	82	UniRef90_A0A015W869 Uncharacterized protein n=2 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015W869_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015X954	88.2353	51	2	UniRef90_A0A015X954 Uncharacterized protein n=4 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015X954_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015X9D6	98.3333	60	36	UniRef90_A0A015X9D6 Putative dNA-binding protein n=5 Tax=Bacteroides TaxID=816 RepID=A0A015X9D6_BACFG	-	-	-	-	-	-	GO:0003677
UniRef90_A0A015XEI7	88.8889	45	4	UniRef90_A0A015XEI7 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 3998T(B)3 TaxID=1339316 RepID=A0A015XEI7_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015YA43	90.566	53	1	UniRef90_A0A015YA43 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 2-F-2 #4 TaxID=1339280 RepID=A0A015YA43_BACFG	-	-	-	-	-	-	GO:0016021
UniRef90_A0A015YIQ7	100	69	4	UniRef90_A0A015YIQ7 Uncharacterized protein n=16 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015YIQ7_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015ZU89	75.8929	112	17	UniRef90_A0A015ZU89 Uncharacterized protein n=5 Tax=Bacteroidales TaxID=171549 RepID=A0A015ZU89_BACFG	-	-	-	-	-	-	-
UniRef90_A0A016ARS3	92.9374	623	1168	UniRef90_A0A016ARS3 Glycoside hydrolase xylanase family protein n=9 Tax=Bacteroides fragilis TaxID=817 RepID=A0A016ARS3_BACFG	4NRWC	28J57@1|root,32QWQ@2|Bacteria,4NRWC@976|Bacteroidetes,2G0B0@200643|Bacteroidia,4AV4J@815|Bacteroidaceae	976|Bacteroidetes	S	-	Calycin-like beta-barrel domain	-
UniRef90_A0A016AXQ7	64.4737	76	6	UniRef90_A0A016AXQ7 Uncharacterized protein n=2 Tax=Bacteroides fragilis TaxID=817 RepID=A0A016AXQ7_BACFG	-	-	-	-	-	-	-
UniRef90_A0A016BUP5	76.9231	65	2	UniRef90_A0A016BUP5 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 3976T8 TaxID=1339314 RepID=A0A016BUP5_BACFG	4P0ID	2EYRH@1|root,33RYU@2|Bacteria,4P0ID@976|Bacteroidetes,2FP55@200643|Bacteroidia,4ASCE@815|Bacteroidaceae	976|Bacteroidetes	S	-	Psort location CytoplasmicMembrane, score 9.46	GO:0016021
