uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A013S3F9	61.5385	78	1	UniRef90_A0A013S3F9 Uncharacterized protein n=1 Tax=Acinetobacter baumannii 573719 TaxID=1310759 RepID=A0A013S3F9_ACIBA	-	-	-	-	-	-	-
UniRef90_A0A015ZHV3	59.0909	44	6	UniRef90_A0A015ZHV3 Transposase IS4 family protein n=3 Tax=Bacteroides TaxID=816 RepID=A0A015ZHV3_BACFG	-	-	-	-	-	-	-
UniRef90_A0A017N5Z8	93.75	48	5	UniRef90_A0A017N5Z8 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. S23L17 TaxID=1339329 RepID=A0A017N5Z8_BACFG	-	-	-	-	-	-	-
UniRef90_A0A031K405	67.6471	68	3	UniRef90_A0A031K405 Cold-shock DNA-binding protein family protein n=11 Tax=Sphingomonadaceae TaxID=41297 RepID=A0A031K405_9SPHN	2K5Z5	COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,2UF6W@28211|Alphaproteobacteria,2K5Z5@204457|Sphingomonadales	204457|Sphingomonadales	K	-	Cold-shock protein	-
UniRef90_A0A061YCI1	75.5725	131	2	UniRef90_A0A061YCI1 S-adenosylhomocysteine hydrolase n=52 Tax=Bacteria TaxID=2 RepID=A0A061YCI1_ECOLX	1T24S	COG5340@1|root,COG5340@2|Bacteria,1QUXC@1224|Proteobacteria,1T24S@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	-	Psort location Cytoplasmic, score	GO:0016787
UniRef90_A0A063ZHD5	52.0833	96	18	UniRef90_A0A063ZHD5 Uncharacterized protein n=2 Tax=Halostagnicola TaxID=353799 RepID=A0A063ZHD5_9EURY	-	-	-	-	-	-	-
UniRef90_A0A069S446	73.2558	86	7	UniRef90_A0A069S446 Uncharacterized protein n=1 Tax=Parabacteroides distasonis str. 3776 Po2 i TaxID=1339341 RepID=A0A069S446_9BACT	4NYGM	2EP0A@1|root,33GM5@2|Bacteria,4NYGM@976|Bacteroidetes,2FUEY@200643|Bacteroidia	976|Bacteroidetes	-	-	-	-
UniRef90_A0A069SJX9	84.6154	91	31	UniRef90_A0A069SJX9 Addiction module toxin, RelE/StbE family protein n=8 Tax=Parabacteroides TaxID=375288 RepID=A0A069SJX9_9BACT	4NVNU	COG3041@1|root,COG3041@2|Bacteria,4NVNU@976|Bacteroidetes,2G35Z@200643|Bacteroidia,22Z2R@171551|Porphyromonadaceae	976|Bacteroidetes	S	-	addiction module toxin, RelE StbE family	-
UniRef90_A0A070EAX7	63.0952	84	7	UniRef90_A0A070EAX7 Uncharacterized protein (Fragment) n=4 Tax=Escherichia coli TaxID=562 RepID=A0A070EAX7_ECOLX	-	-	-	-	-	-	-
UniRef90_A0A074J3I9	55.6818	88	1	UniRef90_A0A074J3I9 Uncharacterized protein n=4 Tax=Streptococcus TaxID=1301 RepID=A0A074J3I9_STRSL	4IS6M	COG3666@1|root,COG3666@2|Bacteria,1UHQU@1239|Firmicutes,4IS6M@91061|Bacilli	91061|Bacilli	L	-	An automated process has identified a potential problem with this gene model	-
UniRef90_A0A075VTG4	51.8868	106	7	UniRef90_A0A075VTG4 Uncharacterized protein n=6 Tax=Capsicum TaxID=4071 RepID=A0A075VTG4_CAPAN	-	-	-	-	-	-	-
UniRef90_A0A078R3G6	56.4103	39	2	UniRef90_A0A078R3G6 Uncharacterized protein n=2 Tax=Phocaeicola vulgatus TaxID=821 RepID=A0A078R3G6_PHOVU	-	-	-	-	-	-	-
UniRef90_A0A096CJ68	70.5882	102	2	UniRef90_A0A096CJ68 Uncharacterized protein n=4 Tax=Eubacteriales TaxID=186802 RepID=A0A096CJ68_FLAPL	24T47	2E6VP@1|root,331FB@2|Bacteria,1VHF2@1239|Firmicutes,24T47@186801|Clostridia,26BQX@186813|unclassified Clostridiales	186801|Clostridia	-	-	-	-
UniRef90_A0A096D483	54.6392	97	5	UniRef90_A0A096D483 Uncharacterized protein n=1 Tax=Flavonifractor plautii 1_3_50AFAA TaxID=742738 RepID=A0A096D483_FLAPL	25696	2AY8A@1|root,31QAH@2|Bacteria,1UUBV@1239|Firmicutes,25696@186801|Clostridia	186801|Clostridia	-	-	-	-
UniRef90_A0A096ET98	100	47	18	UniRef90_A0A096ET98 Uncharacterized protein n=1 Tax=Comamonas thiooxydans TaxID=363952 RepID=A0A096ET98_9BURK	-	-	-	-	-	-	-
UniRef90_A0A0B0W0B2	78.125	64	1	UniRef90_A0A0B0W0B2 Uncharacterized protein n=59 Tax=Enterobacteriaceae TaxID=543 RepID=A0A0B0W0B2_ECOLX	-	-	-	-	-	-	-
UniRef90_A0A0B7AG49	67.1233	73	1	UniRef90_A0A0B7AG49 Uncharacterized protein (Fragment) n=1 Tax=Arion vulgaris TaxID=1028688 RepID=A0A0B7AG49_9EUPU	COG3344	COG3344@1|root,COG3344@2|Bacteria	2|Bacteria	L	-	homing of group II introns; reverse transcriptase	-
