uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A014PUN3	51.1364	88	1	UniRef90_A0A014PUN3 Acyl carrier protein n=1 Tax=Erwinia mallotivora TaxID=69222 RepID=A0A014PUN3_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A015TRB7	70.7071	99	9	UniRef90_A0A015TRB7 Polysaccharide biosynthesis family protein (Fragment) n=1 Tax=Bacteroides fragilis str. 3988T(B)14 TaxID=1339315 RepID=A0A015TRB7_BACFG	4NI21	COG2244@1|root,COG2244@2|Bacteria,4NI21@976|Bacteroidetes,2FRQ3@200643|Bacteroidia	976|Bacteroidetes	S	-	Polysaccharide biosynthesis protein	GO:0016021
UniRef90_A0A015TWT2	85.1064	47	2	UniRef90_A0A015TWT2 Uncharacterized protein n=9 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015TWT2_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015V007	85	40	8	UniRef90_A0A015V007 Putative membrane protein n=2 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015V007_BACFG	-	-	-	-	-	-	GO:0016021
UniRef90_A0A015V6I6	51.1628	43	2	UniRef90_A0A015V6I6 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. DS-208 TaxID=1339276 RepID=A0A015V6I6_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015V6J7	78.4314	51	2	UniRef90_A0A015V6J7 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 3986 N(B)19 TaxID=1339289 RepID=A0A015V6J7_BACFG	-	-	-	-	-	-	GO:0016021
UniRef90_A0A015VBQ3	100	46	1	UniRef90_A0A015VBQ3 Uncharacterized protein n=10 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015VBQ3_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015VU96	95.3488	86	6	UniRef90_A0A015VU96 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 3998T(B)3 TaxID=1339316 RepID=A0A015VU96_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015W2I5	60.5505	109	2	UniRef90_A0A015W2I5 Uncharacterized protein n=10 Tax=Bacteroides fragilis TaxID=817 RepID=A0A015W2I5_BACFG	-	-	-	-	-	-	-
UniRef90_A0A015W411	100	54	178	UniRef90_A0A015W411 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 3988T(B)14 TaxID=1339315 RepID=A0A015W411_BACFG	-	-	-	-	-	-	-
