uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A015ZHV3	59.0909	44	2	UniRef90_A0A015ZHV3 Transposase IS4 family protein n=3 Tax=Bacteroides TaxID=816 RepID=A0A015ZHV3_BACFG	-	-	-	-	-	-	-
UniRef90_A0A016FM05	100	45	1	UniRef90_A0A016FM05 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. 1007-1-F #3 TaxID=1339337 RepID=A0A016FM05_BACFG	-	-	-	-	-	-	GO:0016021
UniRef90_A0A017N5Z8	93.75	48	3	UniRef90_A0A017N5Z8 Uncharacterized protein n=1 Tax=Bacteroides fragilis str. S23L17 TaxID=1339329 RepID=A0A017N5Z8_BACFG	-	-	-	-	-	-	-
UniRef90_A0A017N6V1	56.9395	281	9	UniRef90_A0A017N6V1 Uncharacterized protein n=3 Tax=Bacteroides fragilis TaxID=817 RepID=A0A017N6V1_BACFG	-	-	-	-	-	-	-
UniRef90_A0A031GNP4	66.6667	69	1	UniRef90_A0A031GNP4 Uncharacterized protein n=3 Tax=Micrococcus luteus TaxID=1270 RepID=A0A031GNP4_MICLU	-	-	-	-	-	-	GO:0016021
UniRef90_A0A031ICK4	75.9494	79	1	UniRef90_A0A031ICK4 Lsr2 n=5 Tax=Micrococcus TaxID=1269 RepID=A0A031ICK4_MICLU	2IQ6A	2C4MW@1|root,32RKK@2|Bacteria,2IQ6A@201174|Actinobacteria,1W9ZQ@1268|Micrococcaceae	201174|Actinobacteria	S	-	pathogenesis	GO:0016746,GO:0003677
UniRef90_A0A060BTG3	51.1278	133	2	UniRef90_A0A060BTG3 Transgly (Fragment) n=1 Tax=uncultured Parabacteroides sp. TaxID=512312 RepID=A0A060BTG3_9BACT	-	-	-	-	-	-	-
UniRef90_A0A060PWN5	50	190	2	UniRef90_A0A060PWN5 HTH tetR-type domain-containing protein n=8 Tax=Staphylococcus TaxID=1279 RepID=A0A060PWN5_STAHA	-	-	-	-	-	-	GO:0003677
UniRef90_A0A068A232	63.75	80	6	UniRef90_A0A068A232 HTH cro/C1-type domain-containing protein n=12 Tax=root TaxID=1 RepID=A0A068A232_9CAUD	-	-	-	-	-	-	GO:0003677
UniRef90_A0A068FMP7	79.5455	44	2	UniRef90_A0A068FMP7 Phenol soluble modulin beta 4 n=6 Tax=Staphylococcus TaxID=1279 RepID=A0A068FMP7_9STAP	-	-	-	-	-	-	GO:0005576
UniRef90_A0A068FPX1	97.7273	44	10	UniRef90_A0A068FPX1 Phenol soluble modulin beta 1 n=4 Tax=Staphylococcus TaxID=1279 RepID=A0A068FPX1_9STAP	4I4QU	2DIUC@1|root,3044Z@2|Bacteria,1TW1F@1239|Firmicutes,4I4QU@91061|Bacilli,4H058@90964|Staphylococcaceae	91061|Bacilli	S	-	antibacterial protein	GO:0005576
UniRef90_A0A068LIT5	94.7368	76	8	UniRef90_A0A068LIT5 Phosphoglycerate kinase n=121 Tax=Bacteria TaxID=2 RepID=A0A068LIT5_9BACT	-	-	-	-	-	-	-
UniRef90_A0A069S446	59.3023	86	4	UniRef90_A0A069S446 Uncharacterized protein n=1 Tax=Parabacteroides distasonis str. 3776 Po2 i TaxID=1339341 RepID=A0A069S446_9BACT	4NYGM	2EP0A@1|root,33GM5@2|Bacteria,4NYGM@976|Bacteroidetes,2FUEY@200643|Bacteroidia	976|Bacteroidetes	-	-	-	-
UniRef90_A0A069SJX9	89.011	91	12	UniRef90_A0A069SJX9 Addiction module toxin, RelE/StbE family protein n=8 Tax=Parabacteroides TaxID=375288 RepID=A0A069SJX9_9BACT	4NVNU	COG3041@1|root,COG3041@2|Bacteria,4NVNU@976|Bacteroidetes,2G35Z@200643|Bacteroidia,22Z2R@171551|Porphyromonadaceae	976|Bacteroidetes	S	-	addiction module toxin, RelE StbE family	-
UniRef90_A0A070EAX7	80.9524	84	36	UniRef90_A0A070EAX7 Uncharacterized protein (Fragment) n=4 Tax=Escherichia coli TaxID=562 RepID=A0A070EAX7_ECOLX	-	-	-	-	-	-	-
UniRef90_A0A070FFB0	50.5155	97	1	UniRef90_A0A070FFB0 Uncharacterized protein n=1 Tax=Escherichia coli O128:H2 str. 2011C-3317 TaxID=1446581 RepID=A0A070FFB0_ECOLX	-	-	-	-	-	-	-
UniRef90_A0A074INK7	61.1842	152	2	UniRef90_A0A074INK7 N-acetyltransferase domain-containing protein n=31 Tax=Streptococcus TaxID=1301 RepID=A0A074INK7_STRSL	-	-	-	-	-	-	-
UniRef90_A0A074IPJ8	59.2105	76	1	UniRef90_A0A074IPJ8 GlsB/YeaQ/YmgE family stress response membrane protein n=41 Tax=Streptococcus TaxID=1301 RepID=A0A074IPJ8_STRSL	-	-	-	-	-	-	GO:0016021,GO:0005886
