uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A021X3Z5	67.6056	71	1	UniRef90_A0A021X3Z5 Uncharacterized protein n=2 Tax=unclassified Shinella TaxID=2643062 RepID=A0A021X3Z5_9RHIZ	-	-	-	-	-	-	-
UniRef90_A0A023GEG3	64.6259	147	2	UniRef90_A0A023GEG3 Putative ribosomal protein s4 (Fragment) n=1 Tax=Amblyomma triste TaxID=251400 RepID=A0A023GEG3_AMBTT	3BBRC	COG0522@1|root,COG5275@1|root,KOG1983@1|root,KOG1968@2759|Eukaryota,KOG1983@2759|Eukaryota,KOG3301@2759|Eukaryota,38EXY@33154|Opisthokonta,3BBRC@33208|Metazoa,3CWS9@33213|Bilateria,41XU5@6656|Arthropoda	33208|Metazoa	U	GO:0000149,GO:0000902,GO:0000904,GO:0001505,GO:0002791,GO:0002792,GO:0002793,GO:0003008,GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0005892,GO:0006810,GO:0006836,GO:0006887,GO:0006892,GO:0006893,GO:0007154,GO:0007163,GO:0007267,GO:0007268,GO:0007269,GO:0007275,GO:0007399,GO:0007409,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008021,GO:0008047,GO:0008104,GO:0008150,GO:0009653,GO:0009987,GO:0010646,GO:0010648,GO:0010817,GO:0012505,GO:0012506,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0016079,GO:0016082,GO:0016192,GO:0017016,GO:0017075,GO:0017137,GO:0017156,GO:0017157,GO:0019899,GO:0019905,GO:0022008,GO:0022607,GO:0023051,GO:0023052,GO:0023057,GO:0023061,GO:0030030,GO:0030054,GO:0030133,GO:0030141,GO:0030154,GO:0030182,GO:0030234,GO:0030659,GO:0030695,GO:0031090,GO:0031175,GO:0031201,GO:0031224,GO:0031226,GO:0031267,GO:0031410,GO:0031594,GO:0031982,GO:0032501,GO:0032502,GO:0032879,GO:0032880,GO:0032940,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033500,GO:0034622,GO:0034702,GO:0042221,GO:0042592,GO:0042593,GO:0042886,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043235,GO:0043547,GO:0043933,GO:0044085,GO:0044093,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044464,GO:0045055,GO:0045184,GO:0045202,GO:0045921,GO:0046676,GO:0046883,GO:0046888,GO:0046903,GO:0046907,GO:0048193,GO:0048468,GO:0048489,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048878,GO:0050708,GO:0050709,GO:0050714,GO:0050789,GO:0050790,GO:0050794,GO:0050796,GO:0050804,GO:0050877,GO:0050890,GO:0050896,GO:0051020,GO:0051046,GO:0051047,GO:0051048,GO:0051049,GO:0051050,GO:0051051,GO:0051179,GO:0051222,GO:0051223,GO:0051224,GO:0051234,GO:0051336,GO:0051345,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051716,GO:0060589,GO:0060627,GO:0061564,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070201,GO:0070382,GO:0070887,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0090087,GO:0090276,GO:0090278,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098772,GO:0098793,GO:0098796,GO:0098797,GO:0098802,GO:0098876,GO:0098916,GO:0099003,GO:0099177,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:0120036,GO:0120039,GO:0140029,GO:1900073,GO:1902074,GO:1902075,GO:1902495,GO:1903530,GO:1903531,GO:1903532,GO:1904950,GO:1904951,GO:1990351	syntaxin binding	GO:0015935,GO:0019843,GO:0003735,GO:0006412
UniRef90_A0A031LIA7	71.6216	74	6	UniRef90_A0A031LIA7 Uncharacterized protein n=1 Tax=Acinetobacter sp. Ver3 TaxID=466088 RepID=A0A031LIA7_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A044RXA6	67.5676	74	1	UniRef90_A0A044RXA6 Uncharacterized protein n=1 Tax=Onchocerca volvulus TaxID=6282 RepID=A0A044RXA6_ONCVO	-	-	-	-	-	-	-
UniRef90_A0A060VNE8	61.3333	75	1	UniRef90_A0A060VNE8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VNE8_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060VS97	84.4444	135	7	UniRef90_A0A060VS97 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VS97_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VUB7	54.3478	92	1	UniRef90_A0A060VUB7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VUB7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VYL6	51.5152	165	5	UniRef90_A0A060VYL6 Integrase catalytic domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VYL6_ONCMY	-	-	-	-	-	-	GO:0003676,GO:0015074
UniRef90_A0A060VYT8	65.8333	120	12	UniRef90_A0A060VYT8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VYT8_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VZK1	67.4603	126	12	UniRef90_A0A060VZK1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VZK1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W211	57.3913	115	10	UniRef90_A0A060W211 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W211_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060W2Q3	78.3784	74	12	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W979	54.3353	173	8	UniRef90_A0A060W979 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W979_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W9G7	57.5	80	1	UniRef90_A0A060W9G7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W9G7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WF00	56.3758	298	20	UniRef90_A0A060WF00 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WF00_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WG70	53.6585	205	14	UniRef90_A0A060WG70 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WG70_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WRZ2	70.3125	128	12	UniRef90_A0A060WRZ2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WRZ2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WUW2	60	160	2	UniRef90_A0A060WUW2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WUW2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WX12	84.4444	90	13	UniRef90_A0A060WX12 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WX12_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060WXL0	76.9231	65	8	UniRef90_A0A060WXL0 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WXL0_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060WYX3	57.047	149	13	UniRef90_A0A060WYX3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WYX3_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060X084	58.9744	78	1	UniRef90_A0A060X084 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X084_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060X5Z9	53.4091	88	4	UniRef90_A0A060X5Z9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X5Z9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060X6A7	58.0645	124	2	UniRef90_A0A060X6A7 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X6A7_ONCMY	3ACG2	2E78S@1|root,2SDVT@2759|Eukaryota,3ACG2@33154|Opisthokonta	33154|Opisthokonta	-	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060X741	51.0067	149	50	UniRef90_A0A060X741 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X741_ONCMY	-	-	-	-	-	-	GO:0016021
UniRef90_A0A060XB66	51.8868	106	1	UniRef90_A0A060XB66 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XB66_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XCK9	58.1818	110	17	UniRef90_A0A060XCK9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XCK9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XGI4	68.3333	60	5	UniRef90_A0A060XGI4 DDE_3 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XGI4_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060XGQ7	60.5263	76	1	UniRef90_A0A060XGQ7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XGQ7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XHZ3	63.8889	108	8	UniRef90_A0A060XHZ3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XHZ3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XJH1	68.8073	109	13	UniRef90_A0A060XJH1 DUF1891 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XJH1_ONCMY	-	-	-	-	-	-	GO:0016706,GO:0008168
UniRef90_A0A060XNE6	93.1973	147	16	UniRef90_A0A060XNE6 DDE_3 domain-containing protein n=2 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XNE6_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060XU27	62.5	80	1	UniRef90_A0A060XU27 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XU27_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XYE4	68.9394	132	8	UniRef90_A0A060XYE4 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XYE4_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060XZE4	51.2635	277	24	UniRef90_A0A060XZE4 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XZE4_ONCMY	3C2B0	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3C2B0@33208|Metazoa,3E4PI@33213|Bilateria,48M6I@7711|Chordata,49I3R@7742|Vertebrata	33208|Metazoa	L	-	retrotransposable element Tf2 155 kDa protein type 1-like	GO:0003676,GO:0015074
UniRef90_A0A060Y4B8	72.2222	162	24	UniRef90_A0A060Y4B8 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y4B8_ONCMY	3BTPZ	KOG1075@1|root,KOG4308@1|root,KOG1075@2759|Eukaryota,KOG4308@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060Y9N0	76.6667	60	1	UniRef90_A0A060Y9N0 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y9N0_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060Y9Y9	52.1277	94	1	UniRef90_A0A060Y9Y9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y9Y9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YDE1	72.4138	87	9	UniRef90_A0A060YDE1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YDE1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YFA5	51.4151	212	13	UniRef90_A0A060YFA5 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YFA5_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YG32	50.7937	189	12	UniRef90_A0A060YG32 zf-RVT domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YG32_ONCMY	-	-	-	-	-	-	-
