2	-	Achromobacter	UniRef90_A0A1I2AU61
6	-	Achromobacter	UniRef90_A0A1I8ANH9
7	-	Achromobacter	UniRef90_A0A1U9JZJ7
2	-	Achromobacter	UniRef90_A0A2W5D6T1
1	-	Achromobacter	UniRef90_A0A6M1UN13
2	-	Achromobacter	UniRef90_E8U1S7
14	-	Achromobacter_deleyi	UniRef90_A0A0X8NVN6
12	-	Achromobacter_insolitus	UniRef90_UPI0009726940
2	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DC33
2	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DLB3
6	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DN45
4	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DNW6
1	-	Achromobacter_sp._AONIH1	UniRef90_A0A4S1E758
2	-	Achromobacter_sp._AONIH1	UniRef90_UPI0018F81409
1	-	Achromobacter_xylosoxidans	UniRef90_A0A0Q6WMK8
2	-	Achromobacter_xylosoxidans	UniRef90_A0A0X8NVN6
2	-	Achromobacter_xylosoxidans	UniRef90_A0A1U9JZJ7
3	-	Achromobacter_xylosoxidans	UniRef90_A0A344PIN8
6	-	Achromobacter_xylosoxidans	UniRef90_A0A4Y1MVG1
14	-	Achromobacter_xylosoxidans	UniRef90_A0A6J5ADI9
1	-	Acidovorax	UniRef90_A0A1I1ZI27
10	-	Acidovorax	UniRef90_A0A1I2GSU7
2	-	Acidovorax	UniRef90_A0A240UK79
3	-	Acidovorax	UniRef90_A0A369VMP0
2	-	Acidovorax	UniRef90_A0A370KDE1
1	-	Acidovorax	UniRef90_A0A542RZN5
2	-	Acidovorax	UniRef90_A0A5C9CHU9
4	-	Acidovorax	UniRef90_A0A6G8AEG8
4	-	Acidovorax	UniRef90_C5T8V3
7	-	Acidovorax	UniRef90_F0Q2Y6
1	-	Acidovorax_antarcticus	UniRef90_A0A0A1VBZ5
1	-	Acidovorax_antarcticus	UniRef90_A0A0Q5N0D8
12	-	Acidovorax_antarcticus	UniRef90_A0A1I7GQ47
2	-	Acidovorax_antarcticus	UniRef90_A0A4Q3KB86
4	-	Acidovorax_antarcticus	UniRef90_A0A4R3L7Z1
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A0Q5KXH5
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A0Q5MGZ9
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A0Q5MU33
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1G6XMT8
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2A1J3
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A2R4DN25
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A2W5S718
3	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A4Q9GZY3
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A7X0U927
5	-	Acidovorax_avenae_subsp._avenae	UniRef90_F0Q609
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_J0KF56
5	-	Acidovorax_avenae_subsp._avenae	UniRef90_UPI0004150165
7	-	Acidovorax_avenae_subsp._avenae	UniRef90_UPI001917F89D
2	-	Acidovorax_avenae_subsp._avenae_ATCC_19860	UniRef90_A0A4Q3Q8V2
1	-	Acidovorax_carolinensis	UniRef90_A0A258LPQ8
18	-	Acidovorax_carolinensis	UniRef90_A0A258N5U5
1	-	Acidovorax_carolinensis	UniRef90_A0A259J3G7
1	-	Acidovorax_carolinensis	UniRef90_A0A4V2VT10
2	-	Acidovorax_citrulli	UniRef90_A0A0Q6W995
