pangene	length	percent_cov	unpaired_read_count	pangene_desc	uniref90_ID	uniref90_desc	uniref90_GO	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc
DP_00012483	2481	56.8319	21	K01727	UniRef90_A0A2B7ICX0	UniRef90_A0A2B7ICX0 Hyaluronate lyase n=15 Tax=Bacteria TaxID=2 RepID=A0A2B7ICX0_CUTAC	-	2GKTR	COG5492@1|root,COG5492@2|Bacteria,2GKTR@201174|Actinobacteria,4DPQH@85009|Propionibacteriales	201174|Actinobacteria	N	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005975,GO:0008150,GO:0008152,GO:0016829,GO:0016835,GO:0016837,GO:0030246,GO:0030312,GO:0030340,GO:0044238,GO:0044464,GO:0071704,GO:0071944	polysaccharide lyase family 8
DP_00014407	2403	59.1760	39	-	UniRef90_A8QCQ5	UniRef90_A8QCQ5 Aconitate hydratase, mitochondrial n=2 Tax=Malassezia TaxID=55193 RepID=A8QCQ5_MALGO	-	3NV17	COG1048@1|root,KOG0453@2759|Eukaryota,38CNX@33154|Opisthokonta,3NV17@4751|Fungi,3UZ6U@5204|Basidiomycota,3MYV8@452284|Ustilaginomycotina	4751|Fungi	CE	GO:0000002,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0003824,GO:0003994,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006520,GO:0006536,GO:0006553,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009060,GO:0009064,GO:0009066,GO:0009067,GO:0009085,GO:0009295,GO:0009605,GO:0009607,GO:0009987,GO:0015980,GO:0016043,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019752,GO:0019878,GO:0031012,GO:0031347,GO:0031349,GO:0031974,GO:0035821,GO:0042645,GO:0043167,GO:0043169,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043436,GO:0043648,GO:0044003,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044403,GO:0044416,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046394,GO:0046872,GO:0048037,GO:0048518,GO:0048583,GO:0048584,GO:0050789,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052173,GO:0052200,GO:0052251,GO:0052255,GO:0052509,GO:0052510,GO:0055114,GO:0062039,GO:0062040,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0072350,GO:0075136,GO:0080134,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	Belongs to the aconitase IPM isomerase family
DP_00024395	2133	55.5556	27	-	-	-	-	2GJCQ	COG1940@1|root,COG1940@2|Bacteria,2GJCQ@201174|Actinobacteria,4DNXD@85009|Propionibacteriales	201174|Actinobacteria	GK	-	ROK family
DP_00026229	2097	57.5107	44	K03781	UniRef90_A0A378Q6D4	UniRef90_A0A378Q6D4 Catalase n=23 Tax=Bacteria TaxID=2 RepID=A0A378Q6D4_MOROS	-	1RNE7	COG0753@1|root,COG0753@2|Bacteria,1MUXZ@1224|Proteobacteria,1RNE7@1236|Gammaproteobacteria,3NJBI@468|Moraxellaceae	1236|Gammaproteobacteria	C	GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006970,GO:0006972,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009628,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0033554,GO:0042221,GO:0042737,GO:0042743,GO:0042744,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044248,GO:0044424,GO:0044464,GO:0046872,GO:0046906,GO:0046914,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1990748	serves to protect cells from the toxic effects of hydrogen peroxide
DP_00026600	2091	67.6231	40	-	UniRef90_A8PX59	UniRef90_A8PX59 HATPase_c domain-containing protein n=4 Tax=Malassezia TaxID=55193 RepID=A8PX59_MALGO	-	3NW2G	COG0326@1|root,KOG0019@2759|Eukaryota,38B7K@33154|Opisthokonta,3NW2G@4751|Fungi,3UY8K@5204|Basidiomycota,3N2F1@452284|Ustilaginomycotina	4751|Fungi	O	GO:0000166,GO:0000491,GO:0000492,GO:0000723,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006457,GO:0006458,GO:0006605,GO:0006626,GO:0006725,GO:0006807,GO:0006810,GO:0006839,GO:0006886,GO:0006950,GO:0006970,GO:0006996,GO:0007005,GO:0007154,GO:0007165,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009277,GO:0009405,GO:0009408,GO:0009628,GO:0009719,GO:0009725,GO:0009755,GO:0009889,GO:0009891,GO:0009893,GO:0009986,GO:0009987,GO:0010033,GO:0010467,GO:0010556,GO:0010557,GO:0010570,GO:0010604,GO:0010638,GO:0010941,GO:0014070,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0023052,GO:0030312,GO:0030428,GO:0030446,GO:0030447,GO:0030518,GO:0030522,GO:0030554,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032200,GO:0032204,GO:0032206,GO:0032210,GO:0032212,GO:0032553,GO:0032555,GO:0032559,GO:0032870,GO:0033036,GO:0033043,GO:0033044,GO:0033365,GO:0033554,GO:0033993,GO:0034605,GO:0034613,GO:0034622,GO:0034641,GO:0035639,GO:0035690,GO:0036094,GO:0040007,GO:0040008,GO:0042026,GO:0042221,GO:0042493,GO:0042592,GO:0042623,GO:0042886,GO:0042981,GO:0043067,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043248,GO:0043401,GO:0043933,GO:0044085,GO:0044182,GO:0044237,GO:0044238,GO:0044260,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0045926,GO:0045935,GO:0046483,GO:0046907,GO:0048518,GO:0048519,GO:0048522,GO:0048545,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051082,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051276,GO:0051604,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0060249,GO:0060255,GO:0060258,GO:0061077,GO:0065003,GO:0065007,GO:0065008,GO:0070585,GO:0070727,GO:0070887,GO:0071310,GO:0071383,GO:0071396,GO:0071407,GO:0071495,GO:0071702,GO:0071704,GO:0071705,GO:0071826,GO:0071840,GO:0071944,GO:0072594,GO:0072655,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1900428,GO:1900429,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1904356,GO:1904358,GO:2000112,GO:2000278,GO:2000573,GO:2001252	Heat Shock Protein
DP_00027009	2082	50.8646	49	K02355	UniRef90_Q5HRK5	UniRef90_Q5HRK5 Elongation factor G n=582 Tax=root TaxID=1 RepID=EFG_STAEQ	-	4HAB8	COG0480@1|root,COG0480@2|Bacteria,1TPF9@1239|Firmicutes,4HAB8@91061|Bacilli,4GXMS@90964|Staphylococcaceae	91061|Bacilli	J	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome
DP_00032699	1989	72.7501	39	-	UniRef90_Q4L564	UniRef90_Q4L564 Probable quinol oxidase subunit 1 n=412 Tax=root TaxID=1 RepID=QOX1_STAHJ	-	4HA4X	COG0843@1|root,COG0843@2|Bacteria,1TP2U@1239|Firmicutes,4HA4X@91061|Bacilli,4GX3I@90964|Staphylococcaceae	91061|Bacilli	C	GO:0003674,GO:0003824,GO:0004129,GO:0005215,GO:0005488,GO:0005507,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009055,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009486,GO:0009987,GO:0015002,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0016310,GO:0016491,GO:0016675,GO:0016676,GO:0016679,GO:0016682,GO:0017144,GO:0019637,GO:0019693,GO:0020037,GO:0022857,GO:0022890,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0034220,GO:0034641,GO:0042773,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0046872,GO:0046906,GO:0046914,GO:0048037,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0055114,GO:0070469,GO:0071704,GO:0071944,GO:0072521,GO:0097159,GO:0098655,GO:0098660,GO:0098662,GO:1901135,GO:1901360,GO:1901363,GO:1901564,GO:1902600	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
DP_00038159	1917	59.5201	19	-	UniRef90_P0CY98	UniRef90_P0CY98 Chaperone protein DnaK n=29 Tax=Bacteria TaxID=2 RepID=DNAK_CUTAC	-	2GJTY	COG0443@1|root,COG0443@2|Bacteria,2GJTY@201174|Actinobacteria,4DP1V@85009|Propionibacteriales	201174|Actinobacteria	O	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0006457,GO:0008144,GO:0008150,GO:0009987,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0051082,GO:0097159,GO:0097367,GO:1901265,GO:1901363	Heat shock 70 kDa protein
DP_00038428	1911	58.8174	30	-	UniRef90_F9NVG6	UniRef90_F9NVG6 Methylmalonyl-CoA mutase n=33 Tax=Bacteria TaxID=2 RepID=F9NVG6_9ACTN	-	2GNBQ	COG1884@1|root,COG1884@2|Bacteria,2GNBQ@201174|Actinobacteria,4DNT9@85009|Propionibacteriales	201174|Actinobacteria	I	GO:0003674,GO:0003824,GO:0004494,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006091,GO:0006113,GO:0006629,GO:0006631,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0015980,GO:0016020,GO:0016853,GO:0016866,GO:0016999,GO:0017144,GO:0019541,GO:0019652,GO:0019662,GO:0019678,GO:0019752,GO:0019842,GO:0030312,GO:0031419,GO:0032787,GO:0036094,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046459,GO:0046872,GO:0046906,GO:0048037,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:1901363	Methylmalonyl-CoA mutase
DP_00040430	1890	69.6825	108	-	-	-	-	3BEGN	KOG1075@1|root,KOG1075@2759|Eukaryota,39Y6T@33154|Opisthokonta,3BEGN@33208|Metazoa,3CZ7K@33213|Bilateria,48DPU@7711|Chordata,49ADZ@7742|Vertebrata,4A4QB@7898|Actinopterygii	33208|Metazoa	S	-	mannose metabolic process
