uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A023JE05	76.087	46	2	UniRef90_A0A023JE05 Elongation factor tef-1a (Fragment) n=1 Tax=Gibberella intermedia TaxID=948311 RepID=A0A023JE05_GIBIN	-	-	-	-	-	-	GO:0003746
UniRef90_A0A031LIA7	66.2162	74	1	UniRef90_A0A031LIA7 Uncharacterized protein n=1 Tax=Acinetobacter sp. Ver3 TaxID=466088 RepID=A0A031LIA7_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A060DH05	74.6269	67	1	UniRef90_A0A060DH05 30S ribosomal protein S21 n=30 Tax=Rhodospirillales TaxID=204441 RepID=A0A060DH05_AZOBR	2JU14	COG0828@1|root,COG0828@2|Bacteria,1MZA1@1224|Proteobacteria,2UC58@28211|Alphaproteobacteria,2JU14@204441|Rhodospirillales	204441|Rhodospirillales	J	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	Belongs to the bacterial ribosomal protein bS21 family	-
UniRef90_A0A060VNE8	62.6667	75	2	UniRef90_A0A060VNE8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VNE8_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060VRX2	54.5455	88	1	UniRef90_A0A060VRX2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VRX2_ONCMY	3BXBC	KOG1075@1|root,KOG1075@2759|Eukaryota,39XVS@33154|Opisthokonta,3BXBC@33208|Metazoa,3DBAC@33213|Bilateria,421D4@6656|Arthropoda,3SR4B@50557|Insecta,3ED43@33342|Paraneoptera	33208|Metazoa	L	-	Reverse transcriptase (RNA-dependent DNA polymerase)	GO:0003676,GO:0008270
UniRef90_A0A060VT02	64	75	2	UniRef90_A0A060VT02 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VT02_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060VUB7	55.4348	92	1	UniRef90_A0A060VUB7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VUB7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VYT8	55	120	4	UniRef90_A0A060VYT8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VYT8_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VZK1	73.8095	126	13	UniRef90_A0A060VZK1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VZK1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W2Q3	79.7297	74	3	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WG70	77.561	205	10	UniRef90_A0A060WG70 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WG70_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WRZ2	56.25	128	5	UniRef90_A0A060WRZ2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WRZ2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WUT9	61.8421	76	2	UniRef90_A0A060WUT9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WUT9_ONCMY	-	-	-	-	-	-	GO:0003676
