uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A024J0H2	50	98	1	UniRef90_A0A024J0H2 PRC domain-containing protein n=1 Tax=Rhizobium radiobacter TaxID=358 RepID=A0A024J0H2_RHIRD	2UCFP	COG3861@1|root,COG3861@2|Bacteria,1N398@1224|Proteobacteria,2UCFP@28211|Alphaproteobacteria,4BFFE@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	-	PRC-barrel domain	-
UniRef90_A0A060DH05	86.5672	67	9	UniRef90_A0A060DH05 30S ribosomal protein S21 n=30 Tax=Rhodospirillales TaxID=204441 RepID=A0A060DH05_AZOBR	2JU14	COG0828@1|root,COG0828@2|Bacteria,1MZA1@1224|Proteobacteria,2UC58@28211|Alphaproteobacteria,2JU14@204441|Rhodospirillales	204441|Rhodospirillales	J	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	Belongs to the bacterial ribosomal protein bS21 family	-
UniRef90_A0A060VYT8	61.6667	120	4	UniRef90_A0A060VYT8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VYT8_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VZK1	54.7619	126	8	UniRef90_A0A060VZK1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VZK1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W2Q3	79.7297	74	7	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W5Q9	70.5882	68	2	UniRef90_A0A060W5Q9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W5Q9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WFL8	72.4638	69	2	UniRef90_A0A060WFL8 Dimer_Tnp_hAT domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WFL8_ONCMY	-	-	-	-	-	-	GO:0046983
UniRef90_A0A060WMM6	53.4091	88	1	UniRef90_A0A060WMM6 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WMM6_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060WMZ5	52.5424	118	14	UniRef90_A0A060WMZ5 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WMZ5_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060WNK9	71.4286	140	5	UniRef90_A0A060WNK9 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WNK9_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48JWQ@7711|Chordata,49GTA@7742|Vertebrata,4A7S0@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060WPQ1	53.6313	179	5	UniRef90_A0A060WPQ1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WPQ1_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060WPS6	61.7647	102	6	UniRef90_A0A060WPS6 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WPS6_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WRZ2	63.2812	128	9	UniRef90_A0A060WRZ2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WRZ2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WW91	55.2941	85	4	UniRef90_A0A060WW91 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WW91_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WX12	95.5556	90	14	UniRef90_A0A060WX12 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WX12_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060X5Z9	53.4091	88	4	UniRef90_A0A060X5Z9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X5Z9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060X741	50.3356	149	7	UniRef90_A0A060X741 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X741_ONCMY	-	-	-	-	-	-	GO:0016021
UniRef90_A0A060X814	52.4324	185	6	UniRef90_A0A060X814 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X814_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XB66	51.8868	106	1	UniRef90_A0A060XB66 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XB66_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XCK9	54.5455	110	9	UniRef90_A0A060XCK9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XCK9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XDM0	63.871	155	13	UniRef90_A0A060XDM0 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XDM0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XEW7	55.7692	104	1	UniRef90_A0A060XEW7 DDE_3 domain-containing protein n=2 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XEW7_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060XU27	70	80	5	UniRef90_A0A060XU27 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XU27_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XZE4	62.8159	277	23	UniRef90_A0A060XZE4 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XZE4_ONCMY	3C2B0	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3C2B0@33208|Metazoa,3E4PI@33213|Bilateria,48M6I@7711|Chordata,49I3R@7742|Vertebrata	33208|Metazoa	L	-	retrotransposable element Tf2 155 kDa protein type 1-like	GO:0003676,GO:0015074
UniRef90_A0A060Y4B8	95.0617	162	7	UniRef90_A0A060Y4B8 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y4B8_ONCMY	3BTPZ	KOG1075@1|root,KOG4308@1|root,KOG1075@2759|Eukaryota,KOG4308@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060Y4V2	85.3333	75	4	UniRef90_A0A060Y4V2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y4V2_ONCMY	3BHUM	KOG3594@1|root,KOG3594@2759|Eukaryota,39DMX@33154|Opisthokonta,3BHUM@33208|Metazoa,3CUSG@33213|Bilateria,482MZ@7711|Chordata,48YMV@7742|Vertebrata,4A10V@7898|Actinopterygii	33208|Metazoa	S	-	Cadherins are calcium-dependent cell adhesion proteins	-
UniRef90_A0A060Y6N9	67.8322	143	9	UniRef90_A0A060Y6N9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y6N9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Y9Y9	51.0638	94	6	UniRef90_A0A060Y9Y9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y9Y9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YA34	59.7938	97	6	UniRef90_A0A060YA34 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YA34_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YB82	54.1872	203	15	UniRef90_A0A060YB82 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YB82_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YDE1	54.023	87	2	UniRef90_A0A060YDE1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YDE1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YIF8	51.9608	102	8	UniRef90_A0A060YIF8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YIF8_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YJW2	75.3846	65	1	UniRef90_A0A060YJW2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YJW2_ONCMY	3CDFG	2CUQ3@1|root,2RNM8@2759|Eukaryota,3999Y@33154|Opisthokonta,3CDFG@33208|Metazoa,3DUSZ@33213|Bilateria,48N25@7711|Chordata,49J1B@7742|Vertebrata,4A85X@7898|Actinopterygii	33208|Metazoa	S	-	Transposase	-
UniRef90_A0A060YKR2	75.1592	157	45	UniRef90_A0A060YKR2 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YKR2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YRT9	88.4615	52	1	UniRef90_A0A060YRT9 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YRT9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YVN3	56.0209	191	7	UniRef90_A0A060YVN3 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YVN3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YVR0	60.274	146	107	UniRef90_A0A060YVR0 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YVR0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YXM2	57.5107	233	7	UniRef90_A0A060YXM2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YXM2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YY96	62.5731	171	13	UniRef90_A0A060YY96 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YY96_ONCMY	3BIC8	28N8N@1|root,2QUTZ@2759|Eukaryota,39XUZ@33154|Opisthokonta,3BIC8@33208|Metazoa,3D1M8@33213|Bilateria,48DCS@7711|Chordata,49178@7742|Vertebrata,4A57R@7898|Actinopterygii	33208|Metazoa	S	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060YYL9	55.2941	85	1	UniRef90_A0A060YYL9 Uncharacterized protein n=2 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YYL9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Z018	54.8571	175	5	UniRef90_A0A060Z018 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z018_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Z0D0	79.0323	124	6	UniRef90_A0A060Z0D0 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z0D0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Z0E0	70.5882	136	2	UniRef90_A0A060Z0E0 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z0E0_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0015074,GO:0006313
