uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A044RXA6	79.7297	74	12	UniRef90_A0A044RXA6 Uncharacterized protein n=1 Tax=Onchocerca volvulus TaxID=6282 RepID=A0A044RXA6_ONCVO	-	-	-	-	-	-	-
UniRef90_A0A060DH05	61.194	67	6	UniRef90_A0A060DH05 30S ribosomal protein S21 n=30 Tax=Rhodospirillales TaxID=204441 RepID=A0A060DH05_AZOBR	2JU14	COG0828@1|root,COG0828@2|Bacteria,1MZA1@1224|Proteobacteria,2UC58@28211|Alphaproteobacteria,2JU14@204441|Rhodospirillales	204441|Rhodospirillales	J	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	Belongs to the bacterial ribosomal protein bS21 family	-
UniRef90_A0A060W2Q3	71.6216	74	10	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W5Q9	73.5294	68	2	UniRef90_A0A060W5Q9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W5Q9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WAF0	57.037	135	6	UniRef90_A0A060WAF0 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WAF0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WG70	51.7073	205	20	UniRef90_A0A060WG70 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WG70_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WLN5	54.2553	188	4	UniRef90_A0A060WLN5 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WLN5_ONCMY	3B9HF	COG5347@1|root,KOG0521@2759|Eukaryota,38B5T@33154|Opisthokonta,3B9HF@33208|Metazoa,3CS72@33213|Bilateria,484IW@7711|Chordata,48XUV@7742|Vertebrata,49XKW@7898|Actinopterygii	33208|Metazoa	T	GO:0000278,GO:0000281,GO:0000910,GO:0001654,GO:0001745,GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0007049,GO:0007275,GO:0007423,GO:0008047,GO:0008150,GO:0008289,GO:0009653,GO:0009887,GO:0009987,GO:0010324,GO:0016043,GO:0022402,GO:0030234,GO:0030695,GO:0032501,GO:0032502,GO:0032506,GO:0032879,GO:0032880,GO:0033043,GO:0035091,GO:0036090,GO:0043085,GO:0043087,GO:0043167,GO:0043168,GO:0043547,GO:0044093,GO:0044424,GO:0044464,GO:0045177,GO:0048513,GO:0048518,GO:0048592,GO:0048731,GO:0048749,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0051128,GO:0051301,GO:0051336,GO:0051345,GO:0060341,GO:0060589,GO:0061024,GO:0061640,GO:0065007,GO:0065009,GO:0071840,GO:0090596,GO:0098772,GO:0099024,GO:1901981,GO:1902410,GO:1903047,GO:1903358,GO:1903827,GO:1903829,GO:1990386	GTPase activator activity	GO:0005096,GO:0043547
UniRef90_A0A060WMZ5	59.322	118	7	UniRef90_A0A060WMZ5 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WMZ5_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060WN68	68.1159	69	1	UniRef90_A0A060WN68 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WN68_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WNN6	52.7473	91	8	UniRef90_A0A060WNN6 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WNN6_ONCMY	-	-	-	-	-	-	-
