uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A009NBC4	87.931	116	977	UniRef90_A0A009NBC4 Uncharacterized protein n=1 Tax=Acinetobacter sp. 1475718 TaxID=1310652 RepID=A0A009NBC4_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A017SCN2	54.8747	359	7	UniRef90_A0A017SCN2 Fructose-bisphosphate aldolase n=5 Tax=Opisthokonta TaxID=33154 RepID=A0A017SCN2_9EURO	3NVQC	COG0191@1|root,KOG4153@2759|Eukaryota,38EK5@33154|Opisthokonta,3NVQC@4751|Fungi,3QQSN@4890|Ascomycota,20CND@147545|Eurotiomycetes,3S6QK@5042|Eurotiales	4751|Fungi	G	GO:0003674,GO:0003824,GO:0004332,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0005886,GO:0005975,GO:0005996,GO:0006006,GO:0006007,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006735,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009277,GO:0009435,GO:0009605,GO:0009607,GO:0009986,GO:0009987,GO:0016020,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016829,GO:0016830,GO:0016832,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019320,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019674,GO:0019693,GO:0019752,GO:0030312,GO:0030446,GO:0031347,GO:0031349,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035821,GO:0042866,GO:0043167,GO:0043169,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044003,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044403,GO:0044416,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046365,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046872,GO:0046914,GO:0046939,GO:0048518,GO:0048583,GO:0048584,GO:0050789,GO:0050896,GO:0051186,GO:0051188,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052173,GO:0052200,GO:0052251,GO:0052255,GO:0052509,GO:0052510,GO:0055086,GO:0055114,GO:0061615,GO:0061620,GO:0061621,GO:0061718,GO:0065007,GO:0071704,GO:0071944,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0075136,GO:0080134,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	Fructose-BISphosphate ALDOLASE	GO:0004332,GO:0008270,GO:0006096
UniRef90_A0A017SH26	53.7634	93	1	UniRef90_A0A017SH26 ATP synthase subunit e, mitochondrial n=4 Tax=Aspergillus TaxID=5052 RepID=A0A017SH26_9EURO	3P6R0	2E74K@1|root,2SDS3@2759|Eukaryota,3A8V4@33154|Opisthokonta,3P6R0@4751|Fungi,3QZ6V@4890|Ascomycota,20IG0@147545|Eurotiomycetes,3S9WW@5042|Eurotiales	4751|Fungi	S	GO:0000276,GO:0003674,GO:0005198,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005753,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006996,GO:0007005,GO:0007006,GO:0007007,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016021,GO:0016043,GO:0016469,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019866,GO:0022857,GO:0022890,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0033177,GO:0034220,GO:0034641,GO:0034654,GO:0042407,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045259,GO:0045263,GO:0046034,GO:0046390,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0061024,GO:0071704,GO:0071840,GO:0072521,GO:0072522,GO:0090407,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098798,GO:0098800,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600	subunit E	GO:0000276,GO:0015078,GO:0015986
UniRef90_A0A023X066	52.3256	86	4	UniRef90_A0A023X066 Putative membrane protein n=2 Tax=Rubrobacter radiotolerans TaxID=42256 RepID=A0A023X066_9ACTN	-	-	-	-	-	-	GO:0016021,GO:0005886
UniRef90_A0A024ITG1	59.7701	87	4	UniRef90_A0A024ITG1 Accessory factor UbiK family protein n=2 Tax=Agrobacterium tumefaciens complex TaxID=1183400 RepID=A0A024ITG1_RHIRD	2UFEP	COG2960@1|root,COG2960@2|Bacteria,1N725@1224|Proteobacteria,2UFEP@28211|Alphaproteobacteria,4BG13@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	-	protein conserved in bacteria	-
UniRef90_A0A026VUR7	92.3077	52	2	UniRef90_A0A026VUR7 Cytochrome c oxidase polypeptide I (Fragment) n=1 Tax=Ooceraea biroi TaxID=2015173 RepID=A0A026VUR7_OOCBI	-	-	-	-	-	-	GO:0016021,GO:0005743,GO:0004129,GO:0020037,GO:0006119
UniRef90_A0A031LIA7	72.973	74	413	UniRef90_A0A031LIA7 Uncharacterized protein n=1 Tax=Acinetobacter sp. Ver3 TaxID=466088 RepID=A0A031LIA7_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A044RXA6	64.8649	74	3	UniRef90_A0A044RXA6 Uncharacterized protein n=1 Tax=Onchocerca volvulus TaxID=6282 RepID=A0A044RXA6_ONCVO	-	-	-	-	-	-	-
UniRef90_A0A060DH05	77.6119	67	6	UniRef90_A0A060DH05 30S ribosomal protein S21 n=30 Tax=Rhodospirillales TaxID=204441 RepID=A0A060DH05_AZOBR	2JU14	COG0828@1|root,COG0828@2|Bacteria,1MZA1@1224|Proteobacteria,2UC58@28211|Alphaproteobacteria,2JU14@204441|Rhodospirillales	204441|Rhodospirillales	J	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	Belongs to the bacterial ribosomal protein bS21 family	-
UniRef90_A0A060VNE8	66.6667	75	1	UniRef90_A0A060VNE8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VNE8_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
