1	-	Achromobacter_deleyi	UniRef90_A0A0S9S564
8	-	Achromobacter_deleyi	UniRef90_A0A120LI06
4	-	Achromobacter_deleyi	UniRef90_A0A7G7LTQ6
5	-	Achromobacter_deleyi	UniRef90_UPI0018E0EE10
4	-	Achromobacter_denitrificans	UniRef90_A0A1I2DKY5
1	-	Achromobacter_denitrificans	UniRef90_A0A2I8DHG7
2	-	Achromobacter_denitrificans	UniRef90_A0A522GN19
5	-	Achromobacter_denitrificans	UniRef90_UPI0006AC64E9
7	-	Achromobacter_sp._AONIH1	UniRef90_A0A512E0R2
2	-	Achromobacter_sp._AONIH1	UniRef90_UPI001A9A5501
1	-	Achromobacter_spanius	UniRef90_A0A1N7S143
1	-	Achromobacter_spanius	UniRef90_A0A2U0WK67
3	-	Achromobacter_spanius	UniRef90_A0A6G9WD75
3	-	Achromobacter_spanius	UniRef90_UPI0007C75A6E
4	-	Achromobacter_spanius	UniRef90_UPI001B316B77
1	-	Achromobacter_xylosoxidans	UniRef90_A0A0D6IDL9
2	-	Achromobacter_xylosoxidans	UniRef90_A0A4Y1MVG1
1	-	Acidovorax	UniRef90_A0A0J7XVA4
4	-	Acidovorax	UniRef90_A0A1I1ZI27
2	-	Acidovorax	UniRef90_A0A1I2DH60
6	-	Acidovorax	UniRef90_A0A3C2B4D8
2	-	Acidovorax	UniRef90_A0A420KAN3
3	-	Acidovorax	UniRef90_UPI00190F3F56
2	-	Acidovorax_antarcticus	UniRef90_A0A3C2B4D8
2	-	Acidovorax_antarcticus	UniRef90_A0A431J9Y7
6	-	Acidovorax_antarcticus	UniRef90_A0A4V3CV21
1	-	Acidovorax_antarcticus	UniRef90_UPI00190FB1E1
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2DD80
5	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2ESC9
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2F423
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A257GTQ4
8	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A2R4E1S4
3	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A4Q3KBN2
6	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A4Q3T858
2	-	Acidovorax_carolinensis	UniRef90_A0A165LVV1
4	-	Acidovorax_carolinensis	UniRef90_A0A240UCC0
1	-	Acidovorax_carolinensis	UniRef90_A0A258N5U5
2	-	Acidovorax_citrulli	UniRef90_A0A1I2B335
1	-	Acidovorax_monticola	UniRef90_A0A0Q5L646
2	-	Acidovorax_monticola	UniRef90_A0A1H7A0H5
2	-	Acidovorax_monticola	UniRef90_A0A1I2CIA4
2	-	Acidovorax_monticola	UniRef90_A0A1I7FN31
3	-	Acidovorax_sp._1608163	UniRef90_A0A0A1VKK9
8	-	Acidovorax_sp._1608163	UniRef90_A0A0D7KEY2
4	-	Acidovorax_sp._1608163	UniRef90_A0A0Q5L480
8	-	Acidovorax_sp._1608163	UniRef90_A0A1I2EGS4
1	-	Acidovorax_sp._1608163	UniRef90_A0A433BJ95
8	-	Acidovorax_sp._1608163	UniRef90_UPI0003705DA6
2	-	Acidovorax_sp._JMULE5	UniRef90_A0A2G9C5V4
4	-	Acidovorax_sp._KKS102	UniRef90_A0A431JCI3
5	-	Acidovorax_sp._RAC01	UniRef90_A0A0U3F2V1
1	-	Acidovorax_sp._RAC01	UniRef90_A0A165LIP0
1	-	Acidovorax_sp._RAC01	UniRef90_A0A328YPK6
14	-	Bordetella	UniRef90_A0A0K6ISU2
6	-	Bordetella	UniRef90_A0A2G8D2G9
1	-	Bordetella	UniRef90_A0A4P8JSN4
4	-	Bordetella_avium	UniRef90_A0A418VYW7
4	-	Bordetella_avium	UniRef90_A0A537SIN5
5	-	Bordetella_bronchiseptica	UniRef90_A0A7C6PHZ4
2	-	Bordetella_sp._N	UniRef90_A0A4D7DHQ8
2	-	Bordetella_trematum	UniRef90_A0A3G2HSK3
4	-	Bosea_sp._ANAM02	UniRef90_A0A085FVP7
2	-	Bosea_sp._ANAM02	UniRef90_A0A0Q3PQQ5
3	-	Bosea_sp._AS-1	UniRef90_A0A430DIM3
2	-	Bosea_sp._AS-1	UniRef90_A0A430DR08
2	-	Bosea_sp._AS-1	UniRef90_G9AI47
4	-	Bosea_sp._AS-1	UniRef90_UPI00069103DA
2	-	Bosea_sp._F3-2	UniRef90_A0A1N6S3W8
4	-	Bosea_sp._F3-2	UniRef90_A0A5C1AUI6
1	-	Bosea_sp._RAC05	UniRef90_A0A085EXE0
2	-	Bosea_sp._RAC05	UniRef90_A0A430DT78
1	-	Bosea_sp._Tri-49	UniRef90_A0A4Q1TDN6
6	-	Bosea_sp._Tri-49	UniRef90_A0A4Q3J5U7
2	-	Bosea_sp._Tri-49	UniRef90_A0A654A1J3
2	-	Bosea_sp._Tri-49	UniRef90_UPI000C30F5EE
4	-	Bosea_sp._Tri-49	UniRef90_UPI001912F78E
2	-	Bosea_vaviloviae	UniRef90_A0A0J6SBN7
2	-	Bosea_vaviloviae	UniRef90_A0A2W1CNG1
4	-	Bosea_vaviloviae	UniRef90_A0A3S2RDS6
4	-	Bradyrhizobium	UniRef90_A0A150UKH7
2	-	Bradyrhizobium	UniRef90_A0A1G6HNP7
2	-	Bradyrhizobium	UniRef90_A0A258I2I5
2	-	Bradyrhizobium	UniRef90_A0A2G5QPZ6
2	-	Bradyrhizobium	UniRef90_A0A2H9V8A6
3	-	Bradyrhizobium	UniRef90_A0A2T2PU57
2	-	Bradyrhizobium	UniRef90_A0A2U8QHQ6
15	-	Bradyrhizobium	UniRef90_A0A430DHL1
2	-	Bradyrhizobium	UniRef90_A0A431R5T6
2	-	Bradyrhizobium	UniRef90_A0A4Q0RH73
1	-	Bradyrhizobium	UniRef90_A0A4Q8R0Y4
1	-	Bradyrhizobium	UniRef90_A0A519EQ31
1	-	Bradyrhizobium	UniRef90_A0A522A996
2	-	Bradyrhizobium	UniRef90_A0A7H0LEJ9
4	-	Bradyrhizobium	UniRef90_I2QMG5
4	-	Bradyrhizobium	UniRef90_I2QRJ1
4	-	Bradyrhizobium	UniRef90_Q89HR9
2	-	Bradyrhizobium	UniRef90_U2YK41
5	-	Bradyrhizobium	UniRef90_UPI00109D98D2
2	-	Bradyrhizobium	UniRef90_UPI00112DBE17
4	-	Bradyrhizobium	UniRef90_UPI00131C8911
4	-	Bradyrhizobium_arachidis	UniRef90_A0A430DGY5
4	-	Bradyrhizobium_betae	UniRef90_A0A0R3DDE3
2	-	Bradyrhizobium_betae	UniRef90_A0A0V0Q5Q9
4	-	Bradyrhizobium_betae	UniRef90_A0A1I3L727
1	-	Bradyrhizobium_betae	UniRef90_A0A257PC54
1	-	Bradyrhizobium_betae	UniRef90_A0A2N8BRW1
2	-	Bradyrhizobium_betae	UniRef90_UPI00068F2F49
2	-	Bradyrhizobium_betae	UniRef90_UPI0010F95C3D
8	-	Bradyrhizobium_canariense	UniRef90_A0A1H0JCF7
4	-	Bradyrhizobium_cosmicum	UniRef90_A0A1I4SMH3
1	-	Bradyrhizobium_cosmicum	UniRef90_A0A2T2PTA5
2	-	Bradyrhizobium_cosmicum	UniRef90_A0A430DNJ3
2	-	Bradyrhizobium_cosmicum	UniRef90_A0A516J9E1
1	-	Bradyrhizobium_cosmicum	UniRef90_A0A6P1RC07
1	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A0R3DDE3
1	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A1I3L727
8	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A1N6L9U6
8	-	Bradyrhizobium_diazoefficiens	UniRef90_UPI000550645A
1	-	Bradyrhizobium_erythrophlei	UniRef90_A0A0Q7T8S6
1	-	Bradyrhizobium_erythrophlei	UniRef90_A0A1B9NDC7
4	-	Bradyrhizobium_erythrophlei	UniRef90_A0A1W9ID03
1	-	Bradyrhizobium_erythrophlei	UniRef90_A0A431R5T6
1	-	Bradyrhizobium_erythrophlei	UniRef90_A0A4Q0RH73
4	-	Bradyrhizobium_genosp._B	UniRef90_A0A437MAK4
5	-	Bradyrhizobium_genosp._L	UniRef90_A0A0S9CHJ3
2	-	Bradyrhizobium_guangxiense	UniRef90_A0A4Q2J1Y4
1	-	Bradyrhizobium_icense	UniRef90_A0A4Q8R0Y4
4	-	Bradyrhizobium_japonicum	UniRef90_A0A7T8MFM7
1	-	Bradyrhizobium_lablabi	UniRef90_A0A519YKA3
1	-	Bradyrhizobium_lablabi	UniRef90_UPI001952E90B
1	-	Bradyrhizobium_oligotrophicum_S58	UniRef90_A0A099FFY8
1	-	Bradyrhizobium_oligotrophicum_S58	UniRef90_A0A1W6CXE4
4	-	Bradyrhizobium_oligotrophicum_S58	UniRef90_A0A2U8Q4V9
1	-	Bradyrhizobium_oligotrophicum_S58	UniRef90_H0TRA0
6	-	Bradyrhizobium_sp._1(2017)	UniRef90_A0A512DM65
3	-	Bradyrhizobium_sp._6(2017)	UniRef90_A0A1M6ALD3
1	-	Bradyrhizobium_sp._6(2017)	UniRef90_A0A2W4YRM2
1	-	Bradyrhizobium_sp._CCBAU_051011	UniRef90_A0A537QX82
2	-	Bradyrhizobium_sp._CCBAU_51765	UniRef90_A0A2U3Q2X1
2	-	Bradyrhizobium_sp._CCBAU_53338	UniRef90_A0A1C3WUB8
1	-	Bradyrhizobium_sp._CCBAU_53338	UniRef90_A0A431R5T6
1	-	Bradyrhizobium_sp._CCBAU_53338	UniRef90_A0A5P6P6M7
6	-	Bradyrhizobium_sp._CCBAU_53340	UniRef90_A0A1W9I6J7
3	-	Bradyrhizobium_sp._CCBAU_53340	UniRef90_M4Z1G3
2	-	Bradyrhizobium_sp._CCBAU_53351	UniRef90_A0A370R7V4
2	-	Bradyrhizobium_sp._CCBAU_53351	UniRef90_UPI00135A4D20
3	-	Bradyrhizobium_sp._CCBAU_53421	UniRef90_A0A2U8PSN1
4	-	Bradyrhizobium_sp._CCBAU_53421	UniRef90_A0A4Y3ZME7
4	-	Bradyrhizobium_sp._CCBAU_53421	UniRef90_UPI00040549AB
