uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A023HKH9	75.8065	62	1	UniRef90_A0A023HKH9 Actin (Fragment) n=2 Tax=Diaporthe rudis TaxID=1469661 RepID=A0A023HKH9_9PEZI	3NWC7	COG5277@1|root,KOG0676@2759|Eukaryota,38C0D@33154|Opisthokonta,3NWC7@4751|Fungi,3QK5Q@4890|Ascomycota,2128E@147550|Sordariomycetes,3TG2Y@5125|Hypocreales,1FQDB@110618|Nectriaceae	4751|Fungi	Z	GO:0000001,GO:0000003,GO:0000011,GO:0000123,GO:0000132,GO:0000142,GO:0000166,GO:0000226,GO:0000228,GO:0000278,GO:0000281,GO:0000785,GO:0000790,GO:0000812,GO:0000910,GO:0000912,GO:0000915,GO:0000916,GO:0001300,GO:0001411,GO:0002790,GO:0003006,GO:0003674,GO:0003824,GO:0004402,GO:0005198,GO:0005200,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005628,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005826,GO:0005829,GO:0005856,GO:0005884,GO:0005933,GO:0005935,GO:0005937,GO:0005938,GO:0006139,GO:0006259,GO:0006281,GO:0006325,GO:0006338,GO:0006464,GO:0006473,GO:0006475,GO:0006725,GO:0006807,GO:0006810,GO:0006887,GO:0006897,GO:0006928,GO:0006950,GO:0006974,GO:0006979,GO:0006996,GO:0007005,GO:0007010,GO:0007017,GO:0007033,GO:0007049,GO:0007114,GO:0007117,GO:0007119,GO:0007163,GO:0007568,GO:0007569,GO:0008080,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0008360,GO:0009272,GO:0009306,GO:0009653,GO:0009987,GO:0010927,GO:0015031,GO:0015629,GO:0015833,GO:0016020,GO:0016043,GO:0016192,GO:0016407,GO:0016410,GO:0016569,GO:0016570,GO:0016573,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019538,GO:0019953,GO:0019954,GO:0022402,GO:0022413,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0030010,GO:0030029,GO:0030036,GO:0030048,GO:0030050,GO:0030154,GO:0030427,GO:0030435,GO:0030437,GO:0030476,GO:0030479,GO:0030554,GO:0030705,GO:0030863,GO:0030864,GO:0030865,GO:0030866,GO:0031011,GO:0031032,GO:0031248,GO:0031505,GO:0031974,GO:0031981,GO:0032153,GO:0032155,GO:0032432,GO:0032502,GO:0032505,GO:0032506,GO:0032553,GO:0032555,GO:0032559,GO:0032940,GO:0032989,GO:0032991,GO:0033036,GO:0033202,GO:0033554,GO:0034212,GO:0034293,GO:0034599,GO:0034641,GO:0034728,GO:0035267,GO:0035639,GO:0036094,GO:0036211,GO:0036213,GO:0040001,GO:0040007,GO:0042221,GO:0042244,GO:0042546,GO:0042763,GO:0042764,GO:0042802,GO:0042886,GO:0042995,GO:0043044,GO:0043167,GO:0043168,GO:0043170,GO:0043189,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043332,GO:0043412,GO:0043486,GO:0043543,GO:0043933,GO:0043934,GO:0043935,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044451,GO:0044454,GO:0044463,GO:0044464,GO:0044703,GO:0044837,GO:0045184,GO:0045229,GO:0046483,GO:0046903,GO:0046907,GO:0048308,GO:0048311,GO:0048468,GO:0048471,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051179,GO:0051234,GO:0051276,GO:0051286,GO:0051293,GO:0051294,GO:0051301,GO:0051321,GO:0051640,GO:0051641,GO:0051646,GO:0051648,GO:0051649,GO:0051650,GO:0051653,GO:0051656,GO:0051704,GO:0051716,GO:0060303,GO:0061640,GO:0061645,GO:0061733,GO:0065007,GO:0065008,GO:0070013,GO:0070590,GO:0070591,GO:0070603,GO:0070726,GO:0070887,GO:0070938,GO:0071554,GO:0071555,GO:0071702,GO:0071704,GO:0071705,GO:0071824,GO:0071840,GO:0071852,GO:0071940,GO:0071944,GO:0071963,GO:0090304,GO:0097159,GO:0097346,GO:0097367,GO:0098657,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0099515,GO:0099518,GO:0099568,GO:0110085,GO:0120025,GO:0120038,GO:0120104,GO:0120105,GO:0120106,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1902407,GO:1902410,GO:1902493,GO:1902494,GO:1902562,GO:1902850,GO:1903046,GO:1903047,GO:1903475,GO:1904949,GO:1990234	Belongs to the actin family	-
UniRef90_A0A060VS97	75.5556	135	6	UniRef90_A0A060VS97 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VS97_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VUB7	51.087	92	1	UniRef90_A0A060VUB7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VUB7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W2Q3	79.7297	74	8	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W3Y5	79.6296	54	1	UniRef90_A0A060W3Y5 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W3Y5_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060W5Q9	67.6471	68	2	UniRef90_A0A060W5Q9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W5Q9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W9G7	61.25	80	3	UniRef90_A0A060W9G7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W9G7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WG70	60.9756	205	4	UniRef90_A0A060WG70 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WG70_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WIE2	68.8679	106	15	UniRef90_A0A060WIE2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WIE2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WKM9	60.5634	71	1	UniRef90_A0A060WKM9 DDE_3 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WKM9_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060WMZ5	50.8475	118	31	UniRef90_A0A060WMZ5 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WMZ5_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060WN58	83.3333	102	6	UniRef90_A0A060WN58 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WN58_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WNK9	54.2857	140	15	UniRef90_A0A060WNK9 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WNK9_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48JWQ@7711|Chordata,49GTA@7742|Vertebrata,4A7S0@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060WQE2	55.4217	83	1	UniRef90_A0A060WQE2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WQE2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WRZ2	51.5625	128	6	UniRef90_A0A060WRZ2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WRZ2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WX12	87.7778	90	13	UniRef90_A0A060WX12 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WX12_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060X0Y8	53.7634	93	1	UniRef90_A0A060X0Y8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X0Y8_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060X6A7	56.4516	124	2	UniRef90_A0A060X6A7 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X6A7_ONCMY	3ACG2	2E78S@1|root,2SDVT@2759|Eukaryota,3ACG2@33154|Opisthokonta	33154|Opisthokonta	-	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060X9L7	54.4828	145	12	UniRef90_A0A060X9L7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X9L7_ONCMY	-	-	-	-	-	-	GO:0005923,GO:0016021,GO:0005198
UniRef90_A0A060XCK9	51.8182	110	5	UniRef90_A0A060XCK9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XCK9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XCY8	58.7786	131	16	UniRef90_A0A060XCY8 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XCY8_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XEZ9	50.5618	89	3	UniRef90_A0A060XEZ9 DDE_3 domain-containing protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XEZ9_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060XGI4	81.6667	60	2	UniRef90_A0A060XGI4 DDE_3 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XGI4_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060XHZ3	64.8148	108	4	UniRef90_A0A060XHZ3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XHZ3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XIV8	73.913	138	5	UniRef90_A0A060XIV8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XIV8_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XJH1	68.8073	109	11	UniRef90_A0A060XJH1 DUF1891 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XJH1_ONCMY	-	-	-	-	-	-	GO:0016706,GO:0008168
UniRef90_A0A060XNE6	54.4218	147	28	UniRef90_A0A060XNE6 DDE_3 domain-containing protein n=2 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XNE6_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060XT35	55.5556	126	4	UniRef90_A0A060XT35 DDE_3 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XT35_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060Y0W4	55.0562	89	2	UniRef90_A0A060Y0W4 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y0W4_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Y4V2	90.6667	75	5	UniRef90_A0A060Y4V2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y4V2_ONCMY	3BHUM	KOG3594@1|root,KOG3594@2759|Eukaryota,39DMX@33154|Opisthokonta,3BHUM@33208|Metazoa,3CUSG@33213|Bilateria,482MZ@7711|Chordata,48YMV@7742|Vertebrata,4A10V@7898|Actinopterygii	33208|Metazoa	S	-	Cadherins are calcium-dependent cell adhesion proteins	-
UniRef90_A0A060Y553	57	100	4	UniRef90_A0A060Y553 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y553_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Y6N9	67.8322	143	12	UniRef90_A0A060Y6N9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y6N9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Y7Q2	62.5	136	2	UniRef90_A0A060Y7Q2 DUF1891 domain-containing protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y7Q2_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	GO:0016706,GO:0008168
UniRef90_A0A060Y7Q4	55.4656	247	14	UniRef90_A0A060Y7Q4 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y7Q4_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Y9N0	85	60	1	UniRef90_A0A060Y9N0 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y9N0_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060Y9X7	52.568	331	13	UniRef90_A0A060Y9X7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y9X7_ONCMY	3BA5H	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3E5BZ@33213|Bilateria,48QR2@7711|Chordata,49MAS@7742|Vertebrata,4A2QN@7898|Actinopterygii	33208|Metazoa	L	-	K02A2.6-like	-
UniRef90_A0A060Y9Y9	53.1915	94	5	UniRef90_A0A060Y9Y9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y9Y9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YB82	61.0837	203	17	UniRef90_A0A060YB82 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YB82_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YEW4	66.6667	165	4	UniRef90_A0A060YEW4 DUF1891 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YEW4_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	GO:0016706,GO:0008168
UniRef90_A0A060YJC4	54.5455	88	1	UniRef90_A0A060YJC4 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YJC4_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060YKR2	58.5987	157	7	UniRef90_A0A060YKR2 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YKR2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YLT3	51.5982	219	19	UniRef90_A0A060YLT3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YLT3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YMJ8	55.2632	114	8	UniRef90_A0A060YMJ8 DUF1891 domain-containing protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YMJ8_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	GO:0016706,GO:0008168
UniRef90_A0A060YRT9	90.3846	52	12	UniRef90_A0A060YRT9 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YRT9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YSQ7	50.7853	191	5	UniRef90_A0A060YSQ7 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YSQ7_ONCMY	3BIC8	28N8N@1|root,2QUTZ@2759|Eukaryota,39XUZ@33154|Opisthokonta,3BIC8@33208|Metazoa,3D1M8@33213|Bilateria,48DCS@7711|Chordata,49178@7742|Vertebrata,4A57R@7898|Actinopterygii	33208|Metazoa	S	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060YUK6	55.0781	256	48	UniRef90_A0A060YUK6 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YUK6_ONCMY	3BA5H	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3E5BZ@33213|Bilateria,48QR2@7711|Chordata,49MAS@7742|Vertebrata,4A2QN@7898|Actinopterygii	33208|Metazoa	L	-	K02A2.6-like	-
UniRef90_A0A060YVN3	79.5812	191	18	UniRef90_A0A060YVN3 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YVN3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YVR0	67.8082	146	136	UniRef90_A0A060YVR0 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YVR0_ONCMY	-	-	-	-	-	-	-
