uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A059RUV4	60.4938	81	1	UniRef90_A0A059RUV4 NADH-ubiquinone oxidoreductase chain 3 (Fragment) n=1 Tax=Homo sapiens TaxID=9606 RepID=A0A059RUV4_HUMAN	-	-	-	-	-	-	GO:0016021,GO:0031966,GO:0070469,GO:0008137
UniRef90_A0A060VS97	74.8148	135	8	UniRef90_A0A060VS97 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VS97_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VTL1	89.5522	67	3	UniRef90_A0A060VTL1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VTL1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VZC6	51.0638	94	1	UniRef90_A0A060VZC6 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VZC6_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060VZK1	51.5873	126	6	UniRef90_A0A060VZK1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VZK1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W2Q3	79.7297	74	11	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W5Q9	73.5294	68	2	UniRef90_A0A060W5Q9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W5Q9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W6K3	62.6667	75	1	UniRef90_A0A060W6K3 Vitellogenin domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W6K3_ONCMY	-	-	-	-	-	-	GO:0005319
UniRef90_A0A060W828	79.3103	58	2	UniRef90_A0A060W828 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W828_ONCMY	-	-	-	-	-	-	GO:0016021,GO:0003676
UniRef90_A0A060WG70	50.2439	205	5	UniRef90_A0A060WG70 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WG70_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WPS6	54.902	102	2	UniRef90_A0A060WPS6 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WPS6_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WQE2	54.2169	83	2	UniRef90_A0A060WQE2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WQE2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WUX0	53.1915	188	4	UniRef90_A0A060WUX0 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WUX0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WX12	97.7778	90	7	UniRef90_A0A060WX12 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WX12_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060X741	51.6779	149	11	UniRef90_A0A060X741 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X741_ONCMY	-	-	-	-	-	-	GO:0016021
UniRef90_A0A060X9T5	50	100	5	UniRef90_A0A060X9T5 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X9T5_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XBZ1	71.2121	66	4	UniRef90_A0A060XBZ1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XBZ1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XC94	65.7895	76	1	UniRef90_A0A060XC94 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XC94_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XEX0	57.5	80	1	UniRef90_A0A060XEX0 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XEX0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XYE4	62.1212	132	11	UniRef90_A0A060XYE4 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XYE4_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060XZE4	68.231	277	11	UniRef90_A0A060XZE4 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XZE4_ONCMY	3C2B0	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3C2B0@33208|Metazoa,3E4PI@33213|Bilateria,48M6I@7711|Chordata,49I3R@7742|Vertebrata	33208|Metazoa	L	-	retrotransposable element Tf2 155 kDa protein type 1-like	GO:0003676,GO:0015074
UniRef90_A0A060Y298	59.375	160	2	UniRef90_A0A060Y298 Ion_trans_N domain-containing protein n=2 Tax=Salmoninae TaxID=504568 RepID=A0A060Y298_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Y4V2	66.6667	75	1	UniRef90_A0A060Y4V2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y4V2_ONCMY	3BHUM	KOG3594@1|root,KOG3594@2759|Eukaryota,39DMX@33154|Opisthokonta,3BHUM@33208|Metazoa,3CUSG@33213|Bilateria,482MZ@7711|Chordata,48YMV@7742|Vertebrata,4A10V@7898|Actinopterygii	33208|Metazoa	S	-	Cadherins are calcium-dependent cell adhesion proteins	-
UniRef90_A0A060Y553	71	100	4	UniRef90_A0A060Y553 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y553_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Y7N0	69.5652	69	1	UniRef90_A0A060Y7N0 DUF1891 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y7N0_ONCMY	-	-	-	-	-	-	GO:0016706,GO:0008168
UniRef90_A0A060Y9Y9	52.1277	94	1	UniRef90_A0A060Y9Y9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Y9Y9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YA34	50.5155	97	8	UniRef90_A0A060YA34 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YA34_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YB76	54.4444	90	1	UniRef90_A0A060YB76 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YB76_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060YDE1	57.4713	87	4	UniRef90_A0A060YDE1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YDE1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YEW4	60	165	3	UniRef90_A0A060YEW4 DUF1891 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YEW4_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	GO:0016706,GO:0008168
UniRef90_A0A060YFA5	69.3396	212	10	UniRef90_A0A060YFA5 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YFA5_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YI66	59.6774	124	2	UniRef90_A0A060YI66 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YI66_ONCMY	-	-	-	-	-	-	GO:0016021
UniRef90_A0A060YI70	57.2327	159	6	UniRef90_A0A060YI70 zf-RVT domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YI70_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YIH2	56.7568	111	3	UniRef90_A0A060YIH2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YIH2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YJW2	72.3077	65	1	UniRef90_A0A060YJW2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YJW2_ONCMY	3CDFG	2CUQ3@1|root,2RNM8@2759|Eukaryota,3999Y@33154|Opisthokonta,3CDFG@33208|Metazoa,3DUSZ@33213|Bilateria,48N25@7711|Chordata,49J1B@7742|Vertebrata,4A85X@7898|Actinopterygii	33208|Metazoa	S	-	Transposase	-
UniRef90_A0A060YKR2	71.9745	157	28	UniRef90_A0A060YKR2 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YKR2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YUK6	53.125	256	10	UniRef90_A0A060YUK6 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YUK6_ONCMY	3BA5H	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3E5BZ@33213|Bilateria,48QR2@7711|Chordata,49MAS@7742|Vertebrata,4A2QN@7898|Actinopterygii	33208|Metazoa	L	-	K02A2.6-like	-
UniRef90_A0A060YVE4	50.9615	104	1	UniRef90_A0A060YVE4 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YVE4_ONCMY	3BIC8	28N8N@1|root,2QUTZ@2759|Eukaryota,39XUZ@33154|Opisthokonta,3BIC8@33208|Metazoa,3D1M8@33213|Bilateria,48DCS@7711|Chordata,49178@7742|Vertebrata,4A57R@7898|Actinopterygii	33208|Metazoa	S	-	-	GO:0003676
UniRef90_A0A060YVN3	61.7801	191	5	UniRef90_A0A060YVN3 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YVN3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YVR0	60.9589	146	57	UniRef90_A0A060YVR0 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YVR0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060YYL9	78.8235	85	9	UniRef90_A0A060YYL9 Uncharacterized protein n=2 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YYL9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Z0W9	61.1111	126	7	UniRef90_A0A060Z0W9 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z0W9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Z145	70.1493	67	2	UniRef90_A0A060Z145 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z145_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Z3Y7	81.5385	65	6	UniRef90_A0A060Z3Y7 Uncharacterized protein n=2 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z3Y7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Z4P7	57.4713	87	2	UniRef90_A0A060Z4P7 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z4P7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Z4X6	76.5101	149	13	UniRef90_A0A060Z4X6 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z4X6_ONCMY	3CDFG	2CUQ3@1|root,2RNM8@2759|Eukaryota,3999Y@33154|Opisthokonta,3CDFG@33208|Metazoa,3DUSZ@33213|Bilateria,48N25@7711|Chordata,49J1B@7742|Vertebrata,4A85X@7898|Actinopterygii	33208|Metazoa	S	-	Transposase	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060Z5G0	95.0495	101	8	UniRef90_A0A060Z5G0 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z5G0_ONCMY	3BXZV	KOG1075@1|root,KOG1075@2759|Eukaryota,3AGM0@33154|Opisthokonta,3BXZV@33208|Metazoa,3E4GN@33213|Bilateria	33208|Metazoa	S	-	Ribonuclease H protein	-
UniRef90_A0A060Z6N5	90.566	106	6	UniRef90_A0A060Z6N5 Uncharacterized protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z6N5_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060Z6X3	54.3689	206	8	UniRef90_A0A060Z6X3 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z6X3_ONCMY	3CDFG	2CUQ3@1|root,2RNM8@2759|Eukaryota,3999Y@33154|Opisthokonta,3CDFG@33208|Metazoa,3DUSZ@33213|Bilateria,48N25@7711|Chordata,49J1B@7742|Vertebrata,4A85X@7898|Actinopterygii	33208|Metazoa	S	-	Transposase	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060Z839	66.2338	77	1	UniRef90_A0A060Z839 DDE_3 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z839_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060Z8G2	87.3595	356	27	UniRef90_A0A060Z8G2 Integrase catalytic domain-containing protein (Fragment) n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060Z8G2_ONCMY	3BA5H	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3E5BZ@33213|Bilateria,48QR2@7711|Chordata,49MAS@7742|Vertebrata,4A2QN@7898|Actinopterygii	33208|Metazoa	L	-	K02A2.6-like	GO:0003676,GO:0015074
