uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A009RTJ2	51.0204	98	12	UniRef90_A0A009RTJ2 FtsK_4TM domain-containing protein (Fragment) n=1 Tax=Acinetobacter baumannii 99063 TaxID=1310630 RepID=A0A009RTJ2_ACIBA	1RM9A	COG1674@1|root,COG1674@2|Bacteria,1MVPI@1224|Proteobacteria,1RM9A@1236|Gammaproteobacteria,3NJRI@468|Moraxellaceae	1236|Gammaproteobacteria	D	GO:0000166,GO:0000920,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006355,GO:0006950,GO:0006970,GO:0007049,GO:0007059,GO:0008094,GO:0008144,GO:0008150,GO:0009628,GO:0009651,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0015616,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0030554,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032553,GO:0032555,GO:0032559,GO:0033676,GO:0035639,GO:0036094,GO:0042221,GO:0042623,GO:0042802,GO:0043085,GO:0043167,GO:0043168,GO:0043565,GO:0044093,GO:0044425,GO:0044459,GO:0044464,GO:0045893,GO:0045935,GO:0046677,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051301,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0070887,GO:0071236,GO:0071944,GO:0080090,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	COG1674 DNA segregation ATPase FtsK SpoIIIE and related proteins	GO:0016021,GO:0005886
UniRef90_A0A031JIV7	66.2162	74	3	UniRef90_A0A031JIV7 Uncharacterized protein n=7 Tax=Sphingomonadaceae TaxID=41297 RepID=A0A031JIV7_9SPHN	2K6VT	2AD9N@1|root,30QWZ@2|Bacteria,1NJMA@1224|Proteobacteria,2UN3Y@28211|Alphaproteobacteria,2K6VT@204457|Sphingomonadales	204457|Sphingomonadales	-	-	-	-
UniRef90_A0A031LIA7	62.1622	74	1	UniRef90_A0A031LIA7 Uncharacterized protein n=1 Tax=Acinetobacter sp. Ver3 TaxID=466088 RepID=A0A031LIA7_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A060CAZ6	54.3478	92	7	UniRef90_A0A060CAZ6 CAZy families GH1 protein (Fragment) n=2 Tax=Enterobacteriaceae TaxID=543 RepID=A0A060CAZ6_9ENTR	1RMM2	COG2723@1|root,COG2723@2|Bacteria,1MWG6@1224|Proteobacteria,1RMM2@1236|Gammaproteobacteria,3X5I3@551|Erwinia	1236|Gammaproteobacteria	G	-	Belongs to the glycosyl hydrolase 1 family	GO:0016021
UniRef90_A0A060VS97	65.9259	135	10	UniRef90_A0A060VS97 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VS97_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VX11	58.6667	150	2	UniRef90_A0A060VX11 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VX11_ONCMY	3BIC8	28N8N@1|root,2QUTZ@2759|Eukaryota,39XUZ@33154|Opisthokonta,3BIC8@33208|Metazoa,3D1M8@33213|Bilateria,48DCS@7711|Chordata,49178@7742|Vertebrata,4A57R@7898|Actinopterygii	33208|Metazoa	S	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060VZK1	58.7302	126	8	UniRef90_A0A060VZK1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VZK1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W211	63.4783	115	6	UniRef90_A0A060W211 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W211_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060W5Q9	72.0588	68	1	UniRef90_A0A060W5Q9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W5Q9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W9G7	63.75	80	10	UniRef90_A0A060W9G7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W9G7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WE40	55.6818	88	9	UniRef90_A0A060WE40 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WE40_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WG64	71.6981	212	14	UniRef90_A0A060WG64 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WG64_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WG70	77.0732	205	25	UniRef90_A0A060WG70 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WG70_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WLN5	56.383	188	13	UniRef90_A0A060WLN5 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WLN5_ONCMY	3B9HF	COG5347@1|root,KOG0521@2759|Eukaryota,38B5T@33154|Opisthokonta,3B9HF@33208|Metazoa,3CS72@33213|Bilateria,484IW@7711|Chordata,48XUV@7742|Vertebrata,49XKW@7898|Actinopterygii	33208|Metazoa	T	GO:0000278,GO:0000281,GO:0000910,GO:0001654,GO:0001745,GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0007049,GO:0007275,GO:0007423,GO:0008047,GO:0008150,GO:0008289,GO:0009653,GO:0009887,GO:0009987,GO:0010324,GO:0016043,GO:0022402,GO:0030234,GO:0030695,GO:0032501,GO:0032502,GO:0032506,GO:0032879,GO:0032880,GO:0033043,GO:0035091,GO:0036090,GO:0043085,GO:0043087,GO:0043167,GO:0043168,GO:0043547,GO:0044093,GO:0044424,GO:0044464,GO:0045177,GO:0048513,GO:0048518,GO:0048592,GO:0048731,GO:0048749,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0051128,GO:0051301,GO:0051336,GO:0051345,GO:0060341,GO:0060589,GO:0061024,GO:0061640,GO:0065007,GO:0065009,GO:0071840,GO:0090596,GO:0098772,GO:0099024,GO:1901981,GO:1902410,GO:1903047,GO:1903358,GO:1903827,GO:1903829,GO:1990386	GTPase activator activity	GO:0005096,GO:0043547
UniRef90_A0A060WLV8	55.5046	218	8	UniRef90_A0A060WLV8 DDE_3 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WLV8_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060WMM6	53.4091	88	5	UniRef90_A0A060WMM6 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WMM6_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060WMZ5	62.7119	118	13	UniRef90_A0A060WMZ5 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WMZ5_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060WN58	80.3922	102	26	UniRef90_A0A060WN58 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WN58_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WPD8	56.6265	83	5	UniRef90_A0A060WPD8 VWFA domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WPD8_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WPS6	83.3333	102	9	UniRef90_A0A060WPS6 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WPS6_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WRZ2	59.375	128	21	UniRef90_A0A060WRZ2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WRZ2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WUT9	57.8947	76	2	UniRef90_A0A060WUT9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WUT9_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060WX12	96.6667	90	24	UniRef90_A0A060WX12 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WX12_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
