3	-	'Nostoc_azollae'_0708	UniRef90_A0A6P0LV96
3	-	'Nostoc_azollae'_0708	UniRef90_K9T405
2	-	Acetobacter_aceti	UniRef90_A0A0U3AH68
3	-	Acetobacter_aceti	UniRef90_W9HD35
1	-	Acetobacteraceae	UniRef90_A0A1Q3UYG5
4	-	Acetobacteraceae	UniRef90_W9H3M7
1	-	Achromobacter	UniRef90_A0A0Q4RBZ6
1	-	Achromobacter_deleyi	UniRef90_A0A0X8NY70
5	-	Achromobacter_denitrificans	UniRef90_UPI00135CDED5
2	-	Achromobacter_insolitus	UniRef90_UPI000CEB5469
4	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DKP0
2	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DMZ1
2	-	Achromobacter_sp._AONIH1	UniRef90_A0A4R6R844
10	-	Achromobacter_xylosoxidans	UniRef90_A0A0X8P359
1	-	Achromobacter_xylosoxidans	UniRef90_A0A4U8Z5A4
1	-	Achromobacter_xylosoxidans	UniRef90_UPI0003FBD32C
6	-	Acidaminococcus_intestini	UniRef90_G4Q5W0
2	-	Acidiphilium	UniRef90_A0A212QWE3
2	-	Acidiphilium	UniRef90_A0A377AZL4
4	-	Acidiphilium	UniRef90_A0A6J4JN07
4	-	Acidiphilium_multivorum_AIU301	UniRef90_A0A1S3NRV1
1	-	Acidithiobacillus_caldus	UniRef90_A0A4Q3UXF6
1	-	Acidithiobacillus_caldus	UniRef90_A0A4Q7T3N3
2	-	Acidithiobacillus_ferrivorans_SS3	UniRef90_UPI0011835081
3	-	Acidobacteriaceae	UniRef90_UPI0004E15E91
4	-	Acidovorax	UniRef90_A0A0Q5LHF9
3	-	Acidovorax	UniRef90_A0A1H0T941
3	-	Acidovorax	UniRef90_A0A1I2BU63
4	-	Acidovorax	UniRef90_A0A1I2HMB4
3	-	Acidovorax	UniRef90_J0KKL2
1	-	Acidovorax_antarcticus	UniRef90_A0A6G8CKH1
3	-	Acidovorax_antarcticus	UniRef90_A0A6N1WYW2
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A0Q5M186
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1G7D2T1
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I1ZVZ9
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2HGG7
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A328ZEN8
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_C6BNA7
6	-	Acidovorax_avenae_subsp._avenae	UniRef90_J0KKL2
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_UPI00111CE842
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_UPI0015611598
1	-	Acidovorax_carolinensis	UniRef90_A0A1H4BZM1
1	-	Acidovorax_carolinensis	UniRef90_A0A240U6R5
1	-	Acidovorax_carolinensis	UniRef90_A0A3C0KGK9
2	-	Acidovorax_carolinensis	UniRef90_A0A426VAB6
2	-	Acidovorax_cattleyae	UniRef90_A0A0Q5M252
8	-	Acidovorax_cattleyae	UniRef90_A0A1I1ZVZ9
1	-	Acidovorax_cattleyae	UniRef90_A0A1I2DF69
1	-	Acidovorax_cattleyae	UniRef90_A0A3D3D3T7
1	-	Acidovorax_citrulli	UniRef90_A0A4Q3PXV6
2	-	Acidovorax_ebreus_TPSY	UniRef90_B9MGR5
14	-	Acidovorax_monticola	UniRef90_A0A1I1ZSV6
7	-	Acidovorax_monticola	UniRef90_A0A1I2BQ49
2	-	Acidovorax_monticola	UniRef90_A0A1I2HL14
7	-	Acidovorax_monticola	UniRef90_A0A4Q3PGI6
2	-	Acidovorax_monticola	UniRef90_A0A7Z6X8S3
1	-	Acidovorax_monticola	UniRef90_J0KKL2
1	-	Acidovorax_sp._1608163	UniRef90_A0A3S0DSQ3
4	-	Acidovorax_sp._1608163	UniRef90_A0A426V965
2	-	Acidovorax_sp._1608163	UniRef90_A0A4Q3PU84
2	-	Acidovorax_sp._1608163	UniRef90_H0BWG5
1	-	Acidovorax_sp._1608163	UniRef90_J1ENQ9
3	-	Acidovorax_sp._HDW3	UniRef90_A0A068YXI0
14	-	Acidovorax_sp._HDW3	UniRef90_A0A4R3L508
4	-	Acidovorax_sp._HDW3	UniRef90_A0A645ED27
1	-	Acidovorax_sp._HDW3	UniRef90_K0IFM8
1	-	Acidovorax_sp._JMULE5	UniRef90_UPI0011A13595
4	-	Acidovorax_sp._KKS102	UniRef90_A0A2G6T674
2	-	Acidovorax_sp._KKS102	UniRef90_A0A554WP81
8	-	Acidovorax_sp._KKS102	UniRef90_A0A7V8BQU3
1	-	Acidovorax_sp._RAC01	UniRef90_A0A0S9E9F7
3	-	Acidovorax_sp._T1	UniRef90_A0A0D7K6T8
2	-	Acidovorax_sp._T1	UniRef90_A0A240UHG8
10	-	Acidovorax_sp._T1	UniRef90_A0A4Q3PQB5
2	-	Acidovorax_sp._T1	UniRef90_UPI001B324B54
2	-	Acinetobacter	UniRef90_A0A031LIA7
2	-	Acinetobacter	UniRef90_A0A1E8DZA7
1	-	Acinetobacter	UniRef90_A0A1S8CUE4
1	-	Acinetobacter	UniRef90_A0A4Q6DNE4
4	-	Acinetobacter	UniRef90_A0A653KX23
1	-	Acinetobacter	UniRef90_F0KHA0
2	-	Acinetobacter	UniRef90_H6VX39
2	-	Acinetobacter	UniRef90_N9B7L4
1	-	Acinetobacter	UniRef90_N9QX78
1	-	Acinetobacter	UniRef90_N9R2P3
6	-	Acinetobacter	UniRef90_UPI0015D3A61A
1	-	Acinetobacter_guillouiae	UniRef90_A0A1E8E0Q6
1	-	Acinetobacter_guillouiae	UniRef90_A0A7J6Z4Y4
8	-	Acinetobacter_gyllenbergii	UniRef90_A0A1E8DZA7
4	-	Acinetobacter_gyllenbergii	UniRef90_N9FQJ0
2	-	Acinetobacter_haemolyticus	UniRef90_A0A372MSG9
4	-	Acinetobacter_haemolyticus	UniRef90_N8WIV2
4	-	Acinetobacter_indicus	UniRef90_N9L3J5
4	-	Acinetobacter_indicus	UniRef90_UPI00165F8A9E
1	-	Acinetobacter_johnsonii	UniRef90_N9C8G7
1	-	Acinetobacter_larvae	UniRef90_A0A1S8CX20
2	-	Acinetobacter_oleivorans_DR1	UniRef90_N9ELM8
1	-	Acinetobacter_radioresistens	UniRef90_A0Y8X9
1	-	Acinetobacter_radioresistens	UniRef90_UPI0009F9C635
3	-	Acinetobacter_seifertii	UniRef90_N9QX78
3	-	Acinetobacter_sp._10FS3-1	UniRef90_A0A1S8CUE4
3	-	Acinetobacter_sp._10FS3-1	UniRef90_A0A4Q6DNE4
1	-	Acinetobacter_sp._CS-2	UniRef90_A0A354EML4
2	-	Acinetobacter_sp._CS-2	UniRef90_N9N5A5
1	-	Acinetobacter_sp._CS-2	UniRef90_W9VG15
2	-	Acinetobacter_sp._LoGeW2-3	UniRef90_A0A2H9UQ59
1	-	Acinetobacter_sp._MYb10	UniRef90_N8WSG7
3	-	Acinetobacter_sp._SWBY1	UniRef90_A0A241W4B2
2	-	Acinetobacter_sp._SWBY1	UniRef90_A0A2L2LVA0
3	-	Acinetobacter_sp._SWBY1	UniRef90_N8P3Y3
1	-	Acinetobacter_sp._SWBY1	UniRef90_N9B6F0
4	-	Acinetobacter_tandoii	UniRef90_A0A515BCX1
4	-	Acinetobacter_tandoii	UniRef90_A0A515BHE4
15	-	Acinetobacter_tandoii	UniRef90_A0A515BK41
8	-	Acinetobacter_tandoii	UniRef90_R9ALY3
1	-	Acinetobacter_tandoii	UniRef90_R9B8P8
4	-	Acinetobacter_tandoii	UniRef90_UPI00137B0208
1	-	Acinetobacter_towneri	UniRef90_A0A151Y4L1
4	-	Acinetobacter_towneri	UniRef90_A0A1E8E1C0
2	-	Acinetobacter_towneri	UniRef90_A0A2A5PL48
2	-	Acinetobacter_towneri	UniRef90_A0A2L2LXF8
4	-	Acinetobacter_towneri	UniRef90_A0A4R0E453
3	-	Acinetobacter_towneri	UniRef90_A0A6I5UPM4
6	-	Acinetobacter_towneri	UniRef90_N8Q9I8
1	-	Acinetobacter_towneri	UniRef90_N8ZM22
2	-	Acinetobacter_towneri	UniRef90_N9B789
3	-	Acinetobacter_towneri	UniRef90_N9CFI9
4	-	Acinetobacter_towneri	UniRef90_N9CKG4
4	-	Acinetobacter_towneri	UniRef90_N9QQW1
6	-	Acinetobacter_towneri	UniRef90_UPI00109D754D
7	-	Acinetobacter_towneri	UniRef90_UPI001231A7FB
7	-	Acinetobacter_towneri	UniRef90_UPI00141D5513
2	-	Acinetobacter_towneri	UniRef90_UPI001443E600
2	-	Actibacterium_sp._EMB200-NS6	UniRef90_A0A5M6J2I6
2	-	Actinobacillus	UniRef90_A3N1I1
10	-	Actinobacteria	UniRef90_A0A225DW83
1	-	Actinobacteria	UniRef90_A0A366ZIN2
2	-	Actinobacteria	UniRef90_A0A7Z0IJR0
2	-	Actinobacteria	UniRef90_UPI001B301299
1	-	Actinobacteria	UniRef90_UPI001B310215
1	-	Actinobacteria	UniRef90_UPI001B3173D3
1	-	Actinocatenispora_thailandica	UniRef90_A0A6I5VNM5
2	-	Actinocatenispora_thailandica	UniRef90_A0A6J4MPU9
2	-	Actinomadura_verrucosospora	UniRef90_A0A7M2YV77
2	-	Actinomadura_verrucosospora	UniRef90_UPI001881B3FD
1	-	Actinomyces	UniRef90_A0A0K2RHI1
1	-	Actinomyces	UniRef90_A0A0X8K3J7
4	-	Actinomyces	UniRef90_A0A1B9NG21
13	-	Actinomyces	UniRef90_A0A2N6V0Z5
4	-	Actinomyces	UniRef90_A0A7Y9IJ75
1	-	Actinomyces	UniRef90_G9PP14
1	-	Actinomyces_faecalis	UniRef90_A0A7K0PJY6
1	-	Actinomyces_faecalis	UniRef90_UPI001B316315
2	-	Actinomyces_howellii	UniRef90_A0A2N6V0Z5
4	-	Actinomyces_howellii	UniRef90_J1H1T9
1	-	Actinomyces_marmotae	UniRef90_A0A511FJI2
2	-	Actinomyces_naeslundii	UniRef90_A0A2N6V0Z5
2	-	Actinomyces_naeslundii	UniRef90_A0A3S4VHZ9
4	-	Actinomyces_naeslundii	UniRef90_F2UXT0
20	-	Actinomyces_naeslundii	UniRef90_J2ZTS4
2	-	Actinomyces_oris	UniRef90_J2ZTS4
4	-	Actinomyces_procaprae	UniRef90_J0MV35
2	-	Actinomyces_radicidentis	UniRef90_UPI001890B3E4
4	-	Actinomyces_slackii	UniRef90_A0A2N6V0Z5
2	-	Actinomyces_sp._Chiba101	UniRef90_A0A0M3RJI1
20	-	Actinomyces_sp._HMT_175	UniRef90_J2ZTS4
4	-	Actinomyces_sp._HMT_175	UniRef90_K0YZ87
3	-	Actinomyces_sp._MAS-1	UniRef90_F3PBF8
