uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A009NBC4	52.5862	116	5	UniRef90_A0A009NBC4 Uncharacterized protein n=1 Tax=Acinetobacter sp. 1475718 TaxID=1310652 RepID=A0A009NBC4_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A022KM82	54.7368	95	4	UniRef90_A0A022KM82 AAA domain family protein n=2 Tax=Bacteria TaxID=2 RepID=A0A022KM82_9GAMM	1RQ62	COG0714@1|root,COG0714@2|Bacteria,1MV5I@1224|Proteobacteria,1RQ62@1236|Gammaproteobacteria,3NJXH@468|Moraxellaceae	1236|Gammaproteobacteria	S	-	ATPase, AAA	-
UniRef90_A0A031LIA7	67.5676	74	2	UniRef90_A0A031LIA7 Uncharacterized protein n=1 Tax=Acinetobacter sp. Ver3 TaxID=466088 RepID=A0A031LIA7_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A060VNE8	62.6667	75	3	UniRef90_A0A060VNE8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VNE8_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060VQ00	63.8655	119	3	UniRef90_A0A060VQ00 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VQ00_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VR74	56.1798	89	1	UniRef90_A0A060VR74 DUF1891 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VR74_ONCMY	-	-	-	-	-	-	GO:0016706,GO:0008168
UniRef90_A0A060VWX0	74.6032	63	1	UniRef90_A0A060VWX0 Uncharacterized protein n=2 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VWX0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W211	62.6087	115	2	UniRef90_A0A060W211 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W211_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060W2Q3	79.7297	74	9	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W9G7	58.75	80	4	UniRef90_A0A060W9G7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W9G7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WBW3	67.1053	76	8	UniRef90_A0A060WBW3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WBW3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WG64	52.8302	212	11	UniRef90_A0A060WG64 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WG64_ONCMY	-	-	-	-	-	-	-
