uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A031LIA7	66.2162	74	2	UniRef90_A0A031LIA7 Uncharacterized protein n=1 Tax=Acinetobacter sp. Ver3 TaxID=466088 RepID=A0A031LIA7_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A060VS97	74.0741	135	2	UniRef90_A0A060VS97 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VS97_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VVK8	65.7143	70	1	UniRef90_A0A060VVK8 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VVK8_ONCMY	3BIC8	28N8N@1|root,2QUTZ@2759|Eukaryota,39XUZ@33154|Opisthokonta,3BIC8@33208|Metazoa,3D1M8@33213|Bilateria,48DCS@7711|Chordata,49178@7742|Vertebrata,4A57R@7898|Actinopterygii	33208|Metazoa	S	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060VZK1	76.9841	126	23	UniRef90_A0A060VZK1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VZK1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W2Q3	86.4865	74	15	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W7P7	57.4074	162	6	UniRef90_A0A060W7P7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W7P7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WA06	66.6667	69	7	UniRef90_A0A060WA06 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WA06_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WF00	63.4228	298	13	UniRef90_A0A060WF00 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WF00_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WJG0	59.5238	84	9	UniRef90_A0A060WJG0 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WJG0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WK47	51.8519	135	3	UniRef90_A0A060WK47 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WK47_ONCMY	-	-	-	-	-	-	GO:0003676
UniRef90_A0A060WPS6	57.8431	102	10	UniRef90_A0A060WPS6 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WPS6_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WRA6	50.8197	183	2	UniRef90_A0A060WRA6 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WRA6_ONCMY	3BPYG	KOG4740@1|root,KOG4740@2759|Eukaryota,3A14S@33154|Opisthokonta,3BPYG@33208|Metazoa,3D6ZJ@33213|Bilateria,48G8B@7711|Chordata,49DA1@7742|Vertebrata,4A73B@7898|Actinopterygii	33208|Metazoa	S	-	proton channel activity	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060WUQ9	54.5455	88	6	UniRef90_A0A060WUQ9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WUQ9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WX12	87.7778	90	15	UniRef90_A0A060WX12 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WX12_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060X2L6	57.3171	82	1	UniRef90_A0A060X2L6 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X2L6_ONCMY	3BIC8	28N8N@1|root,2QUTZ@2759|Eukaryota,39XUZ@33154|Opisthokonta,3BIC8@33208|Metazoa,3D1M8@33213|Bilateria,48DCS@7711|Chordata,49AIX@7742|Vertebrata,4A9GW@7898|Actinopterygii	33208|Metazoa	S	-	-	GO:0003676
UniRef90_A0A060X5Z9	52.2727	88	6	UniRef90_A0A060X5Z9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X5Z9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060X741	55.0336	149	33	UniRef90_A0A060X741 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060X741_ONCMY	-	-	-	-	-	-	GO:0016021
UniRef90_A0A060XCK9	54.5455	110	19	UniRef90_A0A060XCK9 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XCK9_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XEX0	62.5	80	1	UniRef90_A0A060XEX0 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XEX0_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XHZ3	53.7037	108	58	UniRef90_A0A060XHZ3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XHZ3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XIS5	51.4286	105	3	UniRef90_A0A060XIS5 Reverse transcriptase domain-containing protein n=2 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XIS5_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XIS8	56.0748	107	10	UniRef90_A0A060XIS8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XIS8_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XJH1	93.578	109	16	UniRef90_A0A060XJH1 DUF1891 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XJH1_ONCMY	-	-	-	-	-	-	GO:0016706,GO:0008168
UniRef90_A0A060XQI5	50.5495	91	1	UniRef90_A0A060XQI5 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XQI5_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060XRI6	51.0204	98	1	UniRef90_A0A060XRI6 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060XRI6_ONCMY	3BIC8	28N8N@1|root,2QUTZ@2759|Eukaryota,39XUZ@33154|Opisthokonta,3BIC8@33208|Metazoa,3D1M8@33213|Bilateria,48DCS@7711|Chordata,49178@7742|Vertebrata,4A57R@7898|Actinopterygii	33208|Metazoa	S	-	-	GO:0003676
