uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A023UGI1	97.8723	47	2	UniRef90_A0A023UGI1 Uncharacterized protein n=1 Tax=Staphylococcus haemolyticus TaxID=1283 RepID=A0A023UGI1_STAHA	-	-	-	-	-	-	-
UniRef90_A0A031LIA7	68.9189	74	7	UniRef90_A0A031LIA7 Uncharacterized protein n=1 Tax=Acinetobacter sp. Ver3 TaxID=466088 RepID=A0A031LIA7_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A059CQP5	52.9101	189	5	UniRef90_A0A059CQP5 PPM-type phosphatase domain-containing protein (Fragment) n=5 Tax=Mesangiospermae TaxID=1437183 RepID=A0A059CQP5_EUCGR	3G8HV	COG0631@1|root,KOG0698@2759|Eukaryota,37P2Y@33090|Viridiplantae,3G8HV@35493|Streptophyta	35493|Streptophyta	T	GO:0003674,GO:0003824,GO:0004721,GO:0004722,GO:0005488,GO:0005575,GO:0005576,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0036211,GO:0042578,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046872,GO:0048046,GO:0071704,GO:0140096,GO:1901564	phosphatase 2C	-
UniRef90_A0A060CRY8	78.2051	78	6	UniRef90_A0A060CRY8 Alpha-amylase (Fragment) n=1 Tax=uncultured Arthrobacter sp. TaxID=114050 RepID=A0A060CRY8_9MICC	2GKS4	COG0366@1|root,COG0366@2|Bacteria,2GKS4@201174|Actinobacteria,4FKN0@85023|Microbacteriaceae	201174|Actinobacteria	G	-	alpha amylase, catalytic	GO:0003824,GO:0005975
UniRef90_A0A060VP37	59.7561	82	1	UniRef90_A0A060VP37 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VP37_ONCMY	-	-	-	-	-	-	GO:0016021
UniRef90_A0A060VUB7	53.2609	92	1	UniRef90_A0A060VUB7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VUB7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VXL7	52	100	4	UniRef90_A0A060VXL7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VXL7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VZK1	63.4921	126	5	UniRef90_A0A060VZK1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VZK1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W211	67.8261	115	2	UniRef90_A0A060W211 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W211_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060W2Q3	66.2162	74	2	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060W828	75.8621	58	1	UniRef90_A0A060W828 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W828_ONCMY	-	-	-	-	-	-	GO:0016021,GO:0003676
UniRef90_A0A060WAI3	59.6386	166	2	UniRef90_A0A060WAI3 Reverse transcriptase domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WAI3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WGN2	60.9959	241	7	UniRef90_A0A060WGN2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WGN2_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WLT1	55.1351	185	5	UniRef90_A0A060WLT1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WLT1_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WN68	72.4638	69	2	UniRef90_A0A060WN68 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WN68_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WRZ2	76.5625	128	10	UniRef90_A0A060WRZ2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WRZ2_ONCMY	-	-	-	-	-	-	-
