1	-	Achromobacter	UniRef90_A0A239JBQ3
1	-	Achromobacter	UniRef90_A0A2M9PCQ8
1	-	Achromobacter	UniRef90_A0A371WMJ6
1	-	Achromobacter	UniRef90_A0A426VHS0
2	-	Achromobacter	UniRef90_A0A4R6REW5
4	-	Achromobacter	UniRef90_A0A6S7E4Q3
1	-	Achromobacter	UniRef90_UPI0015966914
1	-	Achromobacter_deleyi	UniRef90_A0A1I5A0K4
1	-	Achromobacter_deleyi	UniRef90_UPI00048F756B
2	-	Achromobacter_deleyi	UniRef90_UPI0018E1648E
1	-	Achromobacter_denitrificans	UniRef90_A0A0S9LJY7
6	-	Achromobacter_denitrificans	UniRef90_A0A2M9PB26
6	-	Achromobacter_insolitus	UniRef90_A0A512DQT1
9	-	Achromobacter_sp._AONIH1	UniRef90_A0A1G8IGZ5
2	-	Achromobacter_sp._AONIH1	UniRef90_A0A512E0R2
1	-	Achromobacter_sp._MFA1_R4	UniRef90_A0A208XTC3
2	-	Achromobacter_sp._MFA1_R4	UniRef90_A0A2M9PCJ4
1	-	Achromobacter_sp._MFA1_R4	UniRef90_A0A2W4K782
1	-	Achromobacter_spanius	UniRef90_A0A1N7PTG3
8	-	Achromobacter_spanius	UniRef90_A0A261U6Z9
4	-	Achromobacter_spanius	UniRef90_A0A5C7THM3
1	-	Achromobacter_spanius	UniRef90_UPI00048F0B67
2	-	Achromobacter_spanius	UniRef90_UPI000615202C
2	-	Achromobacter_spanius	UniRef90_UPI00166797AB
2	-	Achromobacter_xylosoxidans	UniRef90_A0A0D6G8Z7
1	-	Achromobacter_xylosoxidans	UniRef90_A0A2W5PQQ6
15	-	Achromobacter_xylosoxidans	UniRef90_A0A6J5BA66
2	-	Acidovorax	UniRef90_A0A1I2AJK5
10	-	Acidovorax	UniRef90_A0A1I2AJS3
1	-	Acidovorax	UniRef90_A0A1I2FYL3
2	-	Acidovorax	UniRef90_A0A2R4ECW3
1	-	Acidovorax	UniRef90_A0A2W6YBY9
2	-	Acidovorax	UniRef90_A0A3S0C5S2
3	-	Acidovorax	UniRef90_A0A497VJG9
10	-	Acidovorax	UniRef90_A0A4R6R8N1
1	-	Acidovorax	UniRef90_A0A6N7DAA5
2	-	Acidovorax	UniRef90_A0A7V7X6W0
3	-	Acidovorax	UniRef90_K0I0Q7
2	-	Acidovorax	UniRef90_UPI000C337521
2	-	Acidovorax	UniRef90_UPI000D518124
3	-	Acidovorax	UniRef90_UPI00128F6F0A
2	-	Acidovorax_antarcticus	UniRef90_A0A1I2HG69
1	-	Acidovorax_antarcticus	UniRef90_A0A5C8CBK4
1	-	Acidovorax_antarcticus	UniRef90_A0A6N1WYW2
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A072T4P7
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A0Q5N244
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2AHY3
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2C272
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2DDB0
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2DF69
3	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2G2F0
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1J5C957
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A257P0K2
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A2N7ZWJ0
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A3D3D3T7
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A3R8SA48
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A519F3I2
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_C6BNA7
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_F0Q8J0
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_UPI0015A12EC5
1	-	Acidovorax_carolinensis	UniRef90_A0A0K2DGJ8
6	-	Acidovorax_carolinensis	UniRef90_A0A0Q5LW40
1	-	Acidovorax_carolinensis	UniRef90_A0A240TS24
3	-	Acidovorax_carolinensis	UniRef90_A0A4Q3LR92
2	-	Acidovorax_carolinensis	UniRef90_A0A4R6RA60
2	-	Acidovorax_carolinensis	UniRef90_A0A4U6CET4
4	-	Acidovorax_carolinensis	UniRef90_UPI00164644AE
3	-	Acidovorax_cattleyae	UniRef90_A0A0Q5LXW6
5	-	Acidovorax_cattleyae	UniRef90_A0A1I2DF69
1	-	Acidovorax_cattleyae	UniRef90_A0A2N2UCF4
1	-	Acidovorax_cattleyae	UniRef90_A0A2R4ESY0
5	-	Acidovorax_cattleyae	UniRef90_A0A3D3D3T7
2	-	Acidovorax_cattleyae	UniRef90_A0A5C8BU73
2	-	Acidovorax_cattleyae	UniRef90_UPI0003688888
3	-	Acidovorax_cattleyae	UniRef90_UPI00191B78A9
1	-	Acidovorax_citrulli	UniRef90_A0A1I2DF69
1	-	Acidovorax_citrulli	UniRef90_A0A3D3D3T7
1	-	Acidovorax_monticola	UniRef90_A0A0A0DUN9
1	-	Acidovorax_monticola	UniRef90_A0A1F4G4W1
1	-	Acidovorax_monticola	UniRef90_A0A1G6YEI0
3	-	Acidovorax_monticola	UniRef90_A0A1I1ZAW3
1	-	Acidovorax_sp._1608163	UniRef90_A0A5C8BJ87
2	-	Acidovorax_sp._1608163	UniRef90_UPI0018EBF83D
2	-	Acidovorax_sp._HDW3	UniRef90_A0A1I1ZM75
2	-	Acidovorax_sp._HDW3	UniRef90_A0A1I2HG15
6	-	Acidovorax_sp._HDW3	UniRef90_A0A431JN39
2	-	Acidovorax_sp._HDW3	UniRef90_A0A4Y1MQ65
2	-	Acidovorax_sp._HDW3	UniRef90_A0A554WSP0
1	-	Acidovorax_sp._HDW3	UniRef90_A0A5C7PV58
1	-	Acidovorax_sp._HDW3	UniRef90_UPI001642DEE5
