uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A023X066	51.1628	86	6	UniRef90_A0A023X066 Putative membrane protein n=2 Tax=Rubrobacter radiotolerans TaxID=42256 RepID=A0A023X066_9ACTN	-	-	-	-	-	-	GO:0016021,GO:0005886
UniRef90_A0A060BXF1	89.0909	55	2	UniRef90_A0A060BXF1 CAZy families GH13 protein (Fragment) n=1 Tax=uncultured Ketogulonicigenium sp. TaxID=543051 RepID=A0A060BXF1_9RHOB	-	-	-	-	-	-	GO:0003824,GO:0005975
UniRef90_A0A060VNE8	64	75	1	UniRef90_A0A060VNE8 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VNE8_ONCMY	3BTPZ	KOG1075@1|root,KOG1075@2759|Eukaryota,3A7X5@33154|Opisthokonta,3BTPZ@33208|Metazoa,3D9N3@33213|Bilateria,48H7G@7711|Chordata,49FFY@7742|Vertebrata,4A6MA@7898|Actinopterygii	33208|Metazoa	S	-	interleukin-8 biosynthetic process	-
UniRef90_A0A060VS97	82.963	135	6	UniRef90_A0A060VS97 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VS97_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VUB7	52.1739	92	5	UniRef90_A0A060VUB7 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VUB7_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060VVK8	70	70	8	UniRef90_A0A060VVK8 HTH_Tnp_Tc3_2 domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060VVK8_ONCMY	3BIC8	28N8N@1|root,2QUTZ@2759|Eukaryota,39XUZ@33154|Opisthokonta,3BIC8@33208|Metazoa,3D1M8@33213|Bilateria,48DCS@7711|Chordata,49178@7742|Vertebrata,4A57R@7898|Actinopterygii	33208|Metazoa	S	-	-	GO:0003677,GO:0015074,GO:0006313
UniRef90_A0A060W2Q3	66.2162	74	8	UniRef90_A0A060W2Q3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060W2Q3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WBW3	64.4737	76	1	UniRef90_A0A060WBW3 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WBW3_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WG64	50	212	13	UniRef90_A0A060WG64 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WG64_ONCMY	-	-	-	-	-	-	-
UniRef90_A0A060WGN2	79.6681	241	29	UniRef90_A0A060WGN2 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WGN2_ONCMY	-	-	-	-	-	-	-
