1	-	Achromobacter	UniRef90_UPI0015966914
2	-	Achromobacter_deleyi	UniRef90_UPI0007811390
2	-	Achromobacter_insolitus	UniRef90_A0A512DQT1
2	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DCT7
6	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DD82
1	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DEK0
4	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DJG9
2	-	Achromobacter_sp._AONIH1	UniRef90_A0A2I8DLB3
4	-	Achromobacter_sp._AONIH1	UniRef90_A0A7D5MUJ7
1	-	Achromobacter_sp._AONIH1	UniRef90_E3HWS0
2	-	Achromobacter_sp._AONIH1	UniRef90_UPI000EAB7CB4
4	-	Achromobacter_spanius	UniRef90_A0A2M9DZ53
2	-	Achromobacter_xylosoxidans	UniRef90_A0A5D0W5J5
3	-	Achromobacter_xylosoxidans	UniRef90_F7T7T8
2	-	Acidovorax	UniRef90_A0A1I2FV48
1	-	Acidovorax	UniRef90_UPI00040F0507
2	-	Acidovorax_antarcticus	UniRef90_A0A0E9LLX5
2	-	Acidovorax_antarcticus	UniRef90_A0A1I2FHF0
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A0Q5KLC2
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2DGU8
10	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A257KZM4
6	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A4Q3QLW1
1	-	Acidovorax_carolinensis	UniRef90_A0A1H3ZLR0
4	-	Acidovorax_carolinensis	UniRef90_A0A1I2G488
2	-	Acidovorax_carolinensis	UniRef90_A0A240TSN5
3	-	Acidovorax_citrulli	UniRef90_F0Q9L5
2	-	Acidovorax_monticola	UniRef90_A0A1I1ZZL6
2	-	Acidovorax_monticola	UniRef90_UPI00130EA637
2	-	Acidovorax_monticola	UniRef90_UPI00177B623D
2	-	Acidovorax_sp._1608163	UniRef90_A0A1D2S856
4	-	Acidovorax_sp._1608163	UniRef90_A0A1I2G2L3
3	-	Acidovorax_sp._1608163	UniRef90_A0A4Q3ZK30
2	-	Acidovorax_sp._HDW3	UniRef90_A0A1A6DXS3
1	-	Acidovorax_sp._HDW3	UniRef90_A0A554XFR7
1	-	Acidovorax_sp._HDW3	UniRef90_A0A5C8NYH4
6	-	Acidovorax_sp._JMULE5	UniRef90_A0A1I2H463
2	-	Acidovorax_sp._KKS102	UniRef90_A0A1B3PPM1
1	-	Acidovorax_sp._KKS102	UniRef90_A0A1I2ETV5
2	-	Acidovorax_sp._KKS102	UniRef90_A0A4R6RE53
2	-	Acidovorax_sp._T1	UniRef90_A0A165M458
4	-	Acidovorax_sp._T1	UniRef90_A0A433BHW2
5	-	Acidovorax_sp._T1	UniRef90_UPI0005A033B5
4	-	Bordetella	UniRef90_A0A4R3LGX5
2	-	Bordetella	UniRef90_A0A4R6RNM0
4	-	Bordetella_bronchialis	UniRef90_A0A366HIH8
1	-	Bordetella_bronchiseptica	UniRef90_UPI00191E4D5A
2	-	Bordetella_hinzii	UniRef90_A0A5E4T2N1
2	-	Bordetella_phage_vB_BbrM_PHB04	UniRef90_UPI0008A67EAF
6	-	Bordetella_trematum	UniRef90_A0A157R479
1	-	Bordetella_trematum	UniRef90_A0A2J0T5A7
1	-	Bordetella_trematum	UniRef90_A0A6A1R6E1
1	-	Bosea_sp._ANAM02	UniRef90_A0A4R7C9K9
8	-	Bosea_sp._ANAM02	UniRef90_UPI0013914923
3	-	Bosea_sp._F3-2	UniRef90_A0A3A1P363
2	-	Bosea_sp._RAC05	UniRef90_A0A1B3NQ77
1	-	Bosea_sp._RAC05	UniRef90_D5RS49
1	-	Bosea_sp._RAC05	UniRef90_UPI001613705F
4	-	Bosea_sp._Tri-49	UniRef90_A0A1H7INE7
2	-	Bosea_sp._Tri-49	UniRef90_A0A285V8G7
2	-	Bosea_sp._Tri-49	UniRef90_A0A366ZD66
4	-	Bosea_vaviloviae	UniRef90_A0A2S9QFK8
2	-	Bosea_vaviloviae	UniRef90_A0A5N3P2Z5
4	-	Bradyrhizobium	UniRef90_A0A023XJP3
2	-	Bradyrhizobium	UniRef90_A0A0A0DS66
2	-	Bradyrhizobium	UniRef90_A0A0D6P827
2	-	Bradyrhizobium	UniRef90_A0A1A6DVX6
2	-	Bradyrhizobium	UniRef90_A0A1M3N1C8
4	-	Bradyrhizobium	UniRef90_A0A1M5N2P3
2	-	Bradyrhizobium	UniRef90_A0A1W7A0C1
1	-	Bradyrhizobium	UniRef90_A0A1W9IPF5
2	-	Bradyrhizobium	UniRef90_A0A2T7HHM7
2	-	Bradyrhizobium	UniRef90_A0A366EVL1
3	-	Bradyrhizobium	UniRef90_A0A3P3E239
2	-	Bradyrhizobium	UniRef90_A0A3Q8WUD3
4	-	Bradyrhizobium	UniRef90_A0A3S0FV34
2	-	Bradyrhizobium	UniRef90_A0A431JVQ4
1	-	Bradyrhizobium	UniRef90_A0A4Q2XU04
1	-	Bradyrhizobium	UniRef90_A0A4Q9VZT4
2	-	Bradyrhizobium	UniRef90_A0A4Y9L7N0
1	-	Bradyrhizobium	UniRef90_A0A560DRQ5
1	-	Bradyrhizobium	UniRef90_A0A6I7PI15
2	-	Bradyrhizobium	UniRef90_A0A7Z2PNT3
2	-	Bradyrhizobium	UniRef90_B2UCC5
3	-	Bradyrhizobium	UniRef90_UPI0009FCD57F
3	-	Bradyrhizobium	UniRef90_UPI001423A64B
2	-	Bradyrhizobium	UniRef90_UPI0016682E64
2	-	Bradyrhizobium_amphicarpaeae	UniRef90_A0A2U8PQB3
1	-	Bradyrhizobium_amphicarpaeae	UniRef90_A0A516IZP7
1	-	Bradyrhizobium_amphicarpaeae	UniRef90_UPI001AEB494B
2	-	Bradyrhizobium_betae	UniRef90_A0A1C2DMX3
2	-	Bradyrhizobium_cosmicum	UniRef90_A0A2V5Q8X8
1	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A1E3LXV7
4	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A1T4TGB0
4	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A1W9IK19
2	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A2V3U5M3
1	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A2V7EJP4
2	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A560FPA8
2	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A5C5SA05
1	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A7W1BKF0
