pangene	length	percent_cov	unpaired_read_count	pangene_desc	uniref90_ID	uniref90_desc	uniref90_GO	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc
DP_00006109	2877	54.0494	87	-	UniRef90_A8PWR3	UniRef90_A8PWR3 Oxoglutarate dehydrogenase (succinyl-transferring) n=1 Tax=Malassezia globosa (strain ATCC MYA-4612 / CBS 7966) TaxID=425265 RepID=A8PWR3_MALGO	GO:0004591,GO:0030976,GO:0006099	3NV83	COG0567@1|root,KOG0450@2759|Eukaryota,38FJ2@33154|Opisthokonta,3NV83@4751|Fungi,3UZF4@5204|Basidiomycota,3MZBY@452284|Ustilaginomycotina	4751|Fungi	G	GO:0003674,GO:0003824,GO:0004591,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005947,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006103,GO:0008150,GO:0008152,GO:0009060,GO:0009295,GO:0009353,GO:0009987,GO:0015980,GO:0016491,GO:0016624,GO:0016903,GO:0016999,GO:0017144,GO:0019752,GO:0019842,GO:0030062,GO:0030976,GO:0031974,GO:0032991,GO:0036094,GO:0042645,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045239,GO:0045240,GO:0045252,GO:0045333,GO:0048037,GO:0050662,GO:0051186,GO:0055114,GO:0070013,GO:0071704,GO:0072350,GO:0097159,GO:0098798,GO:1901363,GO:1901681,GO:1902494,GO:1990204,GO:1990234	Dehydrogenase
DP_00010569	2574	50.3108	29	K03695	UniRef90_A0A085B1Z8	UniRef90_A0A085B1Z8 Chaperone protein ClpB n=52 Tax=Bacteria TaxID=2 RepID=A0A085B1Z8_CUTAC	-	2GJ73	COG0542@1|root,COG0542@2|Bacteria,2GJ73@201174|Actinobacteria,4DN44@85009|Propionibacteriales	201174|Actinobacteria	O	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006457,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042026,GO:0043167,GO:0043168,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0050896,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564	Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE
DP_00011891	2511	95.1414	254	-	UniRef90_A0A5F4BSS8	UniRef90_A0A5F4BSS8 Reverse transcriptase domain-containing protein n=1 Tax=Canis lupus familiaris TaxID=9615 RepID=A0A5F4BSS8_CANLF	GO:0003824	3BK61	KOG1075@1|root,KOG1075@2759|Eukaryota,39RKB@33154|Opisthokonta,3BK61@33208|Metazoa,3E43G@33213|Bilateria,48JXY@7711|Chordata,49GK2@7742|Vertebrata,3JJ5B@40674|Mammalia,4JCTV@91561|Cetartiodactyla	33208|Metazoa	S	-	Reverse transcriptase (RNA-dependent DNA polymerase)
DP_00013455	2439	53.5465	26	K00336	UniRef90_A0A3E2DER2	UniRef90_A0A3E2DER2 NADH-quinone oxidoreductase n=50 Tax=Bacteria TaxID=2 RepID=A0A3E2DER2_9ACTN	-	2GJGX	COG1034@1|root,COG1034@2|Bacteria,2GJGX@201174|Actinobacteria,4DNGW@85009|Propionibacteriales	201174|Actinobacteria	C	GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009055,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009405,GO:0009987,GO:0010941,GO:0015980,GO:0016020,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0030312,GO:0033668,GO:0034641,GO:0035821,GO:0042773,GO:0042981,GO:0043067,GO:0043069,GO:0043167,GO:0043169,GO:0043546,GO:0044003,GO:0044068,GO:0044237,GO:0044238,GO:0044281,GO:0044403,GO:0044419,GO:0044464,GO:0044531,GO:0044532,GO:0045333,GO:0046034,GO:0046483,GO:0046872,GO:0048037,GO:0048038,GO:0048519,GO:0048523,GO:0050136,GO:0050662,GO:0050789,GO:0050794,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0051701,GO:0051704,GO:0051817,GO:0052040,GO:0052041,GO:0052150,GO:0052248,GO:0052433,GO:0052490,GO:0055086,GO:0055114,GO:0060548,GO:0065007,GO:0071704,GO:0071944,GO:0072521,GO:0097159,GO:1901135,GO:1901360,GO:1901363,GO:1901564	NADH-quinone oxidoreductase
DP_00013856	2424	63.6139	38	K02004	-	-	-	2H37M	COG3127@1|root,COG3127@2|Bacteria,2H37M@201174|Actinobacteria,4DWWD@85009|Propionibacteriales	201174|Actinobacteria	Q	-	ABC transporter (Permease)
DP_00014407	2403	83.9784	73	-	UniRef90_A8QCQ5	UniRef90_A8QCQ5 Aconitate hydratase, mitochondrial n=2 Tax=Malassezia TaxID=55193 RepID=A8QCQ5_MALGO	-	3NV17	COG1048@1|root,KOG0453@2759|Eukaryota,38CNX@33154|Opisthokonta,3NV17@4751|Fungi,3UZ6U@5204|Basidiomycota,3MYV8@452284|Ustilaginomycotina	4751|Fungi	CE	GO:0000002,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0003824,GO:0003994,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006520,GO:0006536,GO:0006553,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009060,GO:0009064,GO:0009066,GO:0009067,GO:0009085,GO:0009295,GO:0009605,GO:0009607,GO:0009987,GO:0015980,GO:0016043,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019752,GO:0019878,GO:0031012,GO:0031347,GO:0031349,GO:0031974,GO:0035821,GO:0042645,GO:0043167,GO:0043169,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043436,GO:0043648,GO:0044003,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044403,GO:0044416,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046394,GO:0046872,GO:0048037,GO:0048518,GO:0048583,GO:0048584,GO:0050789,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052173,GO:0052200,GO:0052251,GO:0052255,GO:0052509,GO:0052510,GO:0055114,GO:0062039,GO:0062040,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0072350,GO:0075136,GO:0080134,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	Belongs to the aconitase IPM isomerase family
DP_00015343	2370	52.3629	35	membrane associated protein	UniRef90_D4HEN0	UniRef90_D4HEN0 YhgE/Pip domain protein n=31 Tax=Bacteria TaxID=2 RepID=D4HEN0_CUTAS	-	2GKEM	COG1511@1|root,COG1511@2|Bacteria,2GKEM@201174|Actinobacteria,4DQ2G@85009|Propionibacteriales	201174|Actinobacteria	S	-	YhgE Pip domain protein
DP_00023084	2157	70.6073	29	K02519	UniRef90_UPI001ABE5D7F	UniRef90_UPI001ABE5D7F translation initiation factor IF-2 n=2 Tax=Cutibacterium namnetense TaxID=1574624 RepID=UPI001ABE5D7F	-	2GKPH	COG0532@1|root,COG0532@2|Bacteria,2GKPH@201174|Actinobacteria,4DN57@85009|Propionibacteriales	201174|Actinobacteria	J	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex
DP_00025653	2106	50.1899	20	K03702	UniRef90_Q6A9K7	UniRef90_Q6A9K7 UvrABC system protein B n=44 Tax=Bacteria TaxID=2 RepID=UVRB_CUTAK	-	2GJ03	COG0556@1|root,COG0556@2|Bacteria,2GJ03@201174|Actinobacteria,4DN5W@85009|Propionibacteriales	201174|Actinobacteria	L	GO:0000166,GO:0002682,GO:0002684,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004386,GO:0004518,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008144,GO:0008150,GO:0008152,GO:0009380,GO:0009432,GO:0009605,GO:0009607,GO:0009987,GO:0009991,GO:0016020,GO:0016462,GO:0016787,GO:0016788,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0031668,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0035821,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043207,GO:0044003,GO:0044237,GO:0044238,GO:0044260,GO:0044403,GO:0044419,GO:0044424,GO:0044464,GO:0046483,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050896,GO:0051409,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051817,GO:0052031,GO:0052173,GO:0052200,GO:0052255,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0065007,GO:0071496,GO:0071704,GO:0071944,GO:0075136,GO:0090304,GO:0090305,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1902494,GO:1905347,GO:1905348,GO:1990391	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage
DP_00026600	2091	79.5791	69	-	UniRef90_A8PX59	UniRef90_A8PX59 HATPase_c domain-containing protein n=4 Tax=Malassezia TaxID=55193 RepID=A8PX59_MALGO	-	3NW2G	COG0326@1|root,KOG0019@2759|Eukaryota,38B7K@33154|Opisthokonta,3NW2G@4751|Fungi,3UY8K@5204|Basidiomycota,3N2F1@452284|Ustilaginomycotina	4751|Fungi	O	GO:0000166,GO:0000491,GO:0000492,GO:0000723,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006457,GO:0006458,GO:0006605,GO:0006626,GO:0006725,GO:0006807,GO:0006810,GO:0006839,GO:0006886,GO:0006950,GO:0006970,GO:0006996,GO:0007005,GO:0007154,GO:0007165,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009277,GO:0009405,GO:0009408,GO:0009628,GO:0009719,GO:0009725,GO:0009755,GO:0009889,GO:0009891,GO:0009893,GO:0009986,GO:0009987,GO:0010033,GO:0010467,GO:0010556,GO:0010557,GO:0010570,GO:0010604,GO:0010638,GO:0010941,GO:0014070,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0023052,GO:0030312,GO:0030428,GO:0030446,GO:0030447,GO:0030518,GO:0030522,GO:0030554,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032200,GO:0032204,GO:0032206,GO:0032210,GO:0032212,GO:0032553,GO:0032555,GO:0032559,GO:0032870,GO:0033036,GO:0033043,GO:0033044,GO:0033365,GO:0033554,GO:0033993,GO:0034605,GO:0034613,GO:0034622,GO:0034641,GO:0035639,GO:0035690,GO:0036094,GO:0040007,GO:0040008,GO:0042026,GO:0042221,GO:0042493,GO:0042592,GO:0042623,GO:0042886,GO:0042981,GO:0043067,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043248,GO:0043401,GO:0043933,GO:0044085,GO:0044182,GO:0044237,GO:0044238,GO:0044260,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0045926,GO:0045935,GO:0046483,GO:0046907,GO:0048518,GO:0048519,GO:0048522,GO:0048545,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051082,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051276,GO:0051604,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0060249,GO:0060255,GO:0060258,GO:0061077,GO:0065003,GO:0065007,GO:0065008,GO:0070585,GO:0070727,GO:0070887,GO:0071310,GO:0071383,GO:0071396,GO:0071407,GO:0071495,GO:0071702,GO:0071704,GO:0071705,GO:0071826,GO:0071840,GO:0071944,GO:0072594,GO:0072655,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1900428,GO:1900429,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1904356,GO:1904358,GO:2000112,GO:2000278,GO:2000573,GO:2001252	Heat Shock Protein
