pangene	baseMean	log2FoldChange	lfcSE	pvalue	padj	Pangenome Class	COG	Description	Enzyme Class	KEGG Orthology	KEGG Pathway	KEGG Reaction	Resistance Product	Resistance	Metabolism
cluster_1	1237.551783299314	0.9874457224028126	0.3516414955592405	0.002816225993659156	0.0072877216937363345	core	I	Mevalonate kinase	Hydroxymethylglutaryl-CoA reductase[1.1.1.88]; Hydroxymethylglutaryl-CoA synthase[2.3.3.10]; Mevalonate kinase[2.7.1.36]	hydroxymethylglutaryl-CoA reductase[K00054]; mevalonate kinase[K00869]; hydroxymethylglutaryl-CoA synthase[K01641]	Valine, leucine and isoleucine degradation[map00280]; Butanoate metabolism[map00650]; Terpenoid backbone biosynthesis[map00900]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Peroxisome[map04146]	(S)-3-Hydroxy-3-methylglutaryl-CoA + CoA <=> Acetyl-CoA + H2O + Acetoacetyl-CoA[R01978]; (R)-Mevalonate + CoA + 2 NAD+ <=> (S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADH + 2 H+[R02081]; ATP + (R)-Mevalonate <=> ADP + (R)-5-Phosphomevalonate[R02245]	-	-	-
cluster_10	431.40138325292656	-0.05900329549548756	0.2049575934496361	0.7412830420633298	0.8068011165565669	core	P	Na( ) H( ) antiporter subunit	NADH:ubiquinone reductase (H(+)-translocating)[1.6.5.3]	NADH-quinone oxidoreductase subunit K[K00340]; multicomponent K+:H+ antiporter subunit C[K05560]; multicomponent Na+:H+ antiporter subunit C[K05567]	Oxidative phosphorylation[map00190]; Metabolic pathways[map01100]	Ubiquinone + NADH + 6 H+ <=> Ubiquinol + NAD+ + 5 H+[R11945]	-	-	-
cluster_100	540.2413331657874	-0.5172490478368246	0.32318530985068117	0.07283781973122427	0.12525454928633217	core	M	transferase	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase[2.7.8.33]; UDP-N-acetylglucosamine--decaprenyl-phosphate N-acetylglucosaminephosphotransferase[2.7.8.35]	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase[K02851]	-	UDP-N-acetyl-alpha-D-glucosamine + di-trans,poly-cis-Undecaprenyl phosphate <=> N-Acetyl-D-glucosaminyldiphosphoundecaprenol + UMP[R08856]	-	-	-
cluster_1000	46.97037526130862	-0.5547876781125733	0.5871980417186852	0.24966115463296834	0.34811754923659877	dispensable	EH	COG0115 Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase	Branched-chain-amino-acid transaminase[2.6.1.42]; Aminodeoxychorismate lyase[4.1.3.38]	branched-chain amino acid aminotransferase[K00826]; 4-amino-4-deoxychorismate lyase[K02619]	Cysteine and methionine metabolism[map00270]; Valine, leucine and isoleucine degradation[map00280]; Valine, leucine and isoleucine biosynthesis[map00290]; Pantothenate and CoA biosynthesis[map00770]; Folate biosynthesis[map00790]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; 2-Oxocarboxylic acid metabolism[map01210]; Biosynthesis of amino acids[map01230]	L-Leucine + 2-Oxoglutarate <=> 4-Methyl-2-oxopentanoate + L-Glutamate[R01090]; L-Valine + 2-Oxoglutarate <=> 3-Methyl-2-oxobutanoic acid + L-Glutamate[R01214]; L-Isoleucine + 2-Oxoglutarate <=> (S)-3-Methyl-2-oxopentanoic acid + L-Glutamate[R02199]; 4-Amino-4-deoxychorismate <=> 4-Aminobenzoate + Pyruvate[R05553]; (S)-2-Aminobutanoate + 2-Oxoglutarate <=> 2-Oxobutanoate + L-Glutamate[R10991]	-	-	-
cluster_1001	359.12078779472586	-0.8857739601132024	0.7462593236463478	0.11947838874826366	0.18907116762034437	dispensable	T	Member of the two-component regulatory system GraR GraS involved in resistance against cationic antimicrobial peptides (CAMPs). GraS probably functions as a sensor protein kinase which is autophosphorylated at a histidine residue and transfers its phosphate group to GraR	Histidine kinase[2.7.13.3]	two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS[K11629]; two-component system, OmpR family, sensor histidine kinase GraS[K19077]	Cationic antimicrobial peptide (CAMP) resistance[map01503]; Two-component system[map02020]	-	-	-	-
cluster_10018	56.237917714605196	0.47812182657822133	0.48858797108970065	0.24980896327262128	0.3481725966861252	dispensable	-	-	-	-	-	-	-	-	-
cluster_1002	185.89321038843644	-0.21846520079406587	0.38793802142560796	0.5177254869318602	0.6204212211032806	dispensable	J	Pseudouridine synthase	23S rRNA pseudouridine(1911/1915/1917) synthase[5.4.99.23]; tRNA pseudouridine(32) synthase[5.4.99.28]; 23S rRNA pseudouridine(746) synthase[5.4.99.29]	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase[K06177]; 23S rRNA pseudouridine1911/1915/1917 synthase[K06180]	-	-	-	-	-
cluster_10021	48.032281777031386	-1.656212347629253	1.5263166600445177	0.041799418368875435	0.07838000620628101	dispensable	Q	Methyltransferase	-	-	-	-	-	-	-
cluster_10025	157.27119563871506	-3.300063123828657	2.129209203846734	0.0044950906716838485	0.010969796065901207	dispensable	D	acetyltransferases and hydrolases with the alpha beta hydrolase fold	Triacylglycerol lipase[3.1.1.3]	triacylglycerol lipase[K01046]	Glycerolipid metabolism[map00561]; Metabolic pathways[map01100]	Triacylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + Fatty acid[R02250]; 1,2-Diacyl-sn-glycerol + H2O <=> 1-Acylglycerol + Fatty acid[R02687]	-	-	-
cluster_1003	611.5717715132225	0.9629522017539736	0.28213671249546246	4.0595117337627876e-4	0.0012193710946087476	dispensable	I	Carboxylesterase family	-	-	-	-	-	-	-
