feature	baseMean	log2FoldChange	lfcSE	pvalue	padj	fungi_eggnog_cat	fungi_eggnog_desc
3NTVF	10.948315886872038	-0.377931149970986	0.5613879640048842	0.16137254496829093	0.5769535777630788	L	Dna repair helicase rad25
3NTVK	45.0869276649231	-0.06867117778573152	0.4542355331619829	0.7607656549719048	0.9468046699861805	I	Cral trio domain protein
3NTVQ	11.808707921078668	0.23899295651515975	0.4622145592466225	0.3175812098481963	0.7342250699846539	S	mRNA processing protein
3NTVR	6.991807317220091	0.1584809925034048	0.39016379973934795	0.4549399506487344	NA	F	Golgi to endosome transport protein
3NTVY	12.188521773018172	-0.2657085528816799	0.49666754487608034	0.284654645405067	0.7205067969555338	G	Fructose-2,6-bisphosphatase
3NTVZ	9.121205504532158	0.09589485863594513	0.43526462374911046	0.6681493511207155	NA	E	dioxygenase
3NTW3	61.63555446140015	1.0946077859189387	0.6094641816159302	0.004097647011702249	0.09985318770621796	T	transporter
3NTW4	11.157603865029161	0.2538631864377468	0.5087599725349127	0.3058536800031933	0.7275030994386462	H	Thiamine biosynthetic bifunctional
3NTW5	30.0923457447365	0.3352646092936523	0.5151759181345527	0.19744921842001595	0.6094599208564492	B	histone deacetylase
3NTW8	28.153654722203584	0.47397070003126424	0.6037155462245708	0.09829734571766581	0.47541151844185897	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
3NTWD	8.507964340071249	-0.1873019711364509	0.5005775940761736	0.4323533968170591	NA	T	serine threonine-protein kinase
3NTWH	12.017093697924889	-0.031861564691282304	0.44943108837661266	0.886814273363012	0.9786185309401826	J	Belongs to the universal ribosomal protein uS5 family
3NTWM	38.45387922663996	-0.1707952083469593	0.43942634997304364	0.4548875096069005	0.8163291354573448	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis
3NTWN	6.68612733265652	0.34998275563440345	0.5146410263449526	0.18180826829081562	NA	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment
3NTWS	13.054011895442493	-0.23131715507314654	0.48964058522873544	0.3416611722833417	0.7408205269038235	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit
3NTWW	5.485441983057467	-0.7809975403662052	0.6138578018625209	0.021943231150483133	NA	S	Mitochondrial protein
3NTX1	26.645966155809898	-0.17542112374559418	0.49719845169252447	0.4592196051294311	0.820921533493925	K	phd transcription factor
3NTX6	18.16607709842947	-0.6343235257954308	0.6647798940868183	0.04211572885596112	0.3109536073920968	UY	Nuclear pore complex
3NTXE	11.43712635686534	0.02669784217312117	0.4995031033426778	0.9053313725207883	0.9786185309401826	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family
3NTXF	62.952161135417825	0.12219522553055562	0.38422096869519723	0.5595874129399694	0.8868089128819797	J	Belongs to the eukaryotic ribosomal protein eS4 family
3NTXM	9.309211061605566	-0.09082078754563053	0.4102240796187879	0.6762248880795735	NA	S	WD-repeat protein pop3
3NTY7	24.62931531063817	0.11332859079354042	0.40423203656232176	0.6002273745971444	0.8971711836773972	J	phenylalanyl-tRNA synthetase alpha chain
3NTY8	7.692661074796876	1.9868280802505083e-4	0.3849029082606219	0.9992412669196462	NA	O	pre-rRNA-processing protein PNO1
3NTYA	10.191487804706128	0.06012326013687703	0.46918790019952755	0.7906014429777506	0.9532512190070275	T	cmgc dyrk yak protein kinase
3NTYH	20.015854099643786	0.35331993820081975	0.5437529782664611	0.18297498066404483	0.6072933049996614	BD	Structural maintenance of chromosomes protein
3NTYJ	10.372721597682785	-1.2738409215560194	0.6922484922027697	0.001496721181123595	0.04987998527913844	G	Belongs to the PI3 PI4-kinase family
3NTYK	96.16626245488703	0.10746742777135826	0.44606632259255796	0.6347966246133454	0.9029518807864175	M	Chitin Synthase
3NTYM	13.743773810324607	0.2907916753290215	0.4825635361025355	0.24255243606540253	0.6605986935193022	I	carbamoylphosphate synthase
3NTYN	10.753794946660118	0.21908145345089478	0.42437351918485033	0.3337501204256987	0.7393603146272655	C	Belongs to the mitochondrial carrier (TC 2.A.29) family
3NTYS	30.73349601494002	1.8319058104460837	0.5770444096234246	1.7497290434370048e-5	0.0027004151570377776	C	Belongs to the cytochrome b5 family
3NTYU	10.074435863529143	-0.4810038994568679	0.5989463203804651	0.0955700213784972	0.47073319040685324	U	Signal transduction protein
3NTYW	26.900709273786838	0.11536311687077411	0.4043341208632612	0.593837503706174	0.8955920658500279	P	transporter
3NTYX	7.7467918665581665	-0.04066856213379544	0.3920116203461342	0.8473905051053012	NA	E	Xaa-pro dipeptidase
3NTYZ	17.508398941133347	0.7426207785551339	0.6338525965691192	0.026816298512870144	0.2508271961910884	O	IQ and HECT domain protein
3NTZ4	29.27409089185731	0.8241897416091897	0.682092381502507	0.017085929326338224	0.20894646342914563	J	Glycyl-trna synthetase
3NTZC	9.977182193781891	0.12156841895489129	0.4212797565406406	0.5830507204784642	0.8944700409105852	M	dolichyl-phosphate beta-glucosyltransferase
3NTZE	173.1064533456778	0.3456075119771267	0.537117701681361	0.19007722888196116	0.6094599208564492	Q	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
3NTZI	31.25456979645107	-0.006188043736954958	0.45321636154754585	0.9779578234497138	0.9973808988599617	S	cell polarity protein
3NTZK	12.674972820404731	0.35564034559647417	0.5165194359951665	0.17661883192358732	0.5968943005884739	I	Belongs to the enoyl-CoA hydratase isomerase family
3NTZR	6.832021923384302	-0.13369892772266592	0.41860821510446683	0.5455253290801652	NA	U	vacuolar protein sorting-associated protein 74
3NTZU	17.044453497841506	0.3081814841966484	0.514211320160447	0.2289289210987021	0.6529283072358756	A	Branchpoint-bridging protein
3NU01	30.810575047821512	0.13293480196348367	0.4885884049191101	0.5669859420142334	0.8928507837160857	S	nucleoporin pom152
3NU02	20.288272909203478	-0.0252533918436079	0.42612701286328475	0.9085940656169126	0.9786185309401826	L	tpr repeat-containing protein
3NU06	22.178506754284772	-0.33340775469908623	0.505373349798297	0.1969140865123621	0.6094599208564492	A	Multiple RNA-binding domain-containing protein
3NU07	206.40378270554754	0.0567744827473683	0.307508476444078	0.7471056694988643	0.9468046699861805	J	Belongs to the universal ribosomal protein uS3 family
3NU0F	10.86469356263824	8.134758406639555e-4	0.3795406512511646	0.9968669651679456	0.9992015192265854	Q	glutathione synthetase
3NU0M	14.74152159570333	0.06629690722696453	0.43372366222120257	0.7655281010557141	0.9468046699861805	E	Gamma-glutamyl phosphate reductase
3NU0P	45.22596777334712	0.47153944921737534	0.5762556380353909	0.10074368496392673	0.4782868310762963	O	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
3NU0R	51.173654416725405	0.061688343094311204	0.3992582369573144	0.7728811055571269	0.9468046699861805	J	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation
3NU0X	10.570961737008048	-0.0776636624214483	0.3858273635895573	0.711023089983135	0.9357415763061219	K	Rna polymerase ii transcription elongation factor
3NU0Z	39.08526982786995	0.016147680085592427	0.41338195781917497	0.9406930541611994	0.980947937109539	A	factor mot1
3NU13	17.588999888625462	-0.7774317570468554	0.7054186348834552	0.019368835515563704	0.2293776034322378	T	nucleotide exchange factor
3NU14	22.38364350406553	0.5041437410909608	0.5435326077172453	0.08164221349894898	0.4295493732956066	T	protein phosphatase PP2A regulatory subunit A
3NU16	17.54865643575687	-0.06820585587727425	0.4462307193097703	0.7612419732503157	0.9468046699861805	KL	Dna repair transcription protein
3NU1C	35.91147757857056	-0.0876470665777064	0.43690156782808126	0.6951637650526497	0.9249233161449613	KL	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
3NU1K	61.56619004204132	1.3775672286351868	0.5648537947081717	5.863630030207395e-4	0.0339357587998253	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain
3NU1Q	38.00472956555065	-0.10467200117404916	0.42925003864740324	0.638447415480702	0.9057076316103992	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen
3NU1R	14.513572570940234	-0.1090636876397732	0.36201915718279964	0.5864189308523963	0.8944700409105852	G	Belongs to the protein kinase superfamily
3NU1U	18.39582332051506	0.06271692712744922	0.4260897764958321	0.7762338806305817	0.9468046699861805	J	eukaryotic peptide chain release factor subunit 1
3NU1V	21.650081847443968	0.3670634074567471	0.5361134263705494	0.1695077121356535	0.5830346257332869	J	Elongation factor
3NU1X	46.65643066106098	0.21694801106043612	0.5153449766208628	0.3712661485886566	0.7686891267330941	U	exchange factor
3NU21	10.151219374454165	0.0011065504631785255	0.3785953186841792	0.99573163661338715	0.9992015192265854	DO	Cell cycle regulatory protein
3NU29	34.13405293834259	0.7479954004630349	0.633150996746531	0.026122804893672177	0.2508271961910884	T	Belongs to the OSBP family
3NU2F	25.298406322175186	-0.2569415877534384	0.5456578877950243	0.29893073039391177	0.7217756324245281	TZ	Cytokinesis protein sepa
3NU2G	16.065471540149755	-0.14452551393939933	0.46427222342748864	0.5323360547311229	0.8687957435867877	K	factor cef-1
3NU2H	22.363092171733758	-0.7457392991003775	0.6224289637361655	0.026354070416518133	0.2508271961910884	S	Stress Response protein
3NU2K	23.994883260721622	-0.06497868434371115	0.4377164258670673	0.7707472495765813	0.9468046699861805	UY	nucleoporin
3NU2T	114.1945164933361	0.08183062141809304	0.3736737289929877	0.6901432507051244	0.9248518815527427	Q	resistance protein
3NU3E	14.813099028232777	0.39981878215375816	0.5792471571273815	0.1434669671878066	0.548968643040946	A	pre-mRNA-splicing factor SYF1
3NU3F	9.331334146398957	0.11904393598099311	0.3629057347721288	0.5531980696705355	NA	T	serine threonine-protein phosphatase
3NU3G	23.350734095561883	-0.0869136516236612	0.46145436191313605	0.7020456388417469	0.9281308877221909	A	antiviral protein
3NU3I	10.479938672502282	-0.4064632043165471	0.5466552101798827	0.13862931506018167	0.548681913009483	P	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
3NU3J	1524.7223554403733	-0.3020243327846259	0.4363997408160543	0.20076817659065693	0.6124343817676612	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
3NU3N	14.612356394635777	-0.006334123639573696	0.42414943454146065	0.9769699965379529	0.9973808988599617	A	RNA helicase
3NU3R	17.5242141672885	-0.048018054750812916	0.4133849473089991	0.8251885059792108	0.9697012138791232	A	factor ATP-dependent RNA helicase PRP16
3NU3V	40.50048493959109	-0.034501025121540844	0.38898315391506527	0.8697064023780097	0.9769174425079543	G	synthase
3NU3X	33.441859609580185	-0.20848613547029718	0.47888571090648563	0.3837028617081473	0.7686891267330941	O	ubiquitin--protein ligase
3NU3Z	12.773368967338095	0.6719470370795136	0.6266003325337646	0.037823502314598426	0.295640451390066	E	Aromatic amino acid aminotransferase
3NU40	15.945149199023321	0.11179165754168854	0.44984430065453446	0.6225622489508744	0.9029518807864175	G	general alpha-glucoside permease
3NU44	11.52656252722585	0.06375486017243112	0.3734896676692778	0.7559899667078098	0.9468046699861805	K	CCR4-NOT transcription complex
