feature	baseMean	log2FoldChange	lfcSE	pvalue	padj	fungi_eggnog_cat	fungi_eggnog_desc
3NTVF	74.34517181883903	-0.08066652017974815	0.24872284857600793	0.4332571463999269	NA	L	Dna repair helicase rad25
3NTVI	62.514328936233674	-0.024723963473931108	0.20631116946115585	0.8329100268908856	NA	I	cytomegalovirus gh-receptor family protein
3NTVM	80.87070169272647	-0.32311378888591064	0.2841472323255882	0.0179266037264545	0.310811960384021	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate
3NTVQ	99.55568802378149	-0.2506191210369871	0.22629787710999782	0.06034337512092585	0.485805414389657	S	mRNA processing protein
3NTVR	53.92660398147124	-0.1619619014019444	0.23939364038538677	0.1799476720587078	NA	F	Golgi to endosome transport protein
3NTVW	31.119662865422747	-0.09417893919149138	0.2035953641427	0.4353860320097351	NA	U	snare protein
3NTVY	87.1312511797737	-0.10058996880028562	0.23456116560076054	0.37673353202836424	0.782184283820608	G	Fructose-2,6-bisphosphatase
3NTVZ	70.07772402696864	-0.10131061440743176	0.24035382289601834	0.36224283026035675	NA	E	dioxygenase
3NTW4	88.89565280807435	-0.14453229189924374	0.24370744193225127	0.21475521744776932	0.6919517474259473	H	Thiamine biosynthetic bifunctional
3NTW5	245.55396892138776	-0.1330030987373271	0.24538807271151483	0.24259130573001028	0.7032377131980071	B	histone deacetylase
3NTW9	463.42676613200183	0.10990554845593516	0.20618209250986755	0.3660725365611568	0.7811550176989721	J	Belongs to the universal ribosomal protein uL5 family
3NTWB	27.176708211749506	0.10403091990614195	0.24051792294323943	0.35087502495794637	NA	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs
3NTWE	1403.0977946689293	-0.6042809013016033	0.32267521570251984	4.253044952128549e-4	0.04975369747680969	C	Belongs to the mitochondrial carrier (TC 2.A.29) family
3NTWF	85.99951535698924	-0.10686141771023931	0.23626428499128121	0.3481315843126325	0.7811550176989721	B	histone deacetylase
3NTWG	79.69273338190361	-0.03923804837840527	0.23154882447286987	0.7191879023293739	0.936302786691679	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation
3NTWM	289.4839991523738	-0.05096217809926367	0.20285507069599776	0.6672876651791199	0.9199323764387471	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis
3NTWN	50.24591497004238	-0.14950265897620305	0.23419436876691554	0.21485328045990015	NA	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment
3NTWQ	44.9483322184666	-0.013922649288234324	0.23260348896666613	0.8969136310380328	NA	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)
3NTWS	99.95174708596923	-0.13693466065302407	0.24189473659060873	0.23783267445985135	0.7032377131980071	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit
3NTWU	85.56763881209613	-0.14712012347905803	0.20625600548561096	0.23687954784734452	0.7032377131980071	T	serine threonine-protein phosphatase
3NTWW	42.52425800341178	0.14448083460808614	0.2037025227114001	0.24473390763901132	NA	S	Mitochondrial protein
3NTWY	79.53398075077828	-0.40421658645354547	0.3249223461843415	0.0048210417185447045	0.15217185526996235	T	STE STE20 PAKA protein kinase
