uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A023UGI1	80.8511	47	6	UniRef90_A0A023UGI1 Uncharacterized protein n=1 Tax=Staphylococcus haemolyticus TaxID=1283 RepID=A0A023UGI1_STAHA	-	-	-	-	-	-	-
UniRef90_A0A024KIV1	54.3478	92	3	UniRef90_A0A024KIV1 30S ribosomal protein S19 n=6 Tax=Rhizobiales TaxID=356 RepID=A0A024KIV1_9RHIZ	2U95S	COG0185@1|root,COG0185@2|Bacteria,1RGYX@1224|Proteobacteria,2U95S@28211|Alphaproteobacteria,3N73I@45401|Hyphomicrobiaceae	28211|Alphaproteobacteria	J	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	GO:0015935,GO:0019843,GO:0003735,GO:0006412
UniRef90_A0A024T9A9	64.9351	77	1	UniRef90_A0A024T9A9 Polyubiquitin n=1 Tax=Aphanomyces invadans TaxID=157072 RepID=A0A024T9A9_9STRA	-	-	-	-	-	-	-
UniRef90_A0A031IRR4	84.4828	58	2	UniRef90_A0A031IRR4 Uncharacterized protein n=1 Tax=Pseudomonas sp. RIT357 TaxID=1470593 RepID=A0A031IRR4_9PSED	-	-	-	-	-	-	-
UniRef90_A0A031LIA7	70.2703	74	6	UniRef90_A0A031LIA7 Uncharacterized protein n=1 Tax=Acinetobacter sp. Ver3 TaxID=466088 RepID=A0A031LIA7_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A044RXA6	66.2162	74	2	UniRef90_A0A044RXA6 Uncharacterized protein n=1 Tax=Onchocerca volvulus TaxID=6282 RepID=A0A044RXA6_ONCVO	-	-	-	-	-	-	-
UniRef90_A0A059J6K8	59.5238	84	1	UniRef90_A0A059J6K8 Uncharacterized protein n=2 Tax=Trichophyton TaxID=5550 RepID=A0A059J6K8_TRIIM	-	-	-	-	-	-	-
UniRef90_A0A059XLX7	89.2857	56	1	UniRef90_A0A059XLX7 Chloroplast glutamine synthase (Fragment) n=6 Tax=Stapeliinae TaxID=1498475 RepID=A0A059XLX7_9GENT	3G9XQ	COG0174@1|root,KOG0683@2759|Eukaryota,37JCK@33090|Viridiplantae,3G9XQ@35493|Streptophyta,3HX2F@3699|Brassicales	35493|Streptophyta	E	GO:0000166,GO:0003674,GO:0003824,GO:0004356,GO:0005488,GO:0005524,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0005840,GO:0006082,GO:0006520,GO:0006536,GO:0006541,GO:0006542,GO:0006807,GO:0006950,GO:0006970,GO:0007568,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009735,GO:0009941,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0016020,GO:0016053,GO:0016211,GO:0016874,GO:0016879,GO:0016880,GO:0017076,GO:0019676,GO:0019740,GO:0019752,GO:0022626,GO:0030554,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034357,GO:0035639,GO:0036094,GO:0042221,GO:0042651,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046394,GO:0046686,GO:0048046,GO:0050896,GO:0055035,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1990904	glutamine synthetase	GO:0003824
UniRef90_A0A060BSA5	77.4194	62	1	UniRef90_A0A060BSA5 Glyco_transf_17 (Fragment) n=1 Tax=uncultured bacterium TaxID=77133 RepID=A0A060BSA5_9BACT	-	-	-	-	-	-	GO:0016020,GO:0003830,GO:0006487
UniRef90_A0A060CH66	65.2174	115	2	UniRef90_A0A060CH66 CAZy families GH23 protein (Fragment) n=1 Tax=uncultured Bradyrhizobium sp. TaxID=199684 RepID=A0A060CH66_9BRAD	-	-	-	-	-	-	-
