uniref90_ID	percent_cov	AA_length	unpaired_read_count	uniref90_desc	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc	uniref90_GO
UniRef90_A0A009HI53	63.6364	77	1	UniRef90_A0A009HI53 Prophage CP4-57 regulatory family protein n=3 Tax=Acinetobacter TaxID=469 RepID=A0A009HI53_ACIB9	-	-	-	-	-	-	-
UniRef90_A0A010JF56	78.9474	57	1	UniRef90_A0A010JF56 Uncharacterized protein n=1 Tax=Acinetobacter sp. 1566109 TaxID=1310683 RepID=A0A010JF56_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A022WA82	52.2727	88	2	UniRef90_A0A022WA82 Uncharacterized protein n=3 Tax=Trichophyton TaxID=5550 RepID=A0A022WA82_TRIRU	3P6X6	2C74E@1|root,2SCJG@2759|Eukaryota,3AA0C@33154|Opisthokonta,3P6X6@4751|Fungi,3QYVF@4890|Ascomycota,20IZC@147545|Eurotiomycetes,3B45E@33183|Onygenales,3FWHD@34384|Arthrodermataceae	4751|Fungi	S	GO:0003674,GO:0004857,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0008150,GO:0019899,GO:0030234,GO:0032780,GO:0042030,GO:0043086,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043462,GO:0044092,GO:0044424,GO:0044444,GO:0044464,GO:0050790,GO:0051117,GO:0051336,GO:0051346,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0098772	to Saccharomyces cerevisiae INH1 (YDL181W) and STF1 (YDL130W-A)	GO:0005739,GO:0042030,GO:0032780
UniRef90_A0A023UGI1	100	47	7	UniRef90_A0A023UGI1 Uncharacterized protein n=1 Tax=Staphylococcus haemolyticus TaxID=1283 RepID=A0A023UGI1_STAHA	-	-	-	-	-	-	-
UniRef90_A0A031GYD7	78.7879	99	4	UniRef90_A0A031GYD7 YlxR domain-containing protein n=38 Tax=Bacteria TaxID=2 RepID=A0A031GYD7_MICLU	2GQH0	COG2740@1|root,COG2740@2|Bacteria,2GQH0@201174|Actinobacteria,1WA8F@1268|Micrococcaceae	201174|Actinobacteria	K	-	nucleic-acid-binding protein implicated in transcription termination	-
UniRef90_A0A031LIA7	71.6216	74	3	UniRef90_A0A031LIA7 Uncharacterized protein n=1 Tax=Acinetobacter sp. Ver3 TaxID=466088 RepID=A0A031LIA7_9GAMM	-	-	-	-	-	-	-
UniRef90_A0A060CP94	67.6471	68	1	UniRef90_A0A060CP94 CAZy families GT1 protein (Fragment) n=1 Tax=uncultured bacterium TaxID=77133 RepID=A0A060CP94_9BACT	-	-	-	-	-	-	GO:0005509
UniRef90_A0A060D7E1	55.6818	88	1	UniRef90_A0A060D7E1 Cytochrome c oxidase subunit 1 n=2 Tax=Bangiaceae TaxID=31345 RepID=A0A060D7E1_9RHOD	2JPCV	COG0843@1|root,COG0843@2|Bacteria,1MU7S@1224|Proteobacteria,2TQP1@28211|Alphaproteobacteria,2JPCV@204441|Rhodospirillales	204441|Rhodospirillales	C	-	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	GO:0016021,GO:0005743,GO:0070469,GO:0004129,GO:0020037,GO:0046872,GO:0006119
UniRef90_A0A060WX12	54.4444	90	1	UniRef90_A0A060WX12 Paired domain-containing protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060WX12_ONCMY	-	-	-	-	-	-	GO:0003677,GO:0006355
UniRef90_A0A060YDE1	65.5172	87	2	UniRef90_A0A060YDE1 Uncharacterized protein n=1 Tax=Oncorhynchus mykiss TaxID=8022 RepID=A0A060YDE1_ONCMY	-	-	-	-	-	-	-
