fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	39	86.88927555445079	L	Dna repair helicase rad25	MHS388	fungi_OG
3NTVI|Fungi	217	248.84722799793315	I	cytomegalovirus gh-receptor family protein	MHS388	fungi_OG
3NTVK|Fungi	1320	1528.7988952507335	I	Cral trio domain protein	MHS388	fungi_OG
3NTVM|Fungi	179	139.41826847944992	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS388	fungi_OG
3NTVQ|Fungi	535	582.4489789152751	S	mRNA processing protein	MHS388	fungi_OG
3NTVR|Fungi	121	181.30786246941952	F	Golgi to endosome transport protein	MHS388	fungi_OG
3NTVW|Fungi	116	279.8566842717385	U	snare protein	MHS388	fungi_OG
3NTVY|Fungi	321	401.6606553730711	G	Fructose-2,6-bisphosphatase	MHS388	fungi_OG
3NTVZ|Fungi	6	22.65189205487713	E	dioxygenase	MHS388	fungi_OG
3NTW3|Fungi	2176	2047.0356174665303	T	transporter	MHS388	fungi_OG
3NTW4|Fungi	715	585.5313732678558	H	Thiamine biosynthetic bifunctional	MHS388	fungi_OG
3NTW5|Fungi	664	880.9442069710702	B	histone deacetylase	MHS388	fungi_OG
3NTW8|Fungi	488	232.75852398246826	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS388	fungi_OG
3NTW9|Fungi	1223	3052.6709525419406	J	Belongs to the universal ribosomal protein uL5 family	MHS388	fungi_OG
3NTWB|Fungi	34	36.09341825902336	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS388	fungi_OG
3NTWD|Fungi	186	275.12909617817326	T	serine threonine-protein kinase	MHS388	fungi_OG
3NTWE|Fungi	8795	10106.777057247104	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS388	fungi_OG
3NTWF|Fungi	209	103.6414875967193	B	histone deacetylase	MHS388	fungi_OG
3NTWG|Fungi	175	145.57666772939302	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS388	fungi_OG
3NTWH|Fungi	467	627.5049453260664	J	Belongs to the universal ribosomal protein uS5 family	MHS388	fungi_OG
3NTWM|Fungi	947	839.1100748971907	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS388	fungi_OG
3NTWN|Fungi	195	348.3548454721252	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS388	fungi_OG
3NTWQ|Fungi	43	31.85185185185185	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS388	fungi_OG
3NTWS|Fungi	492	500.0419859603457	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS388	fungi_OG
3NTWU|Fungi	308	294.821461815084	T	serine threonine-protein phosphatase	MHS388	fungi_OG
3NTWV|Fungi	390	990.1433691756272	P	Phosphate transporter	MHS388	fungi_OG
3NTWW|Fungi	174	265.0103682704675	S	Mitochondrial protein	MHS388	fungi_OG
3NTWY|Fungi	225	311.62868809144413	T	STE STE20 PAKA protein kinase	MHS388	fungi_OG
3NTX1|Fungi	600	201.17691858890726	K	phd transcription factor	MHS388	fungi_OG
3NTX6|Fungi	393	237.94577501721375	UY	Nuclear pore complex	MHS388	fungi_OG
3NTX7|Fungi	573	475.80645561722184	UY	Importin 11	MHS388	fungi_OG
3NTXD|Fungi	399	430.2174001176084	L	Dna polymerase gamma	MHS388	fungi_OG
3NTXE|Fungi	60	119.76047904191617	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS388	fungi_OG
3NTXF|Fungi	2504	5170.037263429752	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS388	fungi_OG
3NTXG|Fungi	77	122.19089122447235	K	-phosphatase	MHS388	fungi_OG
3NTXH|Fungi	437	1048.5162478010852	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS388	fungi_OG
3NTXI|Fungi	99	150.88762568694332	O	Deoxyhypusine synthase	MHS388	fungi_OG
3NTXM|Fungi	285	297.9878063770681	S	WD-repeat protein pop3	MHS388	fungi_OG
3NTXR|Fungi	48	84.15679134677612	A	factor SLT11	MHS388	fungi_OG
3NTXU|Fungi	310	343.60980868860526	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS388	fungi_OG
3NTXV|Fungi	86	97.37540746715058	O	Glycosyltransferase family 33 protein	MHS388	fungi_OG
3NTXX|Fungi	159	303.20875478598776	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	MHS388	fungi_OG
3NTXY|Fungi	95	107.56774619960342	E	nitrilase	MHS388	fungi_OG
3NTXZ|Fungi	196	233.44544076333693	KL	Transcription factor	MHS388	fungi_OG
3NTY2|Fungi	4013	4212.858294374045	C	Fumarate hydratase	MHS388	fungi_OG
3NTY3|Fungi	851	1273.419336634233	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS388	fungi_OG
3NTY4|Fungi	278	325.4702198156427	J	YdiU domain protein	MHS388	fungi_OG
3NTY5|Fungi	61	93.70199692780338	T	cmgc cdk protein kinase	MHS388	fungi_OG
3NTY6|Fungi	218	141.7916365407971	S	Transcription factor	MHS388	fungi_OG
3NTY7|Fungi	874	1184.5215686088618	J	phenylalanyl-tRNA synthetase alpha chain	MHS388	fungi_OG
3NTY8|Fungi	182	151.66666666666669	O	pre-rRNA-processing protein PNO1	MHS388	fungi_OG
