other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MEH9|Others	18	76.92307692307692	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS347	other_OG
1MJPT|Others	29	136.15023474178403	-	-	MHS347	other_OG
2EV12|Others	2	6.633663366336634	S	Pfam:GVQW	MHS347	other_OG
2EWTI|Others	38	149.60989621606652	-	-	MHS347	other_OG
2F9WG|Others	15	83.66125986624861	S	Pfam:GVQW	MHS347	other_OG
2FC0B|Others	40	178.51085611545332	-	-	MHS347	other_OG
2FDWY|Others	12	40	-	-	MHS347	other_OG
2NBM6|Others	110	122.93423755654229	E	-	MHS347	other_OG
2QR09|Others	29	101.75438596491229	C	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	MHS347	other_OG
2S5UM|Others	28	81.15942028985508	C	LAGLIDADG endonuclease	MHS347	other_OG
2S72P|Others	4	6.872852233676976	-	-	MHS347	other_OG
2SCCX|Others	314	498.41269841269843	-	-	MHS347	other_OG
2SQ9Y|Others	23	90.3558052434457	-	-	MHS347	other_OG
2SX4C|Others	10	36.63003663003663	-	-	MHS347	other_OG
34H7W|Others	1	4.016064257028113	O	Belongs to the heat shock protein 70 family	MHS347	other_OG
34K7J|Others	16	56.73758865248227	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	MHS347	other_OG
37PTM|Others	20	100.07122507122507	U	Belongs to the small GTPase superfamily. Arf family	MHS347	other_OG
37U20|Others	9	50	J	60S ribosomal protein	MHS347	other_OG
37UE8|Others	1	5.208333333333333	B	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling	MHS347	other_OG
381XB|Others	7	41.666666666666664	-	-	MHS347	other_OG
38CV6|Others	6	21.50537634408602	IT	delta14-sterol reductase activity	MHS347	other_OG
38EJA|Others	1897	6623.309205235067	O	Belongs to the heat shock protein 70 family	MHS347	other_OG
39N4Q|Others	411	272.3658051689861	IQ	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS347	other_OG
39TZY|Others	143	288.2296816723046	I	queuine tRNA-ribosyltransferase activity	MHS347	other_OG
39Y50|Others	114	162.3931623931624	S	Podospora anserina S mat genomic DNA chromosome	MHS347	other_OG
3B98R|Others	17	84.57711442786069	S	Alpha beta hydrolase domain-containing protein	MHS347	other_OG
3B9E3|Others	1	4.975124378109452	TU	WD repeat-containing protein 81	MHS347	other_OG
3B9HR|Others	1	5.05050505050505	T	lipoprotein receptor-related protein	MHS347	other_OG
3B9N0|Others	1	5.128205128205128	A	RNA secondary structure unwinding	MHS347	other_OG
3B9NH|Others	23	100.28956176221897	A	factor 6	MHS347	other_OG
3B9WN|Others	2090	1949.6311348827362	S	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS347	other_OG
3BA5Z|Others	1	5.291005291005291	T	Sterile alpha motif.	MHS347	other_OG
3BA9A|Others	2	9.432734842570909	K	nucleic acid binding	MHS347	other_OG
3BACX|Others	14	81.87134502923976	T	positive regulation of endothelial cell chemotaxis	MHS347	other_OG
3BAEP|Others	1	6.0606060606060606	P	cyclic nucleotide-gated ion channel activity	MHS347	other_OG
3BB5I|Others	4	18.41739287175114	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	MHS347	other_OG
3BB7S|Others	3	16.666666666666668	MV	regulation of choline O-acetyltransferase activity	MHS347	other_OG
3BB7W|Others	15	81.9672131147541	T	Belongs to the OSBP family	MHS347	other_OG
3BBG4|Others	3	10.416666666666668	K	histone acetylation	MHS347	other_OG
3BBGP|Others	24	108.56218818298699	Z	ATP binding	MHS347	other_OG
