fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	511	281.921101774043	L	Dna repair helicase rad25	MHS424	fungi_OG
3NTVI|Fungi	251	212.5957648092306	I	cytomegalovirus gh-receptor family protein	MHS424	fungi_OG
3NTVK|Fungi	5887	4039.4089898023485	I	Cral trio domain protein	MHS424	fungi_OG
3NTVM|Fungi	840	873.7487863215109	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS424	fungi_OG
3NTVQ|Fungi	361	472.6239362921523	S	mRNA processing protein	MHS424	fungi_OG
3NTVR|Fungi	527	456.05981725576345	F	Golgi to endosome transport protein	MHS424	fungi_OG
3NTVT|Fungi	2	6.006006006006006	O	leucine carboxyl methyltransferase	MHS424	fungi_OG
3NTVW|Fungi	293	768.7941057099046	U	snare protein	MHS424	fungi_OG
3NTVY|Fungi	243	545.4660852386851	G	Fructose-2,6-bisphosphatase	MHS424	fungi_OG
3NTVZ|Fungi	381	333.5514410625281	E	dioxygenase	MHS424	fungi_OG
3NTW3|Fungi	2967	2545.1202249712333	T	transporter	MHS424	fungi_OG
3NTW4|Fungi	520	536.8472460453593	H	Thiamine biosynthetic bifunctional	MHS424	fungi_OG
3NTW5|Fungi	2730	1364.5516305584404	B	histone deacetylase	MHS424	fungi_OG
3NTW8|Fungi	750	313.20223830304656	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS424	fungi_OG
3NTW9|Fungi	11153	31578.49125439748	J	Belongs to the universal ribosomal protein uL5 family	MHS424	fungi_OG
3NTWB|Fungi	422	813.6554221459883	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS424	fungi_OG
3NTWD|Fungi	358	329.3755239710671	T	serine threonine-protein kinase	MHS424	fungi_OG
3NTWE|Fungi	7897	9720.081651537539	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS424	fungi_OG
3NTWF|Fungi	105	268.49850086025765	B	histone deacetylase	MHS424	fungi_OG
3NTWG|Fungi	611	566.2329733855455	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS424	fungi_OG
3NTWH|Fungi	665	635.1480420248329	J	Belongs to the universal ribosomal protein uS5 family	MHS424	fungi_OG
3NTWM|Fungi	2448	1437.381424027101	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS424	fungi_OG
3NTWN|Fungi	700	890.4376243787206	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS424	fungi_OG
3NTWS|Fungi	1293	973.3689052518617	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS424	fungi_OG
3NTWU|Fungi	426	603.9206055505241	T	serine threonine-protein phosphatase	MHS424	fungi_OG
3NTWV|Fungi	523	983.6807146129179	P	Phosphate transporter	MHS424	fungi_OG
3NTWW|Fungi	417	958.5252175788527	S	Mitochondrial protein	MHS424	fungi_OG
3NTWY|Fungi	402	176.5345391886634	T	STE STE20 PAKA protein kinase	MHS424	fungi_OG
3NTX1|Fungi	1178	731.0743748425732	K	phd transcription factor	MHS424	fungi_OG
3NTX6|Fungi	750	519.7999884018402	UY	Nuclear pore complex	MHS424	fungi_OG
3NTX7|Fungi	688	542.7097638617892	UY	Importin 11	MHS424	fungi_OG
3NTXD|Fungi	627	299.2148306174472	L	Dna polymerase gamma	MHS424	fungi_OG
3NTXE|Fungi	152	182.25047080979283	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS424	fungi_OG
3NTXF|Fungi	6845	11917.034435477832	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS424	fungi_OG
3NTXG|Fungi	332	678.1127516692915	K	-phosphatase	MHS424	fungi_OG
3NTXH|Fungi	652	1054.2877365162633	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS424	fungi_OG
3NTXI|Fungi	215	389.535452970192	O	Deoxyhypusine synthase	MHS424	fungi_OG
3NTXM|Fungi	549	602.6430869935916	S	WD-repeat protein pop3	MHS424	fungi_OG
3NTXU|Fungi	958	1283.9426085812233	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS424	fungi_OG
3NTXV|Fungi	199	165.00829187396351	O	Glycosyltransferase family 33 protein	MHS424	fungi_OG
3NTXX|Fungi	300	243.6824099745448	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	MHS424	fungi_OG
3NTXY|Fungi	43	93.68191721132897	E	nitrilase	MHS424	fungi_OG
3NTXZ|Fungi	310	465.1029411764706	KL	Transcription factor	MHS424	fungi_OG
3NTY0|Fungi	369	327.4333730029933	S	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery. Required for the maturation of extramitochondrial Fe S proteins	MHS424	fungi_OG
3NTY2|Fungi	3307	3066.9269840568422	C	Fumarate hydratase	MHS424	fungi_OG
3NTY3|Fungi	1919	3660.6410735514482	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS424	fungi_OG
3NTY4|Fungi	2418	2221.4346943986257	J	YdiU domain protein	MHS424	fungi_OG
3NTY6|Fungi	138	87.47483067911404	S	Transcription factor	MHS424	fungi_OG
3NTY7|Fungi	1039	1119.5708979544	J	phenylalanyl-tRNA synthetase alpha chain	MHS424	fungi_OG
3NTY8|Fungi	582	1096.5421860875133	O	pre-rRNA-processing protein PNO1	MHS424	fungi_OG
3NTY9|Fungi	156	212.00139312859807	L	DNA-dependent ATPase and 5'-3' DNA helicase required for the maintenance of both mitochondrial and nuclear genome stability. Efficiently unwinds G-quadruplex (G4) DNA structures and forked RNA-DNA hybrids. Resolves G4 structures, preventing replication pausing and double-strand breaks (DSBs) at G4 motifs. Involved in the maintenance of telomeric DNA. Inhibits telomere elongation, de novo telomere formation and telomere addition to DSBs via catalytic inhibition of telomerase. Reduces the processivity of telomerase by displacing active telomerase from DNA ends. Releases telomerase by unwinding the short telomerase RNA telomeric DNA hybrid that is the intermediate in the telomerase reaction. Involved in the maintenance of ribosomal (rDNA). Required for efficient fork arrest at the replicaion fork barrier within rDNA. Involved in the maintenance of mitochondrial (mtDNA). Required to maintain mtDNA under conditions that introduce dsDNA breaks in mtDNA, either preventing or repairing dsDNA breaks. May inhibit replication progression to allow time for repair. May have a general role in chromosomal replication by affecting Okazaki fragment maturation. May have a role in conjunction with DNA2 helicase nuclease in 5'-flap extension during Okazaki fragment processing	MHS424	fungi_OG
3NTYA|Fungi	578	634.9833788928509	T	cmgc dyrk yak protein kinase	MHS424	fungi_OG
3NTYD|Fungi	2183	2826.7779106654543	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS424	fungi_OG
3NTYE|Fungi	247	201.24709862701127	S	NA	MHS424	fungi_OG
3NTYH|Fungi	1661	1227.9652583054533	BD	Structural maintenance of chromosomes protein	MHS424	fungi_OG
3NTYI|Fungi	110	102.1355617455896	H	Lipoate-protein ligase	MHS424	fungi_OG
3NTYJ|Fungi	462	462.3698401581409	G	Belongs to the PI3 PI4-kinase family	MHS424	fungi_OG
3NTYK|Fungi	7335	5783.097755178483	M	Chitin Synthase	MHS424	fungi_OG
3NTYM|Fungi	1793	2587.864676215193	I	carbamoylphosphate synthase	MHS424	fungi_OG
3NTYN|Fungi	507	545.02911507063925	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS424	fungi_OG
3NTYP|Fungi	487	514.7340061735631	IJT	acetamidase	MHS424	fungi_OG
3NTYR|Fungi	470	460.9869837218108	L	DNA repair helicase	MHS424	fungi_OG
3NTYS|Fungi	2450	2206.22022887633	C	Belongs to the cytochrome b5 family	MHS424	fungi_OG
3NTYU|Fungi	692	523.6530092358313	U	Signal transduction protein	MHS424	fungi_OG
3NTYW|Fungi	826	1794.3182827362625	P	transporter	MHS424	fungi_OG
3NTYX|Fungi	479	1063.9025151301573	E	Xaa-pro dipeptidase	MHS424	fungi_OG
