other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MDM3|Others	53	165.10903426791276	S	DUF185 family protein. Source PGD	MHS334	other_OG
1MI1U|Others	129	505.88235294117646	S	function. Source PGD	MHS334	other_OG
1MJPT|Others	2	9.389671361502348	-	-	MHS334	other_OG
2EPPS|Others	143	530.3145035085062	-	-	MHS334	other_OG
2EV12|Others	19	78.5477864342844	S	Pfam:GVQW	MHS334	other_OG
2EWTI|Others	75	293.19987091028725	-	-	MHS334	other_OG
2F9WG|Others	108	500.6041704706647	S	Pfam:GVQW	MHS334	other_OG
2FC0B|Others	126	480.0953890269201	-	-	MHS334	other_OG
2QTI9|Others	32	121.2121212121212	G	ribulose-bisphosphate carboxylase activity	MHS334	other_OG
2QTPB|Others	57	136.69064748201438	C	ribulose-bisphosphate carboxylase activity	MHS334	other_OG
2QWJF|Others	33	106.79611650485437	C	photosynthetic electron transport in photosystem II	MHS334	other_OG
2S2UT|Others	23	97.04641350210971	S	RNA folding	MHS334	other_OG
2S4XD|Others	185	642.3611111111112	S	Retrotransposon gag protein	MHS334	other_OG
2S72P|Others	136	233.6769759450172	-	-	MHS334	other_OG
2S761|Others	61	190.03115264797506	-	-	MHS334	other_OG
2SA0X|Others	176	496.1748633879782	S	Retroviral aspartyl protease	MHS334	other_OG
2SBXY|Others	20	49.01960784313726	-	-	MHS334	other_OG
2SCCX|Others	1768	2806.3492063492063	-	-	MHS334	other_OG
2SCK3|Others	107	575.2688172043011	S	gag-polypeptide of LTR copia-type	MHS334	other_OG
2SD0M|Others	416	962.1749408983452	S	Retrotransposon gag protein	MHS334	other_OG
2SD5T|Others	72	275.8620689655172	-	-	MHS334	other_OG
2SEYV|Others	1	6.0606060606060606	-	-	MHS334	other_OG
2SG10|Others	67	237.58865248226954	-	-	MHS334	other_OG
2SIVR|Others	23	115.49707602339181	V	Beta-lactamase enzyme family	MHS334	other_OG
2SQ9Y|Others	193	855.2576661376996	-	-	MHS334	other_OG
2SRBY|Others	95	201.69851380042465	-	-	MHS334	other_OG
2SUNV|Others	2	8.438818565400844	-	-	MHS334	other_OG
2SWW4|Others	27	155.17241379310346	-	-	MHS334	other_OG
2T0AF|Others	1597	1768.8170911397872	L	Retroviral aspartyl protease	MHS334	other_OG
2XF0J|Others	349	531.4618523787578	C	Photosynthetic reaction centre protein	MHS334	other_OG
2XG23|Others	2	6.472491909385114	S	Putative Phosphatase	MHS334	other_OG
2XH5S|Others	30	156.25	J	Ribosomal protein L33	MHS334	other_OG
34HEA|Others	36	142.85714285714286	C	NADPH adrenodoxin oxidoreductase, mitochondrial	MHS334	other_OG
34JFK|Others	13	54.16666666666667	KT	C-terminal domain on Strawberry notch homologue	MHS334	other_OG
34K08|Others	17	79.81220657276995	C	response to herbicide	MHS334	other_OG
34K7W|Others	1	4.901960784313726	Z	Belongs to the actin family	MHS334	other_OG
34MTJ|Others	5	21.09704641350211	S	Acetyltransferase (GNAT) family	MHS334	other_OG
37HVP|Others	276	471.6882120835982	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	MHS334	other_OG
37JU6|Others	42	175	U	Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family	MHS334	other_OG
37MKC|Others	705	1462.2939815967525	L	transposition, RNA-mediated	MHS334	other_OG
37R6P|Others	4725	7706.514569680772	E	Uncharacterized protein K02A2.6-like	MHS334	other_OG
37RRH|Others	4074	9825.820088358705	I	DNA RNA polymerases superfamily protein	MHS334	other_OG
37SNQ|Others	246	744.7351564424735	L	spliceosomal complex assembly	MHS334	other_OG
37U4N|Others	2	7.751937984496124	O	ATP-dependent Clp protease, proteolytic subunit	MHS334	other_OG
37UVQ|Others	2442	4762.591006915459	L	Gag protease polyprotein	MHS334	other_OG
37VAY|Others	53	176.66666666666669	C	essential for photochemical activity. FB is the terminal electron acceptor of PSI, donating electrons to ferredoxin. The C-terminus interacts with PsaA B D and helps assemble the protein into the PSI complex. Required for binding of PsaD and PsaE to PSI. PSI is a plastocyanin-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn	MHS334	other_OG
37XFT|Others	6845	11496.487050301574	L	transposition, RNA-mediated	MHS334	other_OG
37XMI|Others	41	78.09523809523809	S	-	MHS334	other_OG
37ZW4|Others	36	106.04288499025341	L	transposition, RNA-mediated	MHS334	other_OG
38220|Others	2	8.771929824561402	L	Integrase core domain	MHS334	other_OG
388KY|Others	104	500.3660753405247	L	transposition, RNA-mediated	MHS334	other_OG
389ZI|Others	59	163.88888888888889	-	-	MHS334	other_OG
38D2A|Others	1	3.7878787878787876	I	carboxylic ester hydrolase activity	MHS334	other_OG
38E06|Others	31	109.92907801418441	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	MHS334	other_OG
38EJA|Others	253	882.9056079549609	O	Belongs to the heat shock protein 70 family	MHS334	other_OG
39N4Q|Others	1322	876.076872100729	IQ	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS334	other_OG
39TZY|Others	226	553.9075375140949	I	queuine tRNA-ribosyltransferase activity	MHS334	other_OG
39Y50|Others	1038	1478.6324786324788	S	Podospora anserina S mat genomic DNA chromosome	MHS334	other_OG
3B9AX|Others	2	9.803921568627452	UZ	positive regulation of establishment of T cell polarity	MHS334	other_OG
3B9B3|Others	1	6.410256410256411	C	isocitrate dehydrogenase (NAD+) activity	MHS334	other_OG
3B9DB|Others	1	5.128205128205128	OT	calcium-dependent cysteine-type endopeptidase activity	MHS334	other_OG
3B9E3|Others	5	22.608695652173914	TU	WD repeat-containing protein 81	MHS334	other_OG
3B9HI|Others	1	3.9682539682539684	T	serine threonine-protein kinase	MHS334	other_OG
3B9HR|Others	2	9.389671361502348	T	lipoprotein receptor-related protein	MHS334	other_OG
3B9MR|Others	1	5.74712643678161	K	nucleic acid-templated transcription	MHS334	other_OG
3B9N0|Others	5	23.744398759708005	A	RNA secondary structure unwinding	MHS334	other_OG
3B9NH|Others	10	41.78765630596846	A	factor 6	MHS334	other_OG
3B9QZ|Others	4	18.982932776036222	TZ	homologous chromosome movement towards spindle pole involved in homologous chromosome segregation	MHS334	other_OG
3B9RY|Others	73	279.6934865900383	T	SWAP switching B-cell complex	MHS334	other_OG
3B9RZ|Others	2	8.333333333333334	Z	actin filament severing	MHS334	other_OG
3B9S0|Others	7	25.68106945465436	T	positive regulation of microtubule binding	MHS334	other_OG
3B9TM|Others	10	38.314176245210724	S	kinase activity	MHS334	other_OG
3B9U6|Others	2	6.944444444444445	T	Fc receptor mediated inhibitory signaling pathway	MHS334	other_OG
3B9WN|Others	11645	10556.115261052808	S	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS334	other_OG
3B9X0|Others	1	4.761904761904762	K	RNA splicing	MHS334	other_OG
3BA18|Others	60	172.3105773738685	O	heat shock	MHS334	other_OG
3BA19|Others	11	45.833333333333336	Q	ATPase activity, coupled to transmembrane movement of substances	MHS334	other_OG
3BA24|Others	2	7.092198581560284	AK	factor 40 homolog	MHS334	other_OG
3BA5H|Others	208	494.1922437281569	L	K02A2.6-like	MHS334	other_OG
3BA5Y|Others	1	5.376344086021505	U	Endomembrane protein 70	MHS334	other_OG
3BA5Z|Others	5	17.54385964912281	T	Sterile alpha motif.	MHS334	other_OG
3BA6R|Others	3	12.82051282051282	J	leucyl-tRNA aminoacylation	MHS334	other_OG
3BA7U|Others	2	5.797101449275363	Z	epithelial cell differentiation	MHS334	other_OG
3BA9A|Others	202	827.1775532700057	S	nucleic acid binding	MHS334	other_OG
3BAE9|Others	3	10.913777133421931	S	protein localization to photoreceptor outer segment	MHS334	other_OG
3BAEJ|Others	2	6.734006734006734	TZ	Rho GTPase binding	MHS334	other_OG
3BAFZ|Others	99	358.695652173913	W	collagen	MHS334	other_OG
3BAHC|Others	4	16.46090534979424	K	negative regulation of cardiac chamber formation	MHS334	other_OG
3BAK5|Others	1	5.05050505050505	G	glycogen (starch) synthase activity	MHS334	other_OG
3BANR|Others	2	7.326007326007326	Z	cerebral cortex development	MHS334	other_OG
3BAQ7|Others	1	3.875968992248062	K	hypermethylation of CpG island	MHS334	other_OG
3BARX|Others	2	8.18273092369478	Z	IQ motif containing GTPase activating protein	MHS334	other_OG
