other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MBRQ|Others	5	17.36111111111111	S	Source PGD	MHS438	other_OG
1MBS0|Others	9	22.900763358778626	G	Trehalose-6-phosphate synthase. Source PGD	MHS438	other_OG
1MEH9|Others	699	1173.7619106040158	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS438	other_OG
1MFAQ|Others	10	31.446540880503143	S	Source PGD	MHS438	other_OG
1MFKV|Others	71	189.33333333333334	L	Origin recognition complex subunit. Source PGD	MHS438	other_OG
1MFXH|Others	149	297.3496543290594	E	Urease. Source PGD	MHS438	other_OG
1MFZZ|Others	2	7.017543859649123	Q	Source PGD	MHS438	other_OG
1MGDI|Others	162	104.65116279069767	L	DNA mismatch repair protein MLH3. Source PGD	MHS438	other_OG
1MIFZ|Others	161	291.66666666666663	-	-	MHS438	other_OG
1MJPT|Others	2	9.389671361502348	-	-	MHS438	other_OG
1MK9K|Others	224	711.1111111111111	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS438	other_OG
2EV12|Others	2	7.168458781362006	S	Pfam:GVQW	MHS438	other_OG
2EWTI|Others	4	16.046905653647226	-	-	MHS438	other_OG
2F9WG|Others	2	8.996212121212121	S	Pfam:GVQW	MHS438	other_OG
2FC0B|Others	1	3.5087719298245617	-	-	MHS438	other_OG
2FDWY|Others	9	30	-	-	MHS438	other_OG
2RZGN|Others	324	178.83225277591475	S	plant mutator transposase zinc finger	MHS438	other_OG
2RZRE|Others	73	155.98290598290598	-	-	MHS438	other_OG
2S5UM|Others	1831	3103.972516870759	C	LAGLIDADG endonuclease	MHS438	other_OG
2S6ZE|Others	71	260.07326007326003	-	-	MHS438	other_OG
2S8FT|Others	27	47.83021856192588	K	transferase activity, transferring acyl groups	MHS438	other_OG
2SF6P|Others	409	1770.5627705627705	-	-	MHS438	other_OG
2SJYH|Others	4	23.391812865497073	G	Glycosyl hydrolases family 43	MHS438	other_OG
2SNE7|Others	11	32.16374269005848	-	-	MHS438	other_OG
2SR5E|Others	16	50.31446540880503	-	-	MHS438	other_OG
2SW5Y|Others	381	1365.5913978494623	-	-	MHS438	other_OG
2SWXZ|Others	376	1765.2582159624415	-	-	MHS438	other_OG
