fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	304	268.6449183829486	L	Dna repair helicase rad25	MHS376	fungi_OG
3NTVI|Fungi	137	130.81356100498851	I	cytomegalovirus gh-receptor family protein	MHS376	fungi_OG
3NTVK|Fungi	5423	4081.0524248190786	I	Cral trio domain protein	MHS376	fungi_OG
3NTVM|Fungi	406	406.23237259059056	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS376	fungi_OG
3NTVQ|Fungi	307	388.5965226094368	S	mRNA processing protein	MHS376	fungi_OG
3NTVR|Fungi	137	170.33117005672565	F	Golgi to endosome transport protein	MHS376	fungi_OG
3NTVW|Fungi	221	517.6499740607159	U	snare protein	MHS376	fungi_OG
3NTVY|Fungi	426	701.8280557063457	G	Fructose-2,6-bisphosphatase	MHS376	fungi_OG
3NTVZ|Fungi	292	320.2163691414497	E	dioxygenase	MHS376	fungi_OG
3NTW3|Fungi	2885	2122.908092382113	T	transporter	MHS376	fungi_OG
3NTW4|Fungi	479	533.9003654806722	H	Thiamine biosynthetic bifunctional	MHS376	fungi_OG
3NTW5|Fungi	1109	671.801307650263	B	histone deacetylase	MHS376	fungi_OG
3NTW8|Fungi	807	468.090329410847	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS376	fungi_OG
3NTW9|Fungi	3260	9504.458956418022	J	Belongs to the universal ribosomal protein uL5 family	MHS376	fungi_OG
3NTWB|Fungi	534	825.9131028575513	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS376	fungi_OG
3NTWD|Fungi	203	253.7227836600531	T	serine threonine-protein kinase	MHS376	fungi_OG
3NTWE|Fungi	5634	6930.669024049246	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS376	fungi_OG
3NTWF|Fungi	231	199.47419293530027	B	histone deacetylase	MHS376	fungi_OG
3NTWG|Fungi	512	423.0969044767265	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS376	fungi_OG
3NTWH|Fungi	214	284.2162348441849	J	Belongs to the universal ribosomal protein uS5 family	MHS376	fungi_OG
3NTWM|Fungi	1449	881.7331234583478	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS376	fungi_OG
3NTWN|Fungi	407	444.17234673175926	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS376	fungi_OG
3NTWQ|Fungi	176	153.2003406613925	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS376	fungi_OG
3NTWS|Fungi	699	577.1213581231648	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS376	fungi_OG
3NTWU|Fungi	818	979.7466256569536	T	serine threonine-protein phosphatase	MHS376	fungi_OG
3NTWV|Fungi	254	569.5136199241045	P	Phosphate transporter	MHS376	fungi_OG
3NTWW|Fungi	172	355.01113032736885	S	Mitochondrial protein	MHS376	fungi_OG
3NTWY|Fungi	295	155.68497535661382	T	STE STE20 PAKA protein kinase	MHS376	fungi_OG
3NTX1|Fungi	816	361.27423100236757	K	phd transcription factor	MHS376	fungi_OG
3NTX6|Fungi	573	477.83859465515775	UY	Nuclear pore complex	MHS376	fungi_OG
3NTX7|Fungi	461	326.3209207696839	UY	Importin 11	MHS376	fungi_OG
3NTXD|Fungi	594	287.21592445698417	L	Dna polymerase gamma	MHS376	fungi_OG
3NTXE|Fungi	130	181.86494129772245	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS376	fungi_OG
3NTXF|Fungi	1975	3723.5541914779387	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS376	fungi_OG
3NTXG|Fungi	332	550.121221714424	K	-phosphatase	MHS376	fungi_OG
3NTXH|Fungi	386	719.707177666829	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS376	fungi_OG
3NTXI|Fungi	159	319.90929142701424	O	Deoxyhypusine synthase	MHS376	fungi_OG
3NTXM|Fungi	268	282.19452606408856	S	WD-repeat protein pop3	MHS376	fungi_OG
3NTXR|Fungi	92	113.47480704509296	A	factor SLT11	MHS376	fungi_OG
3NTXU|Fungi	428	547.5632747455787	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS376	fungi_OG
3NTXV|Fungi	187	194.8269950381323	O	Glycosyltransferase family 33 protein	MHS376	fungi_OG
3NTXX|Fungi	220	217.88562034512736	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	MHS376	fungi_OG
3NTXY|Fungi	50	50.20128582587273	E	nitrilase	MHS376	fungi_OG
3NTXZ|Fungi	324	339.17428328792073	KL	Transcription factor	MHS376	fungi_OG
3NTY0|Fungi	96	122.16962914008104	S	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery. Required for the maturation of extramitochondrial Fe S proteins	MHS376	fungi_OG
3NTY2|Fungi	2935	3146.9111062428315	C	Fumarate hydratase	MHS376	fungi_OG
3NTY3|Fungi	906	1511.307224926487	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS376	fungi_OG
3NTY4|Fungi	719	673.9001943931245	J	YdiU domain protein	MHS376	fungi_OG
3NTY5|Fungi	22	33.79416282642089	T	cmgc cdk protein kinase	MHS376	fungi_OG
3NTY6|Fungi	194	170.739351834967	S	Transcription factor	MHS376	fungi_OG
3NTY7|Fungi	591	700.6874916843343	J	phenylalanyl-tRNA synthetase alpha chain	MHS376	fungi_OG
3NTY8|Fungi	419	603.8717202171579	O	pre-rRNA-processing protein PNO1	MHS376	fungi_OG
