bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7SI|Bacteria	7	8.303677342823251	S	Protein of unknown function (DUF3388)	MHS593	bacteria_OG
2Z83G|Bacteria	10	25.495849180059707	S	NA	MHS593	bacteria_OG
2Z85C|Bacteria	13	46.246584771649765	C	protein-chromophore linkage	MHS593	bacteria_OG
2Z8JK|Bacteria	2	7.936507936507937	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex	MHS593	bacteria_OG
2Z8NN|Bacteria	11	14.102564102564102	S	Domain of unknown function (DUF1845)	MHS593	bacteria_OG
2Z90C|Bacteria	4	19.898504273504273	S	Protein of unknown function (DUF3710)	MHS593	bacteria_OG
2Z90D|Bacteria	2	3.9447731755424065	S	NA	MHS593	bacteria_OG
2Z96Y|Bacteria	24	44.9438202247191	S	UPF0259 membrane protein	MHS593	bacteria_OG
2Z9EC|Bacteria	4	15.873015873015873	S	cellulose biosynthetic process	MHS593	bacteria_OG
2Z9JM|Bacteria	7	23.878536922015183	S	NAD-specific glutamate dehydrogenase	MHS593	bacteria_OG
2ZA0R|Bacteria	5	25.252525252525253	S	Domain of unknown function (DUF4300)	MHS593	bacteria_OG
2ZA17|Bacteria	38	82.78867102396514	S	NA	MHS593	bacteria_OG
2ZA62|Bacteria	1	3.875968992248062	S	Domain of unknown function (DUF4191)	MHS593	bacteria_OG
2ZAQK|Bacteria	1	4.11522633744856	S	NA	MHS593	bacteria_OG
2ZARS|Bacteria	159	791.044776119403	S	NA	MHS593	bacteria_OG
2ZAV8|Bacteria	1	3.584229390681003	S	EcsC protein family	MHS593	bacteria_OG
2ZAVY|Bacteria	17	51.42332415059688	S	NA	MHS593	bacteria_OG
2ZBU7|Bacteria	6	7.49063670411985	S	Protein of unknown function (DUF3027)	MHS593	bacteria_OG
2ZBVG|Bacteria	12	35.2762109409974	S	Protein of unknown function (DUF2992)	MHS593	bacteria_OG
2ZBVN|Bacteria	6	20.029239766081872	S	Belongs to the UPF0403 family	MHS593	bacteria_OG
2ZC43|Bacteria	4425	7041.367489482707	S	NA	MHS593	bacteria_OG
2ZCGZ|Bacteria	21	44.0251572327044	S	NA	MHS593	bacteria_OG
