fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVI|Fungi	40	156.86274509803923	I	cytomegalovirus gh-receptor family protein	MHS426	fungi_OG
3NTVK|Fungi	1248	1268.8838540666259	I	Cral trio domain protein	MHS426	fungi_OG
3NTVM|Fungi	122	106.14255220953041	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS426	fungi_OG
3NTVQ|Fungi	251	278.09206164891106	S	mRNA processing protein	MHS426	fungi_OG
3NTVW|Fungi	42	93.98665850278753	U	snare protein	MHS426	fungi_OG
3NTVY|Fungi	45	126.38888888888889	G	Fructose-2,6-bisphosphatase	MHS426	fungi_OG
3NTW3|Fungi	829	824.9467723263798	T	transporter	MHS426	fungi_OG
3NTW4|Fungi	175	122.84156918914618	H	Thiamine biosynthetic bifunctional	MHS426	fungi_OG
3NTW5|Fungi	596	574.2550961083489	B	histone deacetylase	MHS426	fungi_OG
3NTW8|Fungi	45	98.55820829476043	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS426	fungi_OG
3NTW9|Fungi	2719	6839.56193200504	J	Belongs to the universal ribosomal protein uL5 family	MHS426	fungi_OG
3NTWB|Fungi	55	80.55174183043431	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS426	fungi_OG
3NTWD|Fungi	109	176.28884417616814	T	serine threonine-protein kinase	MHS426	fungi_OG
3NTWE|Fungi	4623	5130.405858032096	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS426	fungi_OG
3NTWF|Fungi	28	56.77232622861621	B	histone deacetylase	MHS426	fungi_OG
3NTWG|Fungi	58	38.82195448460509	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS426	fungi_OG
3NTWH|Fungi	423	549.0852018713493	J	Belongs to the universal ribosomal protein uS5 family	MHS426	fungi_OG
3NTWM|Fungi	363	184.494146743323	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS426	fungi_OG
3NTWN|Fungi	14	37.333333333333336	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS426	fungi_OG
3NTWQ|Fungi	165	161.7635316568056	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS426	fungi_OG
3NTWS|Fungi	9	12.987012987012989	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS426	fungi_OG
3NTWU|Fungi	136	176.162635325023	T	serine threonine-protein phosphatase	MHS426	fungi_OG
3NTWV|Fungi	424	1072.4308448034883	P	Phosphate transporter	MHS426	fungi_OG
3NTWW|Fungi	12	45.45454545454545	S	Mitochondrial protein	MHS426	fungi_OG
3NTWY|Fungi	19	30.015797788309637	T	STE STE20 PAKA protein kinase	MHS426	fungi_OG
3NTX1|Fungi	8	16.666666666666668	K	phd transcription factor	MHS426	fungi_OG
