other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MK9K|Others	211	669.8412698412699	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS344	other_OG
2D971|Others	1	4.62962962962963	-	-	MHS344	other_OG
2EW6S|Others	64	109.40170940170941	-	-	MHS344	other_OG
2EWTI|Others	32	114.14996427094385	-	-	MHS344	other_OG
2F9WG|Others	6	28.750892556862706	S	Pfam:GVQW	MHS344	other_OG
2FC0B|Others	43	167.71636604434426	-	-	MHS344	other_OG
2FJ5Q|Others	150	485.4368932038835	-	-	MHS344	other_OG
2QR09|Others	2	7.017543859649123	C	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	MHS344	other_OG
2QTPB|Others	162	388.48920863309354	C	ribulose-bisphosphate carboxylase activity	MHS344	other_OG
2QWJF|Others	32	103.55987055016182	C	photosynthetic electron transport in photosystem II	MHS344	other_OG
2S72P|Others	70	120.27491408934709	-	-	MHS344	other_OG
2SAK4|Others	33	119.56521739130434	J	rRNA binding	MHS344	other_OG
2SCCX|Others	1129	1792.063492063492	-	-	MHS344	other_OG
2SW5Y|Others	34	121.86379928315411	-	-	MHS344	other_OG
2XAC6|Others	25	58.27505827505828	J	Belongs to the DEAD box helicase family	MHS344	other_OG
2XBQU|Others	53	146.0055096418733	H	betaine-homocysteine S-methyltransferase activity	MHS344	other_OG
2XBSD|Others	56	155.55555555555557	C	ATPsynthase alpha/beta subunit N-term extension	MHS344	other_OG
2XCBM|Others	85	244.2528735632184	B	Histone H2B	MHS344	other_OG
2XE5R|Others	268	481.7024728665734	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	MHS344	other_OG
2XENN|Others	3	15.15151515151515	H	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	MHS344	other_OG
2XF0J|Others	1233	2001.2156646450117	C	Photosynthetic reaction centre protein	MHS344	other_OG
34JFK|Others	11	45.833333333333336	KT	C-terminal domain on Strawberry notch homologue	MHS344	other_OG
38EJA|Others	1	3.546099290780142	O	Belongs to the heat shock protein 70 family	MHS344	other_OG
38H2A|Others	392	321.04832104832104	H	Nicotinate phosphoribosyltransferase	MHS344	other_OG
39N4Q|Others	1787	1184.2279655400928	IQ	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS344	other_OG
39TZY|Others	257	658.9470032092983	I	queuine tRNA-ribosyltransferase activity	MHS344	other_OG
39Y50|Others	354	504.27350427350433	S	Podospora anserina S mat genomic DNA chromosome	MHS344	other_OG
3APRA|Others	178	296.52523136022353	S	Periplasmic binding protein domain	MHS344	other_OG
3B94A|Others	2	6.802721088435375	C	regulation of acid-sensing ion channel activity	MHS344	other_OG
3B9GA|Others	5	12.254901960784315	PT	Cyclic nucleotide-gated cation channel	MHS344	other_OG
3B9NH|Others	24	126.89171332328252	A	factor 6	MHS344	other_OG
3B9T9|Others	65	157.00483091787441	A	this phosphorylation event is a prerequisite for the subsequent ligation of the two exon halves and the production of a mature tRNA. Component of the pre-mRNA cleavage complex II (CF-II), which seems to be required for mRNA 3'-end formation. Also phosphorylates the 5'-terminus of exogenously introduced short interfering RNAs (siRNAs), which is a necessary prerequisite for their incorporation into the RNA- induced silencing complex (RISC). However, endogenous siRNAs and microRNAs (miRNAs) that are produced by the cleavage of dsRNA precursors by DICER1 already contain a 5'-phosphate group, so this protein may be dispensible for normal RNA-mediated gene silencing	MHS344	other_OG
3B9WN|Others	9007	7611.210705847482	L	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS344	other_OG
3BA32|Others	1	3.875968992248062	K	methylated histone binding	MHS344	other_OG
3BA5H|Others	145	394.1468981821146	L	K02A2.6-like	MHS344	other_OG
3BA9A|Others	4	16.211952544719946	K	nucleic acid binding	MHS344	other_OG
3BACX|Others	1	3.4722222222222223	T	positive regulation of endothelial cell chemotaxis	MHS344	other_OG
3BAP0|Others	1	4.62962962962963	T	MAP kinase kinase kinase kinase activity	MHS344	other_OG
3BAUV|Others	52	221.79487179487177	Z	structural constituent of cytoskeleton	MHS344	other_OG
3BB3H|Others	4	16.260162601626018	A	C-rich single-stranded DNA binding	MHS344	other_OG
3BB5M|Others	1	5.05050505050505	BK	elongator acetyltransferase complex subunit 4	MHS344	other_OG
3BB7S|Others	2	9.178743961352657	MV	regulation of choline O-acetyltransferase activity	MHS344	other_OG
3BBG4|Others	53	184.0277777777778	K	histone acetylation	MHS344	other_OG
3BBGP|Others	51	176.4129747490118	Z	ATP binding	MHS344	other_OG
3BBGY|Others	24	52.287581699346404	T	ectodermal-neural cortex 1	MHS344	other_OG
3BBWM|Others	754	1042.8769017980637	K	lung ciliated cell differentiation	MHS344	other_OG
3BC6F|Others	43	156.64488017429193	T	Ryanodine Receptor	MHS344	other_OG
3BCCH|Others	17	61.36130504994459	D	GTP binding	MHS344	other_OG
3BCM1|Others	42	218.75	S	NLRP3 inflammasome complex assembly	MHS344	other_OG
