bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7JY|Bacteria	37	57.77104658168891	S	Phage major capsid protein E	MHS379	bacteria_OG
2Z7NA|Bacteria	1	4.11522633744856	S	Psort location CytoplasmicMembrane, score	MHS379	bacteria_OG
2Z7RS|Bacteria	3916	7802.90720801662	S	Protein of unknown function (DUF2891)	MHS379	bacteria_OG
2Z7SI|Bacteria	120	184.15508039764606	S	Protein of unknown function (DUF3388)	MHS379	bacteria_OG
2Z7ST|Bacteria	230	162.42937853107347	M	sterol binding	MHS379	bacteria_OG
2Z7TF|Bacteria	31	69.6863374644149	S	Uncharacterized protein conserved in bacteria (DUF2236)	MHS379	bacteria_OG
2Z7TR|Bacteria	35	38.81615948879342	S	Phage portal protein, SPP1 Gp6-like	MHS379	bacteria_OG
2Z7TU|Bacteria	73	76.57895252975995	S	NA	MHS379	bacteria_OG
2Z7U4|Bacteria	1064	2161.4883941512226	S	succinate dehydrogenase	MHS379	bacteria_OG
2Z7VI|Bacteria	43	54.77124183006536	S	Psort location Cytoplasmic, score	MHS379	bacteria_OG
2Z7VY|Bacteria	3193	2589.383966635323	S	Psort location Cytoplasmic, score	MHS379	bacteria_OG
2Z802|Bacteria	257	669.6788849646565	S	phage tail protein	MHS379	bacteria_OG
2Z80V|Bacteria	8590	11114.317512131705	E	histidine decarboxylase	MHS379	bacteria_OG
2Z83I|Bacteria	6944	7274.634808445239	S	phosphoenolpyruvate carboxykinase (diphosphate) activity	MHS379	bacteria_OG
2Z85C|Bacteria	2	8.23045267489712	C	protein-chromophore linkage	MHS379	bacteria_OG
2Z87P|Bacteria	26	76.56903442322789	C	photosynthetic electron transport in photosystem II	MHS379	bacteria_OG
2Z889|Bacteria	781	1133.2522558845867	S	Histidine phosphatase superfamily (branch 2)	MHS379	bacteria_OG
2Z88M|Bacteria	230	191.91513381827698	S	NA	MHS379	bacteria_OG
2Z88T|Bacteria	38	77.11449411447327	S	NA	MHS379	bacteria_OG
2Z89N|Bacteria	22	55.267596363486774	S	NA	MHS379	bacteria_OG
2Z89R|Bacteria	2735	2790.338776533889	S	NA	MHS379	bacteria_OG
2Z8BZ|Bacteria	36	39.947974730583425	S	Replication initiator protein A	MHS379	bacteria_OG
2Z8E5|Bacteria	2	4.7281323877068555	S	NA	MHS379	bacteria_OG
2Z8E6|Bacteria	1	3.9682539682539684	E	Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins	MHS379	bacteria_OG
2Z8FT|Bacteria	2	7.4074074074074066	S	NA	MHS379	bacteria_OG
2Z8H1|Bacteria	3	4.739336492890995	S	Protein of unknown function with HXXEE motif	MHS379	bacteria_OG
2Z8HD|Bacteria	124	128.22646492348684	S	Protein of unknown function (DUF3644)	MHS379	bacteria_OG
2Z8JK|Bacteria	12	39.34407368432572	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex	MHS379	bacteria_OG
2Z8P5|Bacteria	1	3.4722222222222223	S	Lantibiotic dehydratase, C terminus	MHS379	bacteria_OG
2Z8QS|Bacteria	5	12.919896640826874	S	NA	MHS379	bacteria_OG
2Z8QX|Bacteria	62	86.45764302299253	S	NA	MHS379	bacteria_OG
2Z8UC|Bacteria	741	1188.1239153735783	S	NA	MHS379	bacteria_OG
2Z8VR|Bacteria	39	47.27616362336033	S	NA	MHS379	bacteria_OG
2Z8W7|Bacteria	61	74.75490196078432	S	Protein of unknown function (Hypoth_ymh)	MHS379	bacteria_OG
2Z8XT|Bacteria	252	479.83375913503517	S	YwhD family	MHS379	bacteria_OG
2Z90C|Bacteria	2971	6139.637584602172	S	Protein of unknown function (DUF3710)	MHS379	bacteria_OG
2Z97R|Bacteria	255	414.2586163524448	S	Domain of unknown function (DUF4432)	MHS379	bacteria_OG
2Z980|Bacteria	354	858.2869499058983	S	NA	MHS379	bacteria_OG
2Z9BQ|Bacteria	12	8.16326530612245	S	O-antigen polysaccharide polymerase Wzy	MHS379	bacteria_OG
2Z9EA|Bacteria	39	76.229190396211	S	NA	MHS379	bacteria_OG
2Z9GU|Bacteria	2272	2481.085266323023	S	Carotene biosynthesis associated membrane protein	MHS379	bacteria_OG
2Z9JM|Bacteria	1141	4168.390389522847	S	NAD-specific glutamate dehydrogenase	MHS379	bacteria_OG
2Z9SP|Bacteria	153	300	S	Domain of unknown function (DUF4263)	MHS379	bacteria_OG
2Z9UW|Bacteria	400	560.7826056112692	S	NA	MHS379	bacteria_OG
2Z9XI|Bacteria	298	467.7824531749359	S	Nuclease-related domain	MHS379	bacteria_OG
2Z9YC|Bacteria	217	330.39133441802375	S	NA	MHS379	bacteria_OG
2Z9Z2|Bacteria	55	43.754972155926815	S	crispr-associated protein	MHS379	bacteria_OG
2ZA0R|Bacteria	45	29.296875	S	Domain of unknown function (DUF4300)	MHS379	bacteria_OG
2ZA62|Bacteria	216	362.8278997997308	S	Domain of unknown function (DUF4191)	MHS379	bacteria_OG
2ZAAY|Bacteria	52	182.4561403508772	S	NA	MHS379	bacteria_OG
2ZAD4|Bacteria	49	89.30319028330725	S	Protein of unknown function (Hypoth_ymh)	MHS379	bacteria_OG
2ZADB|Bacteria	14	38.73337303950765	S	NA	MHS379	bacteria_OG
2ZAIR|Bacteria	3853	3267.397137196113	S	NA	MHS379	bacteria_OG
2ZAJN|Bacteria	8	16.260162601626018	S	NA	MHS379	bacteria_OG
2ZAK5|Bacteria	24	15.296367112810708	S	Accessory Sec system protein Asp1	MHS379	bacteria_OG
2ZAQK|Bacteria	1234	1772.1680181059883	S	NA	MHS379	bacteria_OG
2ZARS|Bacteria	25	80.11529653320699	S	NA	MHS379	bacteria_OG
2ZAV8|Bacteria	5008	13041.747393518743	S	EcsC protein family	MHS379	bacteria_OG
2ZAVY|Bacteria	533	2412.4311446067873	S	NA	MHS379	bacteria_OG
2ZB3T|Bacteria	1	3.8314176245210727	S	Plasmid encoded RepA protein	MHS379	bacteria_OG
2ZB59|Bacteria	104	99.80672613837966	S	capsule polysaccharide biosynthetic process	MHS379	bacteria_OG
2ZB5R|Bacteria	24	66.66666666666667	S	NA	MHS379	bacteria_OG
2ZBEI|Bacteria	294	468.8995215311005	S	NA	MHS379	bacteria_OG
2ZBFQ|Bacteria	323	384.57122557196993	S	NA	MHS379	bacteria_OG
2ZBNQ|Bacteria	26	25.120772946859905	S	NA	MHS379	bacteria_OG
2ZBPB|Bacteria	51	121.05004519858473	S	CRISPR-associated protein Cas5	MHS379	bacteria_OG
2ZBRV|Bacteria	14	20.18813756032008	S	YwiC-like protein	MHS379	bacteria_OG
2ZBTG|Bacteria	27	61.24645964961745	S	NA	MHS379	bacteria_OG
2ZBU7|Bacteria	4972	6837.568786868227	S	Protein of unknown function (DUF3027)	MHS379	bacteria_OG
2ZBVG|Bacteria	101	282.0204965037635	S	Protein of unknown function (DUF2992)	MHS379	bacteria_OG
2ZBVN|Bacteria	179	473.6073059360731	S	Belongs to the UPF0403 family	MHS379	bacteria_OG
2ZC43|Bacteria	4580	8656.820720284366	S	NA	MHS379	bacteria_OG
2ZCCT|Bacteria	1249	2264.661448175694	S	Glyoxalase-like domain	MHS379	bacteria_OG
2ZCEC|Bacteria	342	554.2391557806654	S	NA	MHS379	bacteria_OG
2ZCFK|Bacteria	3100	4735.114891183155	S	Protein of unknown function (DUF3071)	MHS379	bacteria_OG
2ZCGZ|Bacteria	1329	3144.908899625881	S	NA	MHS379	bacteria_OG
2ZD1G|Bacteria	363	813.311822619343	S	Evidence 5 No homology to any previously reported sequences	MHS379	bacteria_OG
2ZD2Z|Bacteria	8	31.007751937984494	S	NA	MHS379	bacteria_OG
2ZD81|Bacteria	2	5.420054200542006	S	NA	MHS379	bacteria_OG
2ZD9T|Bacteria	24	85.10638297872342	S	Phospholipase_D-nuclease N-terminal	MHS379	bacteria_OG
2ZDQ9|Bacteria	2	9.66183574879227	S	NA	MHS379	bacteria_OG
2ZDVV|Bacteria	595	1970.6990208988766	S	Protein of unknown function (DUF2530)	MHS379	bacteria_OG
2ZEB0|Bacteria	10	24.481630611734566	S	NA	MHS379	bacteria_OG
2ZERP|Bacteria	346	596.0934356801282	S	NA	MHS379	bacteria_OG
2ZF6Y|Bacteria	911	4254.102254428341	S	Staphylococcus haemolytic protein	MHS379	bacteria_OG
2ZF7P|Bacteria	172	523.305169844984	S	Protein of unknown function (DUF3618)	MHS379	bacteria_OG
2ZF80|Bacteria	22	40.113871635610764	S	NA	MHS379	bacteria_OG
2ZFSE|Bacteria	384	1422.2222222222222	S	Family of unknown function	MHS379	bacteria_OG
2ZFWE|Bacteria	210	687.6412269642619	S	NA	MHS379	bacteria_OG
2ZFXT|Bacteria	43	109.82142857142857	H	NA	MHS379	bacteria_OG
2ZFYV|Bacteria	4	8.771929824561402	S	NA	MHS379	bacteria_OG
2ZG0D|Bacteria	36	55.06920973771794	S	NA	MHS379	bacteria_OG
2ZG6B|Bacteria	12	10.610079575596817	S	Domain of unknown function (DUF4192)	MHS379	bacteria_OG
2ZG9S|Bacteria	19	42.22222222222222	S	NA	MHS379	bacteria_OG
2ZGBU|Bacteria	10	14.367816091954024	S	NA	MHS379	bacteria_OG
2ZGCU|Bacteria	767	1571.6342645109678	S	NA	MHS379	bacteria_OG
2ZGM1|Bacteria	117	331.3164580091546	S	NA	MHS379	bacteria_OG
2ZGPP|Bacteria	6	11.494252873563218	S	NA	MHS379	bacteria_OG
2ZGWI|Bacteria	1089	2611.387807207131	S	NA	MHS379	bacteria_OG
2ZH0T|Bacteria	26	82.77245782033744	S	Family of unknown function (DUF5327)	MHS379	bacteria_OG
2ZH1R|Bacteria	38	93.13725490196079	S	Protein of unknown function (DUF3046)	MHS379	bacteria_OG
2ZH37|Bacteria	2	7.168458781362006	S	NA	MHS379	bacteria_OG
2ZH85|Bacteria	155	126.9510522263143	S	NA	MHS379	bacteria_OG
2ZH8X|Bacteria	929	2960.751257024549	S	NA	MHS379	bacteria_OG
2ZHDW|Bacteria	53	97.06959706959707	S	NA	MHS379	bacteria_OG
