fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVK|Fungi	1093	826.4599855803893	I	Cral trio domain protein	MHS337	fungi_OG
3NTVM|Fungi	184	195.95314164004262	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS337	fungi_OG
3NTVW|Fungi	34	91.3978494623656	U	snare protein	MHS337	fungi_OG
3NTVY|Fungi	22	39.85507246376811	G	Fructose-2,6-bisphosphatase	MHS337	fungi_OG
3NTW3|Fungi	1702	1238.6090323184283	T	transporter	MHS337	fungi_OG
3NTW4|Fungi	198	524.4491689215307	H	Thiamine biosynthetic bifunctional	MHS337	fungi_OG
3NTW5|Fungi	34	98.02895517181231	B	histone deacetylase	MHS337	fungi_OG
3NTW8|Fungi	9	34.090909090909086	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS337	fungi_OG
3NTW9|Fungi	1272	3314.2914411422807	J	Belongs to the universal ribosomal protein uL5 family	MHS337	fungi_OG
3NTWE|Fungi	3382	4074.721098826272	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS337	fungi_OG
3NTWH|Fungi	16	82.05128205128204	J	Belongs to the universal ribosomal protein uS5 family	MHS337	fungi_OG
3NTWS|Fungi	316	191.86399514268368	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS337	fungi_OG
3NTWU|Fungi	32	128.5140562248996	T	serine threonine-protein phosphatase	MHS337	fungi_OG
3NTX7|Fungi	4	13.333333333333334	UY	Importin 11	MHS337	fungi_OG
3NTX9|Fungi	80	163.59918200408998	S	Protein of unknown function (DUF1365)	MHS337	fungi_OG
3NTXE|Fungi	102	196.53179190751445	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS337	fungi_OG
3NTXF|Fungi	1340	2632.5982280103794	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS337	fungi_OG
3NTXI|Fungi	19	46.92093303361974	O	Deoxyhypusine synthase	MHS337	fungi_OG
3NTXJ|Fungi	112	283.428226363009	C	Nadh dehydrogenase	MHS337	fungi_OG
3NTXM|Fungi	288	275.8620689655172	S	WD-repeat protein pop3	MHS337	fungi_OG
3NTXU|Fungi	119	281.4225327812284	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS337	fungi_OG
3NTXZ|Fungi	177	304.272963665753	KL	Transcription factor	MHS337	fungi_OG
3NTY2|Fungi	639	434.6800109093927	C	Fumarate hydratase	MHS337	fungi_OG
3NTY3|Fungi	310	406.31428158889736	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS337	fungi_OG
3NTYD|Fungi	584	728.5529014356375	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS337	fungi_OG
