fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	512	462.31998397981073	L	Dna repair helicase rad25	MHS380	fungi_OG
3NTVI|Fungi	206	172.0276249229036	I	cytomegalovirus gh-receptor family protein	MHS380	fungi_OG
3NTVK|Fungi	6459	3609.2177125041426	I	Cral trio domain protein	MHS380	fungi_OG
3NTVM|Fungi	630	671.3053467934119	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS380	fungi_OG
3NTVQ|Fungi	696	920.5712411743905	S	mRNA processing protein	MHS380	fungi_OG
3NTVR|Fungi	494	503.9919903962855	F	Golgi to endosome transport protein	MHS380	fungi_OG
3NTVW|Fungi	397	930.7600830810127	U	snare protein	MHS380	fungi_OG
3NTVY|Fungi	217	434.0495164562271	G	Fructose-2,6-bisphosphatase	MHS380	fungi_OG
3NTVZ|Fungi	159	134.51776649746193	E	dioxygenase	MHS380	fungi_OG
3NTW3|Fungi	1719	1269.6289858842092	T	transporter	MHS380	fungi_OG
3NTW4|Fungi	397	480.4559375771147	H	Thiamine biosynthetic bifunctional	MHS380	fungi_OG
3NTW5|Fungi	3004	1486.4774001967241	B	histone deacetylase	MHS380	fungi_OG
3NTW8|Fungi	1471	745.2100488436049	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS380	fungi_OG
3NTW9|Fungi	6767	19410.077276198634	J	Belongs to the universal ribosomal protein uL5 family	MHS380	fungi_OG
3NTWB|Fungi	289	422.00256769155624	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS380	fungi_OG
3NTWD|Fungi	231	257.9984792653682	T	serine threonine-protein kinase	MHS380	fungi_OG
3NTWE|Fungi	7788	9687.433854045858	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS380	fungi_OG
3NTWF|Fungi	458	588.068836292374	B	histone deacetylase	MHS380	fungi_OG
3NTWG|Fungi	525	437.3586996398357	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS380	fungi_OG
3NTWH|Fungi	737	703.9159503342885	J	Belongs to the universal ribosomal protein uS5 family	MHS380	fungi_OG
3NTWM|Fungi	3088	1728.275464628225	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS380	fungi_OG
3NTWN|Fungi	703	858.2823344494718	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS380	fungi_OG
3NTWQ|Fungi	309	204.7713717693837	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS380	fungi_OG
3NTWS|Fungi	813	615.1642249331039	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS380	fungi_OG
3NTWU|Fungi	507	647.4076911208607	T	serine threonine-protein phosphatase	MHS380	fungi_OG
3NTWV|Fungi	292	552.6259240908151	P	Phosphate transporter	MHS380	fungi_OG
3NTWW|Fungi	186	479.7241351041154	S	Mitochondrial protein	MHS380	fungi_OG
3NTWY|Fungi	559	285.0648940399244	T	STE STE20 PAKA protein kinase	MHS380	fungi_OG
