other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MEH9|Others	489	1082.5870036396352	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS432	other_OG
1MFAQ|Others	293	915.5500865919241	S	Source PGD	MHS432	other_OG
1MFKV|Others	51	136	L	Origin recognition complex subunit. Source PGD	MHS432	other_OG
1MFXH|Others	18	35.08771929824562	E	Urease. Source PGD	MHS432	other_OG
1MH8V|Others	12	30.3030303030303	O	Source PGD	MHS432	other_OG
1MIFZ|Others	8	23.391812865497073	-	-	MHS432	other_OG
1MJPT|Others	8	37.55868544600939	-	-	MHS432	other_OG
1MK9K|Others	62	196.82539682539684	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS432	other_OG
23PUF|Others	6	16.80672268907563	E	Catalyzes the NAD( )-dependent oxidative deamination of L-alanine to pyruvate, and the reverse reaction, the reductive amination of pyruvate	MHS432	other_OG
23UA2|Others	20	57.152056669081546	O	Belongs to the serpin family	MHS432	other_OG
23WMZ|Others	32	78.23736547140803	-	-	MHS432	other_OG
2FC0B|Others	2	9.080047789725208	-	-	MHS432	other_OG
2FDWY|Others	64	213.33333333333334	-	-	MHS432	other_OG
2NBM6|Others	190	213.8283139425507	E	-	MHS432	other_OG
2RZGN|Others	185	96.50495565988524	S	plant mutator transposase zinc finger	MHS432	other_OG
2RZRE|Others	15	32.05128205128205	-	-	MHS432	other_OG
2S5UM|Others	1244	2580.1495370890916	C	LAGLIDADG endonuclease	MHS432	other_OG
2S6ZE|Others	10	36.63003663003663	-	-	MHS432	other_OG
2S8FT|Others	44	63.492063492063494	K	transferase activity, transferring acyl groups	MHS432	other_OG
2SF6P|Others	352	1523.8095238095236	-	-	MHS432	other_OG
2SR5E|Others	36	113.20754716981132	-	-	MHS432	other_OG
2SW5Y|Others	524	1878.1362007168457	-	-	MHS432	other_OG
2SWXZ|Others	188	831.1078333203421	-	-	MHS432	other_OG
2SZSZ|Others	1089	1863.5792619454037	-	-	MHS432	other_OG
2T0F6|Others	206	471.78608811494905	-	-	MHS432	other_OG
2XAM8|Others	1	4.975124378109452	U	Rab subfamily of small GTPases	MHS432	other_OG
2XAWD|Others	2383	4215.062315419788	O	Belongs to the peptidase A1 family	MHS432	other_OG
2XDPM|Others	2	8.333333333333334	J	GatB/GatE catalytic domain	MHS432	other_OG
2XE16|Others	98	240.19607843137257	H	Biotin/lipoate A/B protein ligase family	MHS432	other_OG
2XECK|Others	2	6.734006734006734	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	MHS432	other_OG
34GTW|Others	34	49.92657856093979	A	PRO8NT (NUC069), PrP8 N-terminal domain	MHS432	other_OG
34HEA|Others	1	3.9682539682539684	C	NADPH adrenodoxin oxidoreductase, mitochondrial	MHS432	other_OG
34IBW|Others	8	39.21568627450981	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	MHS432	other_OG
34JC7|Others	157	137.07729468599032	S	Predicted ATPase of the ABC class	MHS432	other_OG
34KCG|Others	30	95.23809523809524	E	Belongs to the peroxidase family	MHS432	other_OG
34KUY|Others	13	36.41456582633053	S	Protein of unknown function (DUF1749)	MHS432	other_OG
34MTJ|Others	8	33.755274261603375	S	Acetyltransferase (GNAT) family	MHS432	other_OG
37I7Y|Others	2	6.116207951070336	J	60s ribosomal protein	MHS432	other_OG
37JFH|Others	16	49.84423676012461	F	belongs to the metallo- dependent hydrolases superfamily. Urease alpha subunit family	MHS432	other_OG
37PTM|Others	15	76.42450142450143	U	Belongs to the small GTPase superfamily. Arf family	MHS432	other_OG
37UE8|Others	1	5.208333333333333	B	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling	MHS432	other_OG
381XB|Others	13	77.38095238095238	-	-	MHS432	other_OG
389ZI|Others	123	341.6666666666667	-	-	MHS432	other_OG
38C4R|Others	131	194.94047619047618	C	Key enzyme for ketone body catabolism. Transfers the CoA moiety from succinate to acetoacetate. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate	MHS432	other_OG
38CV6|Others	2	7.168458781362006	IT	delta14-sterol reductase activity	MHS432	other_OG
38CWK|Others	9	21.73913043478261	O	negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway	MHS432	other_OG
38D42|Others	29	98.63945578231294	O	aspartic-type endopeptidase activity	MHS432	other_OG
38D6P|Others	757	930.4489149543023	I	phosphopantetheine binding	MHS432	other_OG
38DJE|Others	27	100	O	protein N-linked glycosylation via asparagine	MHS432	other_OG
38EJ9|Others	46	67.25146198830409	S	Domain of unknown function (DUF814)	MHS432	other_OG
38EJA|Others	31028	108325.85107956815	O	Belongs to the heat shock protein 70 family	MHS432	other_OG
38EME|Others	7	15.350877192982455	U	ras-related GTP-binding protein	MHS432	other_OG
38FV5|Others	96	210.52631578947367	Q	L-aminoadipate-semialdehyde dehydrogenase activity	MHS432	other_OG
38GS1|Others	46	52.33219567690558	T	Camp-dependent protein kinase	MHS432	other_OG
38HND|Others	98	88.5275519421861	U	cytoplasmic mRNA processing body assembly	MHS432	other_OG
39MG3|Others	14	22.435897435897434	E	Belongs to the cysteine synthase cystathionine beta- synthase family	MHS432	other_OG
39ZTV|Others	11	33.95061728395061	B	protein heterodimerization activity	MHS432	other_OG
39ZU5|Others	52	173.33333333333334	J	structural constituent of ribosome	MHS432	other_OG
3A1NV|Others	20	89.92939427722035	Z	Belongs to the ATG8 family	MHS432	other_OG
3A3FA|Others	32	112.28070175438597	A	regulation of alternative mRNA splicing, via spliceosome	MHS432	other_OG
3B95J|Others	98	89.00999091734786	I	nutrient reservoir activity	MHS432	other_OG
