virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	3326	2595.3395058435294	S	N-acetylmuramoyl-L-alanine amidase activity	MHS435	virus_OG
4QAR6|Virus	8	19.798928249632475	L	dUTP diphosphatase activity	MHS435	virus_OG
4QAR7|Virus	87	65.61085972850678	S	Phage portal protein, SPP1 Gp6-like	MHS435	virus_OG
4QAU9|Virus	4	8.602150537634408	S	Single-strand binding protein family	MHS435	virus_OG
4QAX8|Virus	1	3.623188405797101	S	calcium ion binding	MHS435	virus_OG
4QBHS|Virus	3	5.524861878453038	S	DNA metabolic process	MHS435	virus_OG
4QBV3|Virus	1	4.219409282700422	S	Phage Terminase	MHS435	virus_OG
4QD62|Virus	3	13.157894736842104	S	NA	MHS435	virus_OG
4QDBK|Virus	6	17.543859649122805	S	NA	MHS435	virus_OG
4QDCX|Virus	2	5.376344086021505	S	NA	MHS435	virus_OG
4QDKP|Virus	22	39.4074823622003	S	transaminase activity	MHS435	virus_OG
4QDTS|Virus	40	44.59308807134894	S	Domain of unknown function (DUF4393)	MHS435	virus_OG
4QFB2|Virus	8	52.287581699346404	S	NA	MHS435	virus_OG
