fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVK|Fungi	55	95.12231063955201	I	Cral trio domain protein	MHS385	fungi_OG
3NTVM|Fungi	45	37.3134328358209	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS385	fungi_OG
3NTW3|Fungi	27	88.803365276209007	T	transporter	MHS385	fungi_OG
3NTW9|Fungi	534	1344.8019295363702	J	Belongs to the universal ribosomal protein uL5 family	MHS385	fungi_OG
3NTWE|Fungi	731	854.8555061604187	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS385	fungi_OG
3NTWF|Fungi	3	14.285714285714286	B	histone deacetylase	MHS385	fungi_OG
3NTWJ|Fungi	16	34.63203463203463	TUZ	zinc finger protein gcs1	MHS385	fungi_OG
3NTWM|Fungi	26	52.525252525252526	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS385	fungi_OG
3NTWV|Fungi	69	137.99053290578712	P	Phosphate transporter	MHS385	fungi_OG
3NTX3|Fungi	11	30.81232492997199	G	transporter	MHS385	fungi_OG
3NTXD|Fungi	2	4.47427293064877	L	Dna polymerase gamma	MHS385	fungi_OG
3NTXF|Fungi	425	841.4593208217843	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS385	fungi_OG
3NTXG|Fungi	31	61.1439842209073	K	-phosphatase	MHS385	fungi_OG
3NTXU|Fungi	3	10.732323232323232	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS385	fungi_OG
3NTY2|Fungi	99	64.32748538011697	C	Fumarate hydratase	MHS385	fungi_OG
3NTY3|Fungi	115	184.34486659939012	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS385	fungi_OG
3NTY8|Fungi	19	33.50970017636685	O	pre-rRNA-processing protein PNO1	MHS385	fungi_OG
3NTYK|Fungi	193	318.32349353716876	M	Chitin Synthase	MHS385	fungi_OG
3NTYM|Fungi	101	189.89757199408092	I	carbamoylphosphate synthase	MHS385	fungi_OG
3NTYN|Fungi	8	27.491408934707906	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS385	fungi_OG
3NTYS|Fungi	43	47.96850052640642	C	Belongs to the cytochrome b5 family	MHS385	fungi_OG
3NTYW|Fungi	23	55.96107055961071	P	transporter	MHS385	fungi_OG
3NTYZ|Fungi	1	3.9215686274509802	O	IQ and HECT domain protein	MHS385	fungi_OG
3NTZ0|Fungi	78	188.86227665939043	J	Belongs to the eukaryotic ribosomal protein eS7 family	MHS385	fungi_OG
3NTZ4|Fungi	7	28.80658436213992	J	Glycyl-trna synthetase	MHS385	fungi_OG
3NTZB|Fungi	74	197.88441088760104	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS385	fungi_OG
3NTZD|Fungi	5	20.833333333333336	Q	)-reductase	MHS385	fungi_OG
3NTZE|Fungi	318	312.8211226741914	Q	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily	MHS385	fungi_OG
3NTZI|Fungi	4	6.872852233676976	S	cell polarity protein	MHS385	fungi_OG
3NTZJ|Fungi	13	50.68027210884354	O	Glutathione S-transferase	MHS385	fungi_OG
3NTZK|Fungi	79	90.49255441008019	I	Belongs to the enoyl-CoA hydratase isomerase family	MHS385	fungi_OG
3NTZQ|Fungi	508	1142.066178556058	J	60S ribosomal protein L7	MHS385	fungi_OG
3NTZT|Fungi	13	25.341130604288498	O	gpi-anchor transamidase	MHS385	fungi_OG
3NTZU|Fungi	35	67.41803278688525	A	Branchpoint-bridging protein	MHS385	fungi_OG
3NU01|Fungi	68	31.879981247069853	S	nucleoporin pom152	MHS385	fungi_OG
3NU07|Fungi	1279	1829.677194746417	J	Belongs to the universal ribosomal protein uS3 family	MHS385	fungi_OG
3NU0B|Fungi	20	59.56989247311828	U	Reduced viability upon starvation protein	MHS385	fungi_OG
3NU0K|Fungi	10	19.37984496124031	E	5-oxoprolinase	MHS385	fungi_OG
3NU0P|Fungi	126	246.53900104776778	O	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family	MHS385	fungi_OG
