other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MEH9|Others	72	307.5854700854701	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS385	other_OG
1MFAQ|Others	80	251.57232704402514	S	Source PGD	MHS385	other_OG
23WMZ|Others	14	49.64539007092199	-	-	MHS385	other_OG
23Z20|Others	78	54.73684210526316	F	Amidohydrolase family	MHS385	other_OG
2D7Z9|Others	3	10.75268817204301	S	Pfam:GVQW	MHS385	other_OG
2D971|Others	87	301.5983672177314	-	-	MHS385	other_OG
2EV12|Others	16	56.26615114817136	S	Pfam:GVQW	MHS385	other_OG
2EWTI|Others	199	751.7136365290701	-	-	MHS385	other_OG
2F9WG|Others	421	1745.4362357724672	S	Pfam:GVQW	MHS385	other_OG
2FC0B|Others	540	2202.7523733193107	-	-	MHS385	other_OG
2FDWY|Others	70	233.33333333333334	-	-	MHS385	other_OG
2QR09|Others	9	31.578947368421055	C	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	MHS385	other_OG
2S5UM|Others	52	90.35635693745955	C	LAGLIDADG endonuclease	MHS385	other_OG
2S6ZE|Others	20	60.06006006006006	-	-	MHS385	other_OG
2S72P|Others	19	32.64604810996564	-	-	MHS385	other_OG
2SCCX|Others	256	406.3492063492063	-	-	MHS385	other_OG
2SEYV|Others	26	69.33333333333333	-	-	MHS385	other_OG
2SQ9Y|Others	24	96.54598418643363	-	-	MHS385	other_OG
2SR5E|Others	23	72.32704402515724	-	-	MHS385	other_OG
2SSRM|Others	16	69.26406926406926	-	-	MHS385	other_OG
2SW5Y|Others	12	43.01075268817204	-	-	MHS385	other_OG
2SWXZ|Others	21	90.82078678970373	-	-	MHS385	other_OG
2SZSZ|Others	4	16.666666666666668	-	-	MHS385	other_OG
2T0F6|Others	41	114.14749262536873	-	-	MHS385	other_OG
2XE16|Others	83	203.4313725490196	H	Biotin/lipoate A/B protein ligase family	MHS385	other_OG
2XEI9|Others	12	51.25	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	MHS385	other_OG
2XF0J|Others	80	186.4801864801865	C	Photosynthetic reaction centre protein	MHS385	other_OG
34HDP|Others	14	39.21568627450981	DO	Anaphase promoting complex subunit 8 / Cdc23	MHS385	other_OG
34HG9|Others	1	3.9215686274509802	O	heat shock protein 70	MHS385	other_OG
34HQH|Others	2	4.662004662004662	J	Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits	MHS385	other_OG
34J24|Others	2	9.869126796824716	Z	Actin	MHS385	other_OG
