fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	880	1209.7626472626473	L	Dna repair helicase rad25	MHS425	fungi_OG
3NTVH|Fungi	258	123.27220356309411	Q	amine oxidase	MHS425	fungi_OG
3NTVI|Fungi	161	92.21076746849943	I	cytomegalovirus gh-receptor family protein	MHS425	fungi_OG
3NTVK|Fungi	3363	1765.8054478468857	I	Cral trio domain protein	MHS425	fungi_OG
3NTVM|Fungi	337	315.54307116104866	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS425	fungi_OG
3NTVQ|Fungi	203	124.61632903621854	S	mRNA processing protein	MHS425	fungi_OG
3NTVR|Fungi	193	548.5385434190895	F	Golgi to endosome transport protein	MHS425	fungi_OG
3NTVW|Fungi	67	89.33333333333333	U	snare protein	MHS425	fungi_OG
3NTVY|Fungi	564	330.7764705882353	G	Fructose-2,6-bisphosphatase	MHS425	fungi_OG
3NTVZ|Fungi	714	622.5316926674994	E	dioxygenase	MHS425	fungi_OG
3NTW1|Fungi	92	204.44444444444443	Q	Short chain dehydrogenase	MHS425	fungi_OG
3NTW3|Fungi	2197	1559.8970298900247	T	transporter	MHS425	fungi_OG
3NTW4|Fungi	296	241.6889307978417	H	Thiamine biosynthetic bifunctional	MHS425	fungi_OG
3NTW5|Fungi	2102	1474.0148622858114	B	histone deacetylase	MHS425	fungi_OG
3NTW8|Fungi	469	334.1582929208653	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS425	fungi_OG
3NTW9|Fungi	4167	7585.528771436638	J	Belongs to the universal ribosomal protein uL5 family	MHS425	fungi_OG
3NTWB|Fungi	103	149.0041659533185	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS425	fungi_OG
3NTWD|Fungi	129	83.01158301158301	T	serine threonine-protein kinase	MHS425	fungi_OG
3NTWE|Fungi	7191	9066.894410749584	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS425	fungi_OG
3NTWF|Fungi	198	103.77358490566039	B	histone deacetylase	MHS425	fungi_OG
3NTWG|Fungi	416	221.86666666666667	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS425	fungi_OG
3NTWH|Fungi	743	713.7367915465899	J	Belongs to the universal ribosomal protein uS5 family	MHS425	fungi_OG
3NTWM|Fungi	1311	831.0513321049143	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS425	fungi_OG
3NTWN|Fungi	343	189.29359823399557	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS425	fungi_OG
3NTWQ|Fungi	140	117.2529313232831	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS425	fungi_OG
3NTWS|Fungi	2667	1604.6931407942238	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS425	fungi_OG
3NTWU|Fungi	335	308.2693947144075	T	serine threonine-protein phosphatase	MHS425	fungi_OG
3NTWW|Fungi	473	1177.6510067114095	S	Mitochondrial protein	MHS425	fungi_OG
3NTWY|Fungi	503	440.89691790894597	T	STE STE20 PAKA protein kinase	MHS425	fungi_OG
3NTX1|Fungi	983	161.015561015561	K	phd transcription factor	MHS425	fungi_OG
3NTX5|Fungi	36	47.43083003952569	E	Prephenate dehydratase	MHS425	fungi_OG
3NTX6|Fungi	588	161.0517666392769	UY	Nuclear pore complex	MHS425	fungi_OG
3NTX7|Fungi	280	82.15962441314554	UY	Importin 11	MHS425	fungi_OG
3NTXD|Fungi	703	181.72644275860432	L	Dna polymerase gamma	MHS425	fungi_OG
3NTXE|Fungi	183	139.58810068649885	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS425	fungi_OG
3NTXF|Fungi	2851	4194.514136068639	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS425	fungi_OG
3NTXG|Fungi	217	208.45341018251682	K	-phosphatase	MHS425	fungi_OG
3NTXH|Fungi	198	293.37138248704986	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS425	fungi_OG
3NTXI|Fungi	153	166.12377850162866	O	Deoxyhypusine synthase	MHS425	fungi_OG
3NTXM|Fungi	362	310.1970865467009	S	WD-repeat protein pop3	MHS425	fungi_OG
3NTXR|Fungi	316	326.109391124871	A	factor SLT11	MHS425	fungi_OG
3NTXU|Fungi	171	191.91919191919192	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS425	fungi_OG
3NTXV|Fungi	177	131.40311804008908	O	Glycosyltransferase family 33 protein	MHS425	fungi_OG
3NTXX|Fungi	200	110.01100110011001	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	MHS425	fungi_OG
3NTXY|Fungi	311	677.3046398046398	E	nitrilase	MHS425	fungi_OG
3NTXZ|Fungi	116	130.63063063063063	KL	Transcription factor	MHS425	fungi_OG
3NTY0|Fungi	115	205.00433543911805	S	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery. Required for the maturation of extramitochondrial Fe S proteins	MHS425	fungi_OG
3NTY2|Fungi	1315	1024.549859294431	C	Fumarate hydratase	MHS425	fungi_OG
3NTY3|Fungi	1439	1382.3246878001921	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS425	fungi_OG
3NTY4|Fungi	2648	1131.6239316239316	J	YdiU domain protein	MHS425	fungi_OG
3NTY6|Fungi	98	92.01877934272301	S	Transcription factor	MHS425	fungi_OG
3NTY7|Fungi	822	514.0712945590994	J	phenylalanyl-tRNA synthetase alpha chain	MHS425	fungi_OG
3NTY8|Fungi	641	712.7848441314225	O	pre-rRNA-processing protein PNO1	MHS425	fungi_OG
3NTY9|Fungi	926	1021.5443587493651	L	DNA-dependent ATPase and 5'-3' DNA helicase required for the maintenance of both mitochondrial and nuclear genome stability. Efficiently unwinds G-quadruplex (G4) DNA structures and forked RNA-DNA hybrids. Resolves G4 structures, preventing replication pausing and double-strand breaks (DSBs) at G4 motifs. Involved in the maintenance of telomeric DNA. Inhibits telomere elongation, de novo telomere formation and telomere addition to DSBs via catalytic inhibition of telomerase. Reduces the processivity of telomerase by displacing active telomerase from DNA ends. Releases telomerase by unwinding the short telomerase RNA telomeric DNA hybrid that is the intermediate in the telomerase reaction. Involved in the maintenance of ribosomal (rDNA). Required for efficient fork arrest at the replicaion fork barrier within rDNA. Involved in the maintenance of mitochondrial (mtDNA). Required to maintain mtDNA under conditions that introduce dsDNA breaks in mtDNA, either preventing or repairing dsDNA breaks. May inhibit replication progression to allow time for repair. May have a general role in chromosomal replication by affecting Okazaki fragment maturation. May have a role in conjunction with DNA2 helicase nuclease in 5'-flap extension during Okazaki fragment processing	MHS425	fungi_OG
3NTYA|Fungi	698	553.968253968254	T	cmgc dyrk yak protein kinase	MHS425	fungi_OG
3NTYD|Fungi	2215	2408.8636479015167	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS425	fungi_OG
3NTYE|Fungi	200	104.16666666666667	S	NA	MHS425	fungi_OG
3NTYG|Fungi	111	77.51957091869934	S	Zz type zinc finger	MHS425	fungi_OG
3NTYH|Fungi	537	387.4500399680256	BD	Structural maintenance of chromosomes protein	MHS425	fungi_OG
3NTYI|Fungi	76	63.97306397306398	H	Lipoate-protein ligase	MHS425	fungi_OG
3NTYJ|Fungi	226	183.52120908483636	G	Belongs to the PI3 PI4-kinase family	MHS425	fungi_OG
3NTYK|Fungi	6445	1604.5139028649571	M	Chitin Synthase	MHS425	fungi_OG
3NTYM|Fungi	497	397.0431059579726	I	carbamoylphosphate synthase	MHS425	fungi_OG
3NTYN|Fungi	636	527.363184079602	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS425	fungi_OG
3NTYR|Fungi	364	181.9939195778122	L	DNA repair helicase	MHS425	fungi_OG
3NTYS|Fungi	297	229.04141562177713	C	Belongs to the cytochrome b5 family	MHS425	fungi_OG
3NTYU|Fungi	1330	965.6743581828472	U	Signal transduction protein	MHS425	fungi_OG
3NTYW|Fungi	949	465.9182498560737	P	transporter	MHS425	fungi_OG
3NTYX|Fungi	358	295.37953795379536	E	Xaa-pro dipeptidase	MHS425	fungi_OG
3NTYZ|Fungi	1147	361.71554714601075	O	IQ and HECT domain protein	MHS425	fungi_OG
3NTZ0|Fungi	2501	7640.763956158215	J	Belongs to the eukaryotic ribosomal protein eS7 family	MHS425	fungi_OG
3NTZ4|Fungi	1193	597.9949874686716	J	Glycyl-trna synthetase	MHS425	fungi_OG
3NTZ9|Fungi	219	286.5447022378198	A	SNF2 family	MHS425	fungi_OG
3NTZB|Fungi	1530	3908.949081347805	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS425	fungi_OG
