fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	175	320.5128205128205	L	Dna repair helicase rad25	MHS358	fungi_OG
3NTVI|Fungi	1	3.9215686274509802	I	cytomegalovirus gh-receptor family protein	MHS358	fungi_OG
3NTVK|Fungi	1175	1182.914440880473	I	Cral trio domain protein	MHS358	fungi_OG
3NTVM|Fungi	181	169.42170611502422	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS358	fungi_OG
3NTVQ|Fungi	180	387.09677419354836	S	mRNA processing protein	MHS358	fungi_OG
3NTVW|Fungi	113	303.76344086021504	U	snare protein	MHS358	fungi_OG
3NTVY|Fungi	79	327.70935960591135	G	Fructose-2,6-bisphosphatase	MHS358	fungi_OG
3NTW3|Fungi	622	497.3617377417601	T	transporter	MHS358	fungi_OG
3NTW5|Fungi	351	334.71452295533527	B	histone deacetylase	MHS358	fungi_OG
3NTW9|Fungi	2232	6094.437869723357	J	Belongs to the universal ribosomal protein uL5 family	MHS358	fungi_OG
3NTWB|Fungi	235	253.5059331175836	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS358	fungi_OG
3NTWE|Fungi	5926	7730.79102843217	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS358	fungi_OG
3NTWM|Fungi	111	226.99386503067484	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS358	fungi_OG
3NTWN|Fungi	39	156.6265060240964	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS358	fungi_OG
3NTWS|Fungi	37	62.925170068027214	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS358	fungi_OG
3NTWU|Fungi	143	393.1104796222775	T	serine threonine-protein phosphatase	MHS358	fungi_OG
3NTWV|Fungi	335	1053.898694799486	P	Phosphate transporter	MHS358	fungi_OG
3NTXE|Fungi	43	58.375791261386446	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS358	fungi_OG
3NTXF|Fungi	2374	5010.929238539416	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS358	fungi_OG
3NTXH|Fungi	402	440.0763203832257	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS358	fungi_OG
3NTXI|Fungi	36	157.89473684210526	O	Deoxyhypusine synthase	MHS358	fungi_OG
3NTXM|Fungi	333	314.4475920679887	S	WD-repeat protein pop3	MHS358	fungi_OG
3NTXU|Fungi	128	147.50360116213773	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS358	fungi_OG
3NTY2|Fungi	1658	1668.0449804982773	C	Fumarate hydratase	MHS358	fungi_OG
3NTY3|Fungi	143	359.4197365909524	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS358	fungi_OG
3NTY4|Fungi	77	109.81656702600073	J	YdiU domain protein	MHS358	fungi_OG
3NTY7|Fungi	495	412.0610712304495	J	phenylalanyl-tRNA synthetase alpha chain	MHS358	fungi_OG
