fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTW9|Fungi	2	5.847953216374268	J	Belongs to the universal ribosomal protein uL5 family	MHS584	fungi_OG
3NTZ0|Fungi	2	8.593322386425834	J	Belongs to the eukaryotic ribosomal protein eS7 family	MHS584	fungi_OG
3NTZQ|Fungi	3	6.5359477124183005	J	60S ribosomal protein L7	MHS584	fungi_OG
3NU0G|Fungi	1	4.975124378109452	F	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	MHS584	fungi_OG
3NU1M|Fungi	3	5.9171597633136095	P	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family	MHS584	fungi_OG
3NU2R|Fungi	2	8.032128514056225	J	60S ribosomal protein L5	MHS584	fungi_OG
3NU3J|Fungi	57	118.12319555843193	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	MHS584	fungi_OG
3NU7A|Fungi	1	3.584229390681003	Z	Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks	MHS584	fungi_OG
3NU8C|Fungi	2	3.875968992248062	A	ATP-dependent, RNA helicase	MHS584	fungi_OG
3NU9U|Fungi	4	7.984031936127744	E	Cystathionine gamma-lyase	MHS584	fungi_OG
3NUAT|Fungi	1	4.11522633744856	P	Catalyzes the first intracellular reaction of sulfate assimilation, forming adenosine-5'-phosphosulfate (APS) from inorganic sulfate and ATP. Plays an important role in sulfate activation as a component of the biosynthesis pathway of sulfur- containing amino acids	MHS584	fungi_OG
3NUB4|Fungi	3	6.756756756756757	J	60S ribosomal protein	MHS584	fungi_OG
3NUCI|Fungi	10	12.778046143583374	G	Glyceraldehyde-3-phosphate dehydrogenase	MHS584	fungi_OG
3NUDT|Fungi	1	4.166666666666667	K	complex ATPase	MHS584	fungi_OG
3NUF5|Fungi	6	16.061980347694636	J	Belongs to the universal ribosomal protein uL3 family	MHS584	fungi_OG
3NUFD|Fungi	2	3.584229390681003	CH	Belongs to the GMC oxidoreductase family	MHS584	fungi_OG
3NUH7|Fungi	1	3.584229390681003	O	Belongs to the heat shock protein 70 family	MHS584	fungi_OG
3NUJ0|Fungi	2	7.017543859649123	H	Catalyzes the ferrous insertion into protoporphyrin IX	MHS584	fungi_OG
3NUJI|Fungi	8	13.793759512937594	J	Required for the assembly and or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits	MHS584	fungi_OG
3NUN0|Fungi	2	10.256410256410255	E	Amino acid permease	MHS584	fungi_OG
3NUQM|Fungi	9	9.615384615384615	C	Subunits I, II and III form the functional core of the enzyme complex	MHS584	fungi_OG
3NUSV|Fungi	1	4.016064257028113	O	Serine palmitoyltransferase	MHS584	fungi_OG
3NUUP|Fungi	3	5.208333333333334	EH	Belongs to the TPP enzyme family	MHS584	fungi_OG
3NUY0|Fungi	2	10.1010101010101	C	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate- level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit	MHS584	fungi_OG
3NUZ6|Fungi	11	30.812020670813993	J	Belongs to the eukaryotic ribosomal protein eL20 family	MHS584	fungi_OG
3NUZV|Fungi	10	16.666666666666668	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	MHS584	fungi_OG
3NV13|Fungi	1	3.4013605442176873	L	DNA helicase participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes	MHS584	fungi_OG
3NV17|Fungi	32	28.59507950597124	CE	Belongs to the aconitase IPM isomerase family	MHS584	fungi_OG
3NV1T|Fungi	17	43.25699745547074	S	VPS9 domain protein	MHS584	fungi_OG
3NV1U|Fungi	2	6.872852233676976	V	tyrosine-protein phosphatase required for protection against superoxide stress	MHS584	fungi_OG
3NV25|Fungi	4	7.366482504604051	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	MHS584	fungi_OG
3NV4S|Fungi	3	9.25925925925926	O	Belongs to the peptidase A1 family	MHS584	fungi_OG
3NV6I|Fungi	13	12.037037037037036	C	isocitrate dehydrogenase NAD subunit	MHS584	fungi_OG
3NV7Y|Fungi	2	5.291005291005291	O	protease	MHS584	fungi_OG
3NV96|Fungi	8	10.884353741496598	C	nadh-ubiquinone oxidoreductase 40 kda subunit	MHS584	fungi_OG
3NVAA|Fungi	3	9.900990099009901	C	Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)	MHS584	fungi_OG
3NVDF|Fungi	2	9.523809523809524	H	acetolactate synthase	MHS584	fungi_OG
3NVE7|Fungi	3	8.771929824561402	C	Nadh-ubiquinone oxidoreductase 23 kda subunit	MHS584	fungi_OG
3NVFE|Fungi	3	9.615384615384615	J	Belongs to the eukaryotic ribosomal protein eS1 family	MHS584	fungi_OG
3NVGC|Fungi	1	3.367003367003367	I	kh domain-containing protein	MHS584	fungi_OG
3NVGI|Fungi	2	9.389671361502348	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	MHS584	fungi_OG
3NVIF|Fungi	15	35.21107952919631	O	Polyubiquitin	MHS584	fungi_OG
3NVIS|Fungi	32	43.390478627873975	C	Dehydrogenase	MHS584	fungi_OG
