bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7NA|Bacteria	3	12.345679012345679	S	Psort location CytoplasmicMembrane, score	MHS396	bacteria_OG
2Z7NE|Bacteria	123	260.97396090736083	C	Phycocyanin beta subunit	MHS396	bacteria_OG
2Z7P1|Bacteria	4	13.468013468013469	S	Domain of unknown function (DUF4331)	MHS396	bacteria_OG
2Z7RG|Bacteria	5	10.2880658436214	C	protein-chromophore linkage	MHS396	bacteria_OG
2Z7RS|Bacteria	330	733.8248878323012	S	Protein of unknown function (DUF2891)	MHS396	bacteria_OG
2Z7SA|Bacteria	17	16.96606786427146	S	transfer protein	MHS396	bacteria_OG
2Z7SI|Bacteria	39	61.506721488350394	S	Protein of unknown function (DUF3388)	MHS396	bacteria_OG
2Z7SX|Bacteria	1	4.62962962962963	S	Gluconate 2-dehydrogenase	MHS396	bacteria_OG
2Z7T1|Bacteria	10	10.857763300760043	S	PFAM Suppressor of fused	MHS396	bacteria_OG
2Z7TF|Bacteria	2	5.333333333333333	S	Uncharacterized protein conserved in bacteria (DUF2236)	MHS396	bacteria_OG
2Z7TN|Bacteria	38	78.07204686667973	P	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	MHS396	bacteria_OG
2Z7TR|Bacteria	619	467.87603930461074	S	Phage portal protein, SPP1 Gp6-like	MHS396	bacteria_OG
2Z7TU|Bacteria	139	178.044245156206	S	NA	MHS396	bacteria_OG
2Z7U4|Bacteria	361	633.6717749748065	S	succinate dehydrogenase	MHS396	bacteria_OG
2Z7VA|Bacteria	41	54.13911285275906	P	photosynthetic electron transport in photosystem II	MHS396	bacteria_OG
2Z7VY|Bacteria	137	102.46031675311548	S	Psort location Cytoplasmic, score	MHS396	bacteria_OG
2Z7X0|Bacteria	10	23.980815347721823	C	allophycocyanin beta subunit	MHS396	bacteria_OG
2Z7ZP|Bacteria	3	8.771929824561402	S	oxygen evolving activity	MHS396	bacteria_OG
2Z802|Bacteria	14	31.861053600184036	S	phage tail protein	MHS396	bacteria_OG
2Z80V|Bacteria	895	1173.8808884372859	E	histidine decarboxylase	MHS396	bacteria_OG
2Z81S|Bacteria	2	4.11522633744856	C	PFAM Phycobilisome protein	MHS396	bacteria_OG
2Z83G|Bacteria	80	117.08718060519297	S	NA	MHS396	bacteria_OG
2Z83I|Bacteria	1134	912.6274525790845	S	phosphoenolpyruvate carboxykinase (diphosphate) activity	MHS396	bacteria_OG
2Z85C|Bacteria	44	127.76748992634903	C	protein-chromophore linkage	MHS396	bacteria_OG
2Z87P|Bacteria	292	602.5099701976568	C	photosynthetic electron transport in photosystem II	MHS396	bacteria_OG
2Z88M|Bacteria	151	164.83048037683028	S	NA	MHS396	bacteria_OG
2Z89R|Bacteria	276	296.4755296701117	S	NA	MHS396	bacteria_OG
2Z8BS|Bacteria	6	10.869565217391303	S	Responsible for the hydrolysis of cyanuric acid, an intermediate formed during catabolism of s-triazine based compounds in herbicides such as atrazine and polymers such as melamine. Catalyzes the hydrolytic opening of the s-triazine ring of cyanuric acid (2,4,6-trihydroxy-s-triazine) to yield carbon dioxide and carboxybiuret, which spontaneously decarboxylates to biuret	MHS396	bacteria_OG
