fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTW9|Fungi	2	5.847953216374268	J	Belongs to the universal ribosomal protein uL5 family	MHS413	fungi_OG
3NTWJ|Fungi	1	5.46448087431694	TUZ	zinc finger protein gcs1	MHS413	fungi_OG
3NTXF|Fungi	2	7.662835249042145	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS413	fungi_OG
3NTZ0|Fungi	2	7.017543859649123	J	Belongs to the eukaryotic ribosomal protein eS7 family	MHS413	fungi_OG
3NU07|Fungi	4	8.130081300813009	J	Belongs to the universal ribosomal protein uS3 family	MHS413	fungi_OG
3NU3J|Fungi	12	28.60106483294889	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	MHS413	fungi_OG
3NU4E|Fungi	1	3.584229390681003	CI	Stearyl-CoA desaturase that utilizes O(2) and electrons from reduced cytochrome b5 to introduce the first double bond into saturated fatty acyl-CoA substrates	MHS413	fungi_OG
3NU56|Fungi	1	3.7037037037037033	P	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family	MHS413	fungi_OG
3NU5Z|Fungi	1	3.7878787878787876	H	Belongs to the citrate synthase family	MHS413	fungi_OG
3NU7G|Fungi	1	6.0606060606060606	A	rna export protein	MHS413	fungi_OG
3NU7K|Fungi	4	20.2020202020202	S	Nuclear protein Qri2	MHS413	fungi_OG
3NU85|Fungi	2	5.74712643678161	J	synthase	MHS413	fungi_OG
3NU8K|Fungi	3	12.5	J	60s ribosomal protein	MHS413	fungi_OG
3NUAM|Fungi	1	4.385964912280701	O	Peptidyl-prolyl cis-trans	MHS413	fungi_OG
3NUAW|Fungi	1	4.830917874396135	IQ	transporter	MHS413	fungi_OG
3NUB6|Fungi	2	4.415011037527593	J	nucleolar complex protein	MHS413	fungi_OG
3NUCI|Fungi	8	7.912957467853611	G	Glyceraldehyde-3-phosphate dehydrogenase	MHS413	fungi_OG
3NUCT|Fungi	1	3.7878787878787876	Z	actin binding protein	MHS413	fungi_OG
3NUD1|Fungi	1	4.694835680751174	J	Belongs to the eukaryotic ribosomal protein eS6 family	MHS413	fungi_OG
3NUDE|Fungi	2	4.444444444444445	O	Belongs to the peptidase A1 family	MHS413	fungi_OG
3NUET|Fungi	4	8.771929824561402	J	ribosomal protein	MHS413	fungi_OG
