bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7NE|Bacteria	60	115.89761409624475	C	Phycocyanin beta subunit	MHS411	bacteria_OG
2Z7RG|Bacteria	25	51.542570866242365	C	protein-chromophore linkage	MHS411	bacteria_OG
2Z7RS|Bacteria	2182	4002.1117687156516	S	Protein of unknown function (DUF2891)	MHS411	bacteria_OG
2Z7SI|Bacteria	157	215.5635797124912	S	Protein of unknown function (DUF3388)	MHS411	bacteria_OG
2Z7TN|Bacteria	42	69.0957025803526	P	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	MHS411	bacteria_OG
2Z7U4|Bacteria	568	999.9159944718039	S	succinate dehydrogenase	MHS411	bacteria_OG
2Z7VA|Bacteria	23	39.22628509387235	P	photosynthetic electron transport in photosystem II	MHS411	bacteria_OG
2Z7VY|Bacteria	717	549.8676798163303	S	Psort location Cytoplasmic, score	MHS411	bacteria_OG
2Z7X0|Bacteria	4	8.23045267489712	C	allophycocyanin beta subunit	MHS411	bacteria_OG
2Z7YX|Bacteria	2	3.3840947546531304	S	photosynthesis	MHS411	bacteria_OG
2Z802|Bacteria	46	120.08418279801032	S	phage tail protein	MHS411	bacteria_OG
2Z80V|Bacteria	5119	6476.326679807701	E	histidine decarboxylase	MHS411	bacteria_OG
2Z83I|Bacteria	3100	1911.427396295753	S	phosphoenolpyruvate carboxykinase (diphosphate) activity	MHS411	bacteria_OG
2Z85C|Bacteria	42	153.3441011237367	C	protein-chromophore linkage	MHS411	bacteria_OG
2Z87P|Bacteria	76	234.79200955048753	C	photosynthetic electron transport in photosystem II	MHS411	bacteria_OG
2Z889|Bacteria	4	8.830022075055187	S	Histidine phosphatase superfamily (branch 2)	MHS411	bacteria_OG
2Z88M|Bacteria	284	254.10050206130936	S	NA	MHS411	bacteria_OG
2Z89R|Bacteria	1756	1709.864672293471	S	NA	MHS411	bacteria_OG
2Z8BS|Bacteria	4	7.246376811594202	S	Responsible for the hydrolysis of cyanuric acid, an intermediate formed during catabolism of s-triazine based compounds in herbicides such as atrazine and polymers such as melamine. Catalyzes the hydrolytic opening of the s-triazine ring of cyanuric acid (2,4,6-trihydroxy-s-triazine) to yield carbon dioxide and carboxybiuret, which spontaneously decarboxylates to biuret	MHS411	bacteria_OG
2Z8BZ|Bacteria	70	83.58062734237055	S	Replication initiator protein A	MHS411	bacteria_OG
2Z8IM|Bacteria	4	7.889546351084813	C	protein-chromophore linkage	MHS411	bacteria_OG
2Z8JK|Bacteria	93	117.10872082673872	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex	MHS411	bacteria_OG
2Z8P5|Bacteria	1018	1191.0386275255694	S	Lantibiotic dehydratase, C terminus	MHS411	bacteria_OG
