bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7RC|Bacteria	9	29.74251182343668	C	Glycine/sarcosine/betaine reductase component B subunits	MHS421	bacteria_OG
2Z7RS|Bacteria	161	202.60306728586374	S	Protein of unknown function (DUF2891)	MHS421	bacteria_OG
2Z7SI|Bacteria	12	13.937282229965158	S	Protein of unknown function (DUF3388)	MHS421	bacteria_OG
2Z7U4|Bacteria	62	97.84844165837595	S	succinate dehydrogenase	MHS421	bacteria_OG
2Z80V|Bacteria	1063	1396.3846892834174	E	histidine decarboxylase	MHS421	bacteria_OG
2Z83G|Bacteria	18	31.578947368421055	S	NA	MHS421	bacteria_OG
2Z83I|Bacteria	51	55.351914766292836	S	phosphoenolpyruvate carboxykinase (diphosphate) activity	MHS421	bacteria_OG
2Z89R|Bacteria	81	64.20093611482116	S	NA	MHS421	bacteria_OG
2Z8BZ|Bacteria	4	14.492753623188404	S	Replication initiator protein A	MHS421	bacteria_OG
2Z8JK|Bacteria	3	14.084507042253522	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex	MHS421	bacteria_OG
2Z8UC|Bacteria	15	14.005602240896359	S	NA	MHS421	bacteria_OG
2Z8WM|Bacteria	27	26.548672566371685	S	NA	MHS421	bacteria_OG
2Z8XT|Bacteria	57	105.1405474838528	S	YwhD family	MHS421	bacteria_OG
2Z904|Bacteria	16	61.84342742303827	S	phage major tail protein, phi13 family	MHS421	bacteria_OG
2Z90C|Bacteria	57	130.57983769371802	S	Protein of unknown function (DUF3710)	MHS421	bacteria_OG
2Z97E|Bacteria	6	13.793103448275863	S	NA	MHS421	bacteria_OG
2Z980|Bacteria	95	228.3399404690399	S	NA	MHS421	bacteria_OG
2Z9EA|Bacteria	2	6.172839506172839	S	NA	MHS421	bacteria_OG
2Z9GU|Bacteria	46	74.3580217367824	S	Carotene biosynthesis associated membrane protein	MHS421	bacteria_OG
2Z9JM|Bacteria	113	416.70117322291236	S	NAD-specific glutamate dehydrogenase	MHS421	bacteria_OG
2Z9SP|Bacteria	25	49.01960784313725	S	Domain of unknown function (DUF4263)	MHS421	bacteria_OG
2Z9UW|Bacteria	11	32.448377581120944	S	NA	MHS421	bacteria_OG
2Z9W9|Bacteria	7	13.972055888223553	S	Protein of unknown function (DUF3577)	MHS421	bacteria_OG
2Z9XI|Bacteria	125	162.2238818437406	S	Nuclease-related domain	MHS421	bacteria_OG
2ZA62|Bacteria	5	20.378087149493275	S	Domain of unknown function (DUF4191)	MHS421	bacteria_OG
2ZADB|Bacteria	15	34.24657534246575	S	NA	MHS421	bacteria_OG
2ZAIR|Bacteria	30	33.12299418856796	S	NA	MHS421	bacteria_OG
2ZAQK|Bacteria	41	62.12090321499929	S	NA	MHS421	bacteria_OG
2ZARS|Bacteria	51	223.35994446372786	S	NA	MHS421	bacteria_OG
2ZAV8|Bacteria	328	933.0472918362286	S	EcsC protein family	MHS421	bacteria_OG
2ZAVY|Bacteria	145	219.54540597441454	S	NA	MHS421	bacteria_OG
2ZBEI|Bacteria	6	9.569377990430622	S	NA	MHS421	bacteria_OG
2ZBFQ|Bacteria	7	15.053763440860214	S	NA	MHS421	bacteria_OG
2ZBJ8|Bacteria	1	5.128205128205128	S	NA	MHS421	bacteria_OG
2ZBPB|Bacteria	2	13.071895424836601	S	CRISPR-associated protein Cas5	MHS421	bacteria_OG
2ZBRM|Bacteria	2	10.165277168348691	S	Accessory Sec system protein Asp1	MHS421	bacteria_OG
2ZBRV|Bacteria	62	82.28362454286875	S	YwiC-like protein	MHS421	bacteria_OG
2ZBU7|Bacteria	300	440.646119107314	S	Protein of unknown function (DUF3027)	MHS421	bacteria_OG
2ZBVG|Bacteria	22	66.01660820104247	S	Protein of unknown function (DUF2992)	MHS421	bacteria_OG
2ZBVN|Bacteria	9	32.288586635127146	S	Belongs to the UPF0403 family	MHS421	bacteria_OG
2ZBYU|Bacteria	6	13.793103448275863	S	Domain of unknown function (DUF4191)	MHS421	bacteria_OG
2ZC3X|Bacteria	8	18.912529550827422	S	NA	MHS421	bacteria_OG
2ZC43|Bacteria	1186	2104.5855149423683	S	NA	MHS421	bacteria_OG
2ZCFK|Bacteria	75	139.22686388655384	S	Protein of unknown function (DUF3071)	MHS421	bacteria_OG
2ZCGZ|Bacteria	192	412.49395258829225	S	NA	MHS421	bacteria_OG
2ZDVV|Bacteria	16	54.30486339349916	S	Protein of unknown function (DUF2530)	MHS421	bacteria_OG
2ZERP|Bacteria	10	25.92199835041829	S	NA	MHS421	bacteria_OG
2ZF6Y|Bacteria	226	1046.2962962962963	S	Staphylococcus haemolytic protein	MHS421	bacteria_OG
2ZF7P|Bacteria	14	57.67836802319561	S	Protein of unknown function (DUF3618)	MHS421	bacteria_OG
2ZFJM|Bacteria	4	12.698412698412698	S	NA	MHS421	bacteria_OG
2ZFSE|Bacteria	482	1785.185185185185	S	Family of unknown function	MHS421	bacteria_OG
2ZFWE|Bacteria	57	161.5575807787904	S	NA	MHS421	bacteria_OG
2ZFXT|Bacteria	33	80.55555555555556	H	NA	MHS421	bacteria_OG
2ZG0D|Bacteria	33	78.44361215147731	S	NA	MHS421	bacteria_OG
2ZGCU|Bacteria	38	60.856775142489425	S	NA	MHS421	bacteria_OG
2ZGWI|Bacteria	5	16.256157635467982	S	NA	MHS421	bacteria_OG
2ZH0T|Bacteria	24	74.0392156862745	S	Family of unknown function (DUF5327)	MHS421	bacteria_OG
2ZH8A|Bacteria	4	19.32367149758454	S	NA	MHS421	bacteria_OG
2ZH8X|Bacteria	36	122.44897959183675	S	NA	MHS421	bacteria_OG
2ZI0B|Bacteria	11	55.811849841700585	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	MHS421	bacteria_OG
2ZICA|Bacteria	57	61.110816714653296	S	NA	MHS421	bacteria_OG
2ZJ01|Bacteria	737	4299.867404588954	S	NA	MHS421	bacteria_OG
2ZJ7W|Bacteria	9	30.612244897959187	S	NA	MHS421	bacteria_OG
2ZJ86|Bacteria	3	7.692307692307692	S	NA	MHS421	bacteria_OG
2ZJV9|Bacteria	49	201.64609053497944	S	NA	MHS421	bacteria_OG
2ZJVY|Bacteria	8	34.595756110663444	S	NA	MHS421	bacteria_OG
2ZK5V|Bacteria	11	29.1005291005291	S	NA	MHS421	bacteria_OG
2ZKHQ|Bacteria	11	21.31782945736434	S	NA	MHS421	bacteria_OG
2ZKT7|Bacteria	2	7.017543859649123	S	NA	MHS421	bacteria_OG
2ZM8T|Bacteria	18	56.074766355140184	S	Belongs to the UPF0337 (CsbD) family	MHS421	bacteria_OG
2ZMPZ|Bacteria	4	20.51282051282051	S	NA	MHS421	bacteria_OG
2ZMYT|Bacteria	2	10.256410256410255	S	Psort location Cytoplasmic, score	MHS421	bacteria_OG
2ZNE6|Bacteria	24	36.866359447004605	S	NA	MHS421	bacteria_OG
2ZNGD|Bacteria	2	8.130081300813009	S	NA	MHS421	bacteria_OG
2ZNZ6|Bacteria	18	88.46431346431346	S	NA	MHS421	bacteria_OG
2ZPNR|Bacteria	34	47.78496917536214	S	NA	MHS421	bacteria_OG
2ZPU3|Bacteria	1	5.46448087431694	S	NA	MHS421	bacteria_OG
2ZPUU|Bacteria	1	3.9682539682539684	S	NA	MHS421	bacteria_OG
2ZQ2R|Bacteria	4	10.256410256410255	S	NA	MHS421	bacteria_OG
2ZR2R|Bacteria	3	12.987012987012987	S	Belongs to the UPF0337 (CsbD) family	MHS421	bacteria_OG
2ZR3G|Bacteria	93	183.03978223006564	S	NA	MHS421	bacteria_OG
2ZR3M|Bacteria	21	62.676309175770626	S	Nickel-containing superoxide dismutase	MHS421	bacteria_OG
2ZRSZ|Bacteria	5	30.3030303030303	S	NA	MHS421	bacteria_OG
2ZSJ3|Bacteria	32	48.96857528436476	S	NA	MHS421	bacteria_OG
2ZTBH|Bacteria	10	20.2020202020202	S	NA	MHS421	bacteria_OG
2ZTF8|Bacteria	1	4.329004329004329	S	NA	MHS421	bacteria_OG
2ZTVJ|Bacteria	82	209.96901973420606	S	Protein of unknown function (DUF3618)	MHS421	bacteria_OG
