fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	24	64.21356421356421	L	Dna repair helicase rad25	MHS366	fungi_OG
3NTVK|Fungi	5328	3630.541993586162	I	Cral trio domain protein	MHS366	fungi_OG
3NTVM|Fungi	260	278.7838419161012	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS366	fungi_OG
3NTVR|Fungi	499	418.975650713686	F	Golgi to endosome transport protein	MHS366	fungi_OG
3NTVW|Fungi	240	843.1899641577061	U	snare protein	MHS366	fungi_OG
3NTVY|Fungi	168	637.3339304373787	G	Fructose-2,6-bisphosphatase	MHS366	fungi_OG
3NTW3|Fungi	999	775.701282558013	T	transporter	MHS366	fungi_OG
3NTW5|Fungi	1218	693.7029564044553	B	histone deacetylase	MHS366	fungi_OG
3NTW8|Fungi	128	179.2717086834734	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS366	fungi_OG
3NTW9|Fungi	2950	8295.971350648848	J	Belongs to the universal ribosomal protein uL5 family	MHS366	fungi_OG
3NTWB|Fungi	425	464.4808743169399	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS366	fungi_OG
3NTWE|Fungi	6870	8680.802565332377	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS366	fungi_OG
3NTWF|Fungi	171	446.05099502487565	B	histone deacetylase	MHS366	fungi_OG
3NTWG|Fungi	597	495.12468956577715	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS366	fungi_OG
3NTWH|Fungi	607	579.7516714422159	J	Belongs to the universal ribosomal protein uS5 family	MHS366	fungi_OG
3NTWM|Fungi	1962	780.6646231693669	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS366	fungi_OG
3NTWU|Fungi	6	21.426151761517616	T	serine threonine-protein phosphatase	MHS366	fungi_OG
3NTWW|Fungi	211	480.40662403672735	S	Mitochondrial protein	MHS366	fungi_OG
3NTWY|Fungi	293	503.4364261168385	T	STE STE20 PAKA protein kinase	MHS366	fungi_OG
3NTX7|Fungi	60	197.10743801652893	UY	Importin 11	MHS366	fungi_OG
3NTXF|Fungi	3905	7537.547082103627	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS366	fungi_OG
3NTXG|Fungi	264	520.7100591715977	K	-phosphatase	MHS366	fungi_OG
3NTXH|Fungi	1190	1953.8600022377314	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS366	fungi_OG
3NTXM|Fungi	381	359.7733711048159	S	WD-repeat protein pop3	MHS366	fungi_OG
3NTXU|Fungi	359	436.6195378790328	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS366	fungi_OG
3NTXV|Fungi	230	190.71310116086235	O	Glycosyltransferase family 33 protein	MHS366	fungi_OG
3NTXZ|Fungi	926	907.5674019607843	KL	Transcription factor	MHS366	fungi_OG
3NTY2|Fungi	1780	2060.8772757320357	C	Fumarate hydratase	MHS366	fungi_OG
3NTY3|Fungi	1346	2538.4422308551007	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS366	fungi_OG
3NTY4|Fungi	472	481.62063057918306	J	YdiU domain protein	MHS366	fungi_OG
3NTY6|Fungi	757	644.4146988833975	S	Transcription factor	MHS366	fungi_OG
3NTY7|Fungi	1008	1150.891761608261	J	phenylalanyl-tRNA synthetase alpha chain	MHS366	fungi_OG
3NTY8|Fungi	446	589.929847378637	O	pre-rRNA-processing protein PNO1	MHS366	fungi_OG
3NTYD|Fungi	944	1484.0682941855794	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS366	fungi_OG
3NTYH|Fungi	964	1015.1141666922352	BD	Structural maintenance of chromosomes protein	MHS366	fungi_OG
3NTYK|Fungi	5841	4643.686189636409	M	Chitin Synthase	MHS366	fungi_OG
3NTYM|Fungi	126	321.48148148148147	I	carbamoylphosphate synthase	MHS366	fungi_OG
3NTYS|Fungi	1338	1119.0622594857225	C	Belongs to the cytochrome b5 family	MHS366	fungi_OG
3NTYW|Fungi	544	1068.1007151810072	P	transporter	MHS366	fungi_OG
3NTYX|Fungi	281	440.5779405779406	E	Xaa-pro dipeptidase	MHS366	fungi_OG
3NTYZ|Fungi	783	389.6515053355987	O	IQ and HECT domain protein	MHS366	fungi_OG
3NTZ0|Fungi	1232	2406.7674685246843	J	Belongs to the eukaryotic ribosomal protein eS7 family	MHS366	fungi_OG
3NTZ4|Fungi	1359	1171.7909981620921	J	Glycyl-trna synthetase	MHS366	fungi_OG
3NTZB|Fungi	552	1588.204739442947	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS366	fungi_OG
3NTZE|Fungi	5860	3703.0904804203533	Q	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily	MHS366	fungi_OG
3NTZH|Fungi	385	640.4848636570631	O	proteasome subunit alpha	MHS366	fungi_OG
3NTZI|Fungi	489	1178.4765577990484	S	cell polarity protein	MHS366	fungi_OG
3NTZJ|Fungi	478	1258.1158712931567	O	Glutathione S-transferase	MHS366	fungi_OG
3NTZK|Fungi	883	1167.256126621015	I	Belongs to the enoyl-CoA hydratase isomerase family	MHS366	fungi_OG
3NTZQ|Fungi	5026	12388.715128103184	J	60S ribosomal protein L7	MHS366	fungi_OG
3NTZR|Fungi	253	504.99001996007985	U	vacuolar protein sorting-associated protein 74	MHS366	fungi_OG
3NTZT|Fungi	35	79.90867579908675	O	gpi-anchor transamidase	MHS366	fungi_OG
3NTZU|Fungi	813	1345.9922740095153	A	Branchpoint-bridging protein	MHS366	fungi_OG
3NTZV|Fungi	466	499.46409431939975	G	NADH kinase	MHS366	fungi_OG
3NU01|Fungi	1781	1143.2778668051901	S	nucleoporin pom152	MHS366	fungi_OG
3NU02|Fungi	800	422.44603093659697	L	tpr repeat-containing protein	MHS366	fungi_OG
3NU06|Fungi	2234	2575.9403103606733	A	Multiple RNA-binding domain-containing protein	MHS366	fungi_OG
3NU07|Fungi	5063	6731.405793250066	J	Belongs to the universal ribosomal protein uS3 family	MHS366	fungi_OG
3NU0B|Fungi	727	1399.3678000008115	U	Reduced viability upon starvation protein	MHS366	fungi_OG
3NU0E|Fungi	283	531.5807833206985	O	proteasome subunit alpha	MHS366	fungi_OG
3NU0F|Fungi	379	925.9543267283206	Q	glutathione synthetase	MHS366	fungi_OG
3NU0G|Fungi	899	895.2570418087658	F	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	MHS366	fungi_OG
3NU0K|Fungi	52	103.79241516966067	E	5-oxoprolinase	MHS366	fungi_OG
