fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	32	133.33333333333334	L	Dna repair helicase rad25	MHS362	fungi_OG
3NTVK|Fungi	1533	833.6896952535278	I	Cral trio domain protein	MHS362	fungi_OG
3NTVR|Fungi	31	164.02116402116403	F	Golgi to endosome transport protein	MHS362	fungi_OG
3NTVW|Fungi	22	59.13978494623656	U	snare protein	MHS362	fungi_OG
3NTW3|Fungi	58	34.21828908554572	T	transporter	MHS362	fungi_OG
3NTW5|Fungi	830	812.4993947212786	B	histone deacetylase	MHS362	fungi_OG
3NTW8|Fungi	657	295.94594594594594	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS362	fungi_OG
3NTW9|Fungi	3629	9013.28149157474	J	Belongs to the universal ribosomal protein uL5 family	MHS362	fungi_OG
3NTWB|Fungi	179	252.82485875706217	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS362	fungi_OG
3NTWE|Fungi	3621	4709.101006755691	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS362	fungi_OG
3NTWH|Fungi	622	597.5024015369837	J	Belongs to the universal ribosomal protein uS5 family	MHS362	fungi_OG
3NTWM|Fungi	797	347.1348037874227	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS362	fungi_OG
3NTWN|Fungi	171	94.37086092715232	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS362	fungi_OG
3NTWU|Fungi	155	112.31884057971016	T	serine threonine-protein phosphatase	MHS362	fungi_OG
3NTWW|Fungi	325	952.8859060402685	S	Mitochondrial protein	MHS362	fungi_OG
3NTX6|Fungi	569	155.8477129553547	UY	Nuclear pore complex	MHS362	fungi_OG
3NTXD|Fungi	31	75.42579075425792	L	Dna polymerase gamma	MHS362	fungi_OG
3NTXF|Fungi	1008	1725.082917514871	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS362	fungi_OG
3NTXH|Fungi	163	173.58892438764644	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS362	fungi_OG
3NTXM|Fungi	299	256.2125107112254	S	WD-repeat protein pop3	MHS362	fungi_OG
3NTXU|Fungi	108	132.54364572446096	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS362	fungi_OG
3NTY0|Fungi	131	253.06577480490523	S	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery. Required for the maturation of extramitochondrial Fe S proteins	MHS362	fungi_OG
3NTY2|Fungi	728	535.2334626805851	C	Fumarate hydratase	MHS362	fungi_OG
3NTY3|Fungi	966	1072.0943068720774	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS362	fungi_OG
3NTY4|Fungi	24	27.491408934707906	J	YdiU domain protein	MHS362	fungi_OG
3NTY7|Fungi	219	136.96060037523452	J	phenylalanyl-tRNA synthetase alpha chain	MHS362	fungi_OG
3NTY8|Fungi	172	212.2826074260953	O	pre-rRNA-processing protein PNO1	MHS362	fungi_OG
3NTYA|Fungi	281	223.015873015873	T	cmgc dyrk yak protein kinase	MHS362	fungi_OG
3NTYD|Fungi	1337	1553.6940176097119	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS362	fungi_OG
3NTYH|Fungi	151	186.41975308641975	BD	Structural maintenance of chromosomes protein	MHS362	fungi_OG
3NTYK|Fungi	3361	1318.958631278299	M	Chitin Synthase	MHS362	fungi_OG
3NTYM|Fungi	8	30.71861915748099	I	carbamoylphosphate synthase	MHS362	fungi_OG
3NTYS|Fungi	240	317.4524084849843	C	Belongs to the cytochrome b5 family	MHS362	fungi_OG
3NTYW|Fungi	428	301.3408261855467	P	transporter	MHS362	fungi_OG
3NTYX|Fungi	208	237.5902224368778	E	Xaa-pro dipeptidase	MHS362	fungi_OG
3NTZ0|Fungi	2838	9215.546677090702	J	Belongs to the eukaryotic ribosomal protein eS7 family	MHS362	fungi_OG
3NTZ4|Fungi	508	254.63659147869672	J	Glycyl-trna synthetase	MHS362	fungi_OG
3NTZB|Fungi	610	1671.8159058686492	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS362	fungi_OG
3NTZE|Fungi	7924	1776.3151566002953	Q	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily	MHS362	fungi_OG
3NTZH|Fungi	261	373.4057621665087	O	proteasome subunit alpha	MHS362	fungi_OG
3NTZI|Fungi	2160	455.9848005066498	S	cell polarity protein	MHS362	fungi_OG
3NTZJ|Fungi	298	363.53358244706334	O	Glutathione S-transferase	MHS362	fungi_OG
3NTZK|Fungi	638	673.2369405001189	I	Belongs to the enoyl-CoA hydratase isomerase family	MHS362	fungi_OG
3NTZQ|Fungi	512	1039.1115353822306	J	60S ribosomal protein L7	MHS362	fungi_OG
3NTZU|Fungi	95	173.99267399267399	A	Branchpoint-bridging protein	MHS362	fungi_OG
3NTZW|Fungi	36	160	O	Beta subunit	MHS362	fungi_OG
3NU01|Fungi	5	23.14814814814815	S	nucleoporin pom152	MHS362	fungi_OG
3NU03|Fungi	116	114.06096361848576	H	Component of the coenzyme Q biosynthetic pathway. May play a role in organizing a multi-subunit COQ enzyme complex required for coenzyme Q biosynthesis. Required for steady-state levels of other COQ polypeptides	MHS362	fungi_OG
3NU06|Fungi	538	419.9606399071673	A	Multiple RNA-binding domain-containing protein	MHS362	fungi_OG
3NU07|Fungi	7764	9931.90186806004	J	Belongs to the universal ribosomal protein uS3 family	MHS362	fungi_OG
3NU0B|Fungi	355	865.0364556839377	U	Reduced viability upon starvation protein	MHS362	fungi_OG
3NU0E|Fungi	232	415.0209941767746	O	proteasome subunit alpha	MHS362	fungi_OG
3NU0F|Fungi	9	53.501400560224084	Q	glutathione synthetase	MHS362	fungi_OG
3NU0G|Fungi	221	152.51897860593513	F	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	MHS362	fungi_OG
3NU0H|Fungi	149	89.32853717026379	G	Mannosyltransferase	MHS362	fungi_OG
3NU0P|Fungi	1902	868.0046164107838	O	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family	MHS362	fungi_OG
3NU0R|Fungi	1990	837.8483869979808	J	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation	MHS362	fungi_OG
3NU0S|Fungi	263	406.7988054897956	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	MHS362	fungi_OG
3NU0X|Fungi	497	330.6719893546241	K	Rna polymerase ii transcription elongation factor	MHS362	fungi_OG
3NU0Y|Fungi	291	286.91910499139414	E	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	MHS362	fungi_OG
3NU0Z|Fungi	729	136.96035242290748	A	factor mot1	MHS362	fungi_OG
3NU14|Fungi	268	188.46694796061885	T	protein phosphatase PP2A regulatory subunit A	MHS362	fungi_OG
3NU1C|Fungi	855	333.67195177011126	KL	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	MHS362	fungi_OG
3NU1D|Fungi	47	145.02864846646446	K	Transcription factor tfiiib complex subunit brf1	MHS362	fungi_OG
3NU1G|Fungi	506	162.96296296296296	I	Lysophospholipase	MHS362	fungi_OG
3NU1K|Fungi	1724	1313.9561610322478	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain	MHS362	fungi_OG
3NU1Q|Fungi	969	870.4952038955117	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen	MHS362	fungi_OG
3NU1R|Fungi	172	438.74404261283996	G	Belongs to the protein kinase superfamily	MHS362	fungi_OG
3NU1U|Fungi	422	343.42948346356883	J	eukaryotic peptide chain release factor subunit 1	MHS362	fungi_OG
3NU1W|Fungi	1625	3006.452835868313	J	Belongs to the universal ribosomal protein uS4 family	MHS362	fungi_OG
3NU1X|Fungi	334	203.90720390720392	U	exchange factor	MHS362	fungi_OG
3NU1Z|Fungi	249	168.6991869918699	S	Wd repeat protein	MHS362	fungi_OG
3NU21|Fungi	99	262.6774847870182	DO	Cell cycle regulatory protein	MHS362	fungi_OG
3NU25|Fungi	428	578.9330041503586	U	Belongs to the WD repeat SEC13 family	MHS362	fungi_OG
3NU28|Fungi	120	156.25	L	Dna repair protein rad50	MHS362	fungi_OG
3NU29|Fungi	355	398.4970801371163	T	Belongs to the OSBP family	MHS362	fungi_OG
3NU2F|Fungi	44	94.6236559139785	TZ	Cytokinesis protein sepa	MHS362	fungi_OG
3NU2G|Fungi	9	34.99278499278499	K	factor cef-1	MHS362	fungi_OG
3NU2H|Fungi	1635	1079.2224396607958	S	Stress Response protein	MHS362	fungi_OG
3NU2J|Fungi	186	155.77889447236183	L	ATP binding protein	MHS362	fungi_OG
3NU2N|Fungi	127	344.0154102092637	FP	nucleotidase	MHS362	fungi_OG
3NU2Q|Fungi	1668	281.88573271344495	A	factor 8	MHS362	fungi_OG
3NU2R|Fungi	1857	2300.501798097431	J	60S ribosomal protein L5	MHS362	fungi_OG
3NU2S|Fungi	355	680.0766283524904	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	MHS362	fungi_OG
3NU2T|Fungi	536	217.96466973886328	Q	resistance protein	MHS362	fungi_OG
3NU2V|Fungi	299	292.27761485826005	Q	Belongs to the short-chain dehydrogenases reductases (SDR) family	MHS362	fungi_OG
3NU32|Fungi	50	102.24948875255625	H	Belongs to the eukaryotic NMN adenylyltransferase family	MHS362	fungi_OG
3NU38|Fungi	629	364.0046296296296	E	Aspartokinase	MHS362	fungi_OG
3NU39|Fungi	491	154.76178275396643	L	Component of the post-replicative DNA mismatch repair system (MMR)	MHS362	fungi_OG
3NU3D|Fungi	235	155.11551155115512	BK	RSC complex	MHS362	fungi_OG
3NU3E|Fungi	368	124.28233704829451	A	pre-mRNA-splicing factor SYF1	MHS362	fungi_OG
3NU3H|Fungi	228	286.1084347902251	O	DUF1000 domain protein	MHS362	fungi_OG
3NU3J|Fungi	18238	23596.390374349947	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	MHS362	fungi_OG
3NU3N|Fungi	23	45.908183632734534	A	RNA helicase	MHS362	fungi_OG
3NU3Q|Fungi	131	189.03318903318905	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	MHS362	fungi_OG
3NU3V|Fungi	888	470.0558631410477	G	synthase	MHS362	fungi_OG
3NU3W|Fungi	112	378.6789602542064	J	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit trm6	MHS362	fungi_OG
3NU42|Fungi	1167	619.9092970521542	C	Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family	MHS362	fungi_OG
3NU44|Fungi	160	364.75407085229483	K	CCR4-NOT transcription complex	MHS362	fungi_OG
3NU46|Fungi	1355	1063.409052517973	H	adenosylhomocysteinase	MHS362	fungi_OG
3NU47|Fungi	181	151.97313182199832	S	PH domain-containing protein	MHS362	fungi_OG
3NU49|Fungi	961	409.1102596849723	E	Trifunctional enzyme bearing the Gln amidotransferase (GATase) domain of anthranilate synthase, indole-glycerolphosphate synthase, and phosphoribosylanthranilate isomerase activities	MHS362	fungi_OG
3NU4E|Fungi	448	282.29363579080024	CI	Stearyl-CoA desaturase that utilizes O(2) and electrons from reduced cytochrome b5 to introduce the first double bond into saturated fatty acyl-CoA substrates	MHS362	fungi_OG
3NU4K|Fungi	260	236.7941712204007	T	camp-dependent protein kinase	MHS362	fungi_OG
3NU4R|Fungi	1245	667.7858240070223	U	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family	MHS362	fungi_OG
3NU4S|Fungi	170	132.0901320901321	F	ser thr protein phosphatase	MHS362	fungi_OG
3NU4T|Fungi	86	191.12416938944529	U	Binds to the signal sequence of presecretory protein when they emerge from the ribosomes and transfers them to TRAM (translocating chain-associating membrane protein)	MHS362	fungi_OG
3NU4V|Fungi	371	143.96585176561894	S	HEAT repeat protein	MHS362	fungi_OG
3NU50|Fungi	275	287.63332758851806	I	Belongs to the sterol desaturase family	MHS362	fungi_OG
3NU51|Fungi	1236	1069.8945724326436	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	MHS362	fungi_OG
3NU54|Fungi	333	255.32305807900377	K	transcription initiation factor iib	MHS362	fungi_OG
