other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MAHG|Others	112	124.44444444444444	S	Source PGD	MHS329	other_OG
1MBRQ|Others	11	38.19444444444445	S	Source PGD	MHS329	other_OG
1MEH9|Others	817	3491.4529914529912	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS329	other_OG
1MFAQ|Others	443	1393.0817610062893	S	Source PGD	MHS329	other_OG
1MI1Z|Others	46	172.28464419475654	S	function. Source PGD	MHS329	other_OG
2D971|Others	7	25.154243904243902	-	-	MHS329	other_OG
2EWTI|Others	9	39.69919437272721	-	-	MHS329	other_OG
2F9WG|Others	32	152.52815061282803	S	Pfam:GVQW	MHS329	other_OG
2FC0B|Others	42	159.9418562750893	-	-	MHS329	other_OG
2FDWY|Others	358	1193.3333333333335	-	-	MHS329	other_OG
2QR09|Others	83	202.96595888102462	C	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	MHS329	other_OG
2RZGN|Others	333	169.72477064220183	S	plant mutator transposase zinc finger	MHS329	other_OG
2S5UM|Others	233	426.3436236902146	C	LAGLIDADG endonuclease	MHS329	other_OG
2S6XN|Others	17	68.27309236947791	-	-	MHS329	other_OG
2SCCX|Others	857	1360.3174603174602	-	-	MHS329	other_OG
2SI06|Others	488	1090.6107862248214	-	-	MHS329	other_OG
2SR5E|Others	181	569.1823899371069	-	-	MHS329	other_OG
2SW5Y|Others	1	3.584229390681003	-	-	MHS329	other_OG
2SWXZ|Others	65	249.04214559386972	-	-	MHS329	other_OG
2SZSZ|Others	81	337.5	-	-	MHS329	other_OG
2T0F6|Others	161	474.9262536873156	-	-	MHS329	other_OG
2XE16|Others	850	2083.3333333333335	H	Biotin/lipoate A/B protein ligase family	MHS329	other_OG
2XECK|Others	3	10.101010101010102	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	MHS329	other_OG
2XED7|Others	20	38.314176245210724	O	Eukaryotic aspartyl protease	MHS329	other_OG
2XF0J|Others	118	276.2360446570973	C	Photosynthetic reaction centre protein	MHS329	other_OG
34GSN|Others	23	79.86111111111111	O	Belongs to the AAA ATPase family	MHS329	other_OG
34HDP|Others	29	81.23249299719889	DO	Anaphase promoting complex subunit 8 / Cdc23	MHS329	other_OG
34IBW|Others	28	137.2549019607843	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	MHS329	other_OG
34J24|Others	1	4.219409282700422	Z	Actin	MHS329	other_OG
34J6J|Others	4	17.094017094017094	U	Rab subfamily of small GTPases	MHS329	other_OG
34JFK|Others	20	83.33333333333334	KT	C-terminal domain on Strawberry notch homologue	MHS329	other_OG
34K7I|Others	1	3.745318352059925	O	Belongs to the 14-3-3 family	MHS329	other_OG
34KCG|Others	374	1187.3015873015872	E	Belongs to the peroxidase family	MHS329	other_OG
34KHD|Others	18	77.92207792207792	A	RNA recognition motif	MHS329	other_OG
34KUY|Others	61	170.8683473389356	S	Protein of unknown function (DUF1749)	MHS329	other_OG
34MTJ|Others	21	88.60759493670886	S	Acetyltransferase (GNAT) family	MHS329	other_OG
37HW1|Others	78	176.87074829931973	U	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	MHS329	other_OG
37I8J|Others	22	72.60726072607261	Z	Belongs to the actin family	MHS329	other_OG
37IAA|Others	1	3.8314176245210727	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	MHS329	other_OG
37PTM|Others	2	9.757834757834758	U	Belongs to the small GTPase superfamily. Arf family	MHS329	other_OG
37RRH|Others	44	69.18238993710692	P	DNA RNA polymerases superfamily protein	MHS329	other_OG
37U2D|Others	3	10.75268817204301	-	-	MHS329	other_OG
37UE8|Others	1	5.208333333333333	B	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling	MHS329	other_OG
38C4R|Others	874	1300.595238095238	C	Key enzyme for ketone body catabolism. Transfers the CoA moiety from succinate to acetoacetate. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate	MHS329	other_OG
38CV6|Others	28	100.35842293906809	IT	delta14-sterol reductase activity	MHS329	other_OG
