feature	desc	read_count_sum	RPK_sum	feature_class	LIBID
DP_00747499	-	540	620.6896551724138	other_features	MHS382
DP_00984719	K02004	25	31.446540880503143	other_features	MHS382
DP_01064740	-	39	50.3875968992248	other_features	MHS382
DP_01159945	-	44	58.43293492695883	other_features	MHS382
DP_01171657	Repeat of unknown function XGLTT	14	18.666666666666668	other_features	MHS382
DP_01365932	Repeat of unknown function XGLTT	8	11.251758087201125	other_features	MHS382
DP_01402021	hypothetical protein	11	15.66951566951567	other_features	MHS382
DP_01422138	hypothetical protein	96	137.33905579399143	other_features	MHS382
DP_01565952	-	10	14.814814814814813	other_features	MHS382
DP_01566522	-	38	56.29629629629629	other_features	MHS382
DP_01721164	-	15	23.04147465437788	other_features	MHS382
DP_01803455	-	45	70.4225352112676	other_features	MHS382
DP_01864675	-	6	9.47867298578199	other_features	MHS382
DP_01885971	-	50	79.36507936507937	other_features	MHS382
DP_01932793	-	13	20.833333333333332	other_features	MHS382
DP_01946596	-	40	64.4122383252818	other_features	MHS382
DP_02154147	hypothetical protein	43	72.02680067001675	other_features	MHS382
DP_02222491	-	47	79.52622673434857	other_features	MHS382
DP_02323772	-	345	595.8549222797927	other_features	MHS382
DP_02404422	Repeat of unknown function XGLTT	4	6.980802792321118	other_features	MHS382
DP_02445035	-	109	192.2398589065256	other_features	MHS382
DP_02495668	hypothetical protein	4	7.092198581560284	other_features	MHS382
DP_02571320	-	128	230.6306306306306	other_features	MHS382
DP_02584362	Repeat of unknown function XGLTT	17	30.630630630630627	other_features	MHS382
DP_02611119	-	9	16.304347826086953	other_features	MHS382
DP_02653320	-	17	30.965391621129324	other_features	MHS382
DP_02679686	-	14	25.64102564102564	other_features	MHS382
DP_02739315	hypothetical protein	24	44.44444444444444	other_features	MHS382
DP_02758968	hypothetical protein	49	90.74074074074073	other_features	MHS382
DP_02826480	-	90	168.53932584269663	other_features	MHS382
DP_02903952	hypothetical protein	8	15.15151515151515	other_features	MHS382
DP_02924306	Repeat of unknown function XGLTT	6	11.428571428571429	other_features	MHS382
DP_02937819	K01421	27	51.42857142857142	other_features	MHS382
DP_02955595	-	28	53.33333333333333	other_features	MHS382
DP_02996095	Repeat of unknown function XGLTT	21	40.229885057471265	other_features	MHS382
DP_03055948	-	9	17.441860465116278	other_features	MHS382
DP_03074794	hypothetical protein	46	89.14728682170542	other_features	MHS382
DP_03104460	hypothetical protein	40	77.97270955165692	other_features	MHS382
DP_03164119	-	9	17.75147928994083	other_features	MHS382
DP_03171607	-	12	23.668639053254438	other_features	MHS382
DP_03199049	Repeat of unknown function XGLTT	17	33.53057199211045	other_features	MHS382
DP_03320739	-	3	6.024096385542169	other_features	MHS382
DP_03329072	hypothetical protein	27	54.21686746987952	other_features	MHS382
DP_03332775	-	24	48.484848484848484	other_features	MHS382
DP_03365639	-	26	52.84552845528455	other_features	MHS382
DP_03372922	-	44	89.4308943089431	other_features	MHS382
DP_03402876	-	26	53.169734151329244	other_features	MHS382
DP_03572185	-	103	220.08547008547006	other_features	MHS382
DP_03608201	-	13	27.956989247311828	other_features	MHS382
DP_03626828	-	30	64.93506493506493	other_features	MHS382
DP_03647363	-	72	156.8627450980392	other_features	MHS382
DP_03651490	-	8	17.429193899782135	other_features	MHS382
DP_03751442	hypothetical membrane spanning protein	12	26.666666666666664	other_features	MHS382
