other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MAHG|Others	63	70	S	Source PGD	MHS442	other_OG
1MBRQ|Others	16	55.55555555555556	S	Source PGD	MHS442	other_OG
1MEH9|Others	540	2307.6923076923076	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS442	other_OG
1MFAQ|Others	748	2352.201257861635	S	Source PGD	MHS442	other_OG
1MI1Z|Others	9	33.70786516853932	S	function. Source PGD	MHS442	other_OG
23U59|Others	22	70.51282051282051	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	MHS442	other_OG
23WMZ|Others	22	73.15379655805188	-	-	MHS442	other_OG
2EV12|Others	1	4.566210045662101	S	Pfam:GVQW	MHS442	other_OG
2EWTI|Others	12	46.77945627193748	-	-	MHS442	other_OG
2F9WG|Others	35	151.58517670635314	S	Pfam:GVQW	MHS442	other_OG
2FC0B|Others	43	175.91629742448052	-	-	MHS442	other_OG
2FDWY|Others	233	776.6666666666667	-	-	MHS442	other_OG
2NBM6|Others	18	21.27659574468085	E	-	MHS442	other_OG
2RZGN|Others	498	253.82262996941895	S	plant mutator transposase zinc finger	MHS442	other_OG
2S5UM|Others	602	1136.955531842411	C	LAGLIDADG endonuclease	MHS442	other_OG
2S6XN|Others	9	36.144578313253014	-	-	MHS442	other_OG
2S6ZE|Others	1	3.663003663003663	-	-	MHS442	other_OG
2SCCX|Others	7	11.11111111111111	-	-	MHS442	other_OG
2SF6P|Others	12	51.94805194805195	-	-	MHS442	other_OG
2SI06|Others	33	81.48148148148148	-	-	MHS442	other_OG
2SR5E|Others	248	779.874213836478	-	-	MHS442	other_OG
2SW5Y|Others	7	25.089605734767023	-	-	MHS442	other_OG
2SWXZ|Others	335	1292.4309015723402	-	-	MHS442	other_OG
2SXZZ|Others	24	67.22689075630252	-	-	MHS442	other_OG
2SZSZ|Others	132	550	-	-	MHS442	other_OG
2T0F6|Others	270	796.4601769911504	-	-	MHS442	other_OG
2XAM8|Others	1	4.975124378109452	U	Rab subfamily of small GTPases	MHS442	other_OG
2XE16|Others	448	1098.0392156862745	H	Biotin/lipoate A/B protein ligase family	MHS442	other_OG
2XED7|Others	45	86.20689655172413	O	Eukaryotic aspartyl protease	MHS442	other_OG
