other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MEH9|Others	96	153.11004784688996	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS328	other_OG
1MFAQ|Others	36	113.20754716981132	S	Source PGD	MHS328	other_OG
1MIFZ|Others	38	68.84057971014492	-	-	MHS328	other_OG
1MJPT|Others	152	713.6150234741784	-	-	MHS328	other_OG
1MK9K|Others	28	88.88888888888889	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS328	other_OG
23U7Y|Others	6	23.52941176470588	S	zinc finger	MHS328	other_OG
23WMZ|Others	11	39.00709219858157	-	-	MHS328	other_OG
28YB3|Others	6	13.245033112582782	-	-	MHS328	other_OG
2D0Q5|Others	5	22.52252252252252	S	RF-1 domain	MHS328	other_OG
2D971|Others	11	37.79420359851468	-	-	MHS328	other_OG
2EV12|Others	34	115.17477435215028	S	Pfam:GVQW	MHS328	other_OG
2EWTI|Others	88	324.5639935740316	-	-	MHS328	other_OG
2F9WG|Others	109	435.364808358674	S	Pfam:GVQW	MHS328	other_OG
2FC0B|Others	192	731.0660825166552	-	-	MHS328	other_OG
2FDWY|Others	4	13.333333333333334	-	-	MHS328	other_OG
2NBM6|Others	159	176.18382749041038	E	-	MHS328	other_OG
2RZRE|Others	33	70.51282051282051	-	-	MHS328	other_OG
2S5UM|Others	158	268.06786180369534	C	LAGLIDADG endonuclease	MHS328	other_OG
2S6ZE|Others	13	47.61904761904761	-	-	MHS328	other_OG
2SCCX|Others	292	474.0103270223752	-	-	MHS328	other_OG
2SR5E|Others	16	50.31446540880503	-	-	MHS328	other_OG
2SW5Y|Others	48	175.655403843548	-	-	MHS328	other_OG
2SWXZ|Others	22	96.93466603509235	-	-	MHS328	other_OG
2SZSZ|Others	132	236.80684800763544	-	-	MHS328	other_OG
2T0F6|Others	14	30.10752688172043	-	-	MHS328	other_OG
2XAWD|Others	8	17.204301075268816	O	Belongs to the peptidase A1 family	MHS328	other_OG
2XDMK|Others	2	12.578616352201257	A	LSM domain	MHS328	other_OG
2XETC|Others	2	12.121212121212121	Q	Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family	MHS328	other_OG
34GZY|Others	5	15.965725523247647	OT	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	MHS328	other_OG
34KCG|Others	21	66.66666666666667	E	Belongs to the peroxidase family	MHS328	other_OG
34MTJ|Others	8	33.755274261603375	S	Acetyltransferase (GNAT) family	MHS328	other_OG
34NT6|Others	11	71.89542483660131	J	ribosomal protein L39	MHS328	other_OG
37PTM|Others	1	3.663003663003663	U	Belongs to the small GTPase superfamily. Arf family	MHS328	other_OG
381XB|Others	9	53.57142857142857	-	-	MHS328	other_OG
389ZI|Others	32	88.88888888888889	-	-	MHS328	other_OG
38C4R|Others	11	16.369047619047617	C	Key enzyme for ketone body catabolism. Transfers the CoA moiety from succinate to acetoacetate. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate	MHS328	other_OG
38D42|Others	15	51.02040816326531	O	aspartic-type endopeptidase activity	MHS328	other_OG
38D6P|Others	117	231.13070691537774	I	phosphopantetheine binding	MHS328	other_OG
38DJE|Others	21	74.29193899782135	O	protein N-linked glycosylation via asparagine	MHS328	other_OG
38EJ9|Others	22	32.16374269005848	S	Domain of unknown function (DUF814)	MHS328	other_OG
38EJA|Others	818	2857.1467209815573	O	Belongs to the heat shock protein 70 family	MHS328	other_OG
39N4Q|Others	183	121.27236580516899	IQ	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS328	other_OG
39TZY|Others	9	19.862954289183797	I	queuine tRNA-ribosyltransferase activity	MHS328	other_OG
