other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MA87|Others	1	3.367003367003367	J	40S ribosomal protein S2. Source PGD	MHS583	other_OG
1MESD|Others	2	3.9215686274509802	S	Source PGD	MHS583	other_OG
1MJPT|Others	95	446.00938967136153	-	-	MHS583	other_OG
23PNB|Others	85	116.12021857923497	V	Type I restriction modification DNA specificity domain	MHS583	other_OG
23R7U|Others	2	8.438818565400844	K	PFAM helix-turn-helix domain protein	MHS583	other_OG
2FC0B|Others	3	11.787857532538384	-	-	MHS583	other_OG
2FJ5Q|Others	1	5.376344086021505	-	-	MHS583	other_OG
2QR09|Others	6	21.05263157894737	C	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	MHS583	other_OG
2RPK3|Others	12	9.852216748768473	-	-	MHS583	other_OG
2SCCX|Others	23	36.507936507936506	-	-	MHS583	other_OG
2SEYV|Others	82	218.66666666666666	-	-	MHS583	other_OG
2SWGZ|Others	12	44.44444444444444	-	-	MHS583	other_OG
2XU6D|Others	91	70.21604938271605	L	COG0675 Transposase and inactivated derivatives	MHS583	other_OG
34H6Y|Others	32	46.455471310962636	J	Eukaryotic translation elongation factor 1 alpha	MHS583	other_OG
34K7J|Others	1	3.546099290780142	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	MHS583	other_OG
37IAA|Others	1	5.649717514124294	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	MHS583	other_OG
37PTM|Others	4	18.51851851851852	U	Belongs to the small GTPase superfamily. Arf family	MHS583	other_OG
381XB|Others	11	65.47619047619047	-	-	MHS583	other_OG
38CWQ|Others	6	9.47867298578199	J	oxidized pyrimidine DNA binding	MHS583	other_OG
38EJA|Others	10677	37276.20080214428	O	Belongs to the heat shock protein 70 family	MHS583	other_OG
39N4Q|Others	17	11.265738899933732	IQ	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS583	other_OG
39TZY|Others	10	18.21493624772313	I	queuine tRNA-ribosyltransferase activity	MHS583	other_OG
3ACG2|Others	2	5.376344086021505	-	-	MHS583	other_OG
3B97G|Others	1	4.830917874396135	K	steroid hormone receptor activity	MHS583	other_OG
3B9DB|Others	2	9.66183574879227	OT	calcium-dependent cysteine-type endopeptidase activity	MHS583	other_OG
3B9WF|Others	2	9.950248756218905	U	member RAS oncogene family	MHS583	other_OG
3B9WN|Others	187	165.90233736969543	S	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS583	other_OG
3BA18|Others	3	12.712712712712712	O	heat shock	MHS583	other_OG
3BA5Z|Others	1	3.875968992248062	T	Sterile alpha motif.	MHS583	other_OG
3BAEX|Others	2	7.017543859649123	J	translation elongation factor activity	MHS583	other_OG
3BAH0|Others	1	5.847953216374268	TZ	regulation of cardiac muscle cell myoblast differentiation	MHS583	other_OG
3BB7T|Others	1	3.5087719298245617	P	calcium-transporting ATPase activity	MHS583	other_OG
3BBGP|Others	4	14.31930797010162	Z	ATP binding	MHS583	other_OG
3BBP0|Others	443	299.52670723461796	O	serine-type endopeptidase activity	MHS583	other_OG
3BBWM|Others	11	15.21438450899032	K	lung ciliated cell differentiation	MHS583	other_OG
3BC6F|Others	2	7.4074074074074066	T	Ryanodine Receptor	MHS583	other_OG
3BCCH|Others	2	10.251630941286114	D	GTP binding	MHS583	other_OG
3BCKT|Others	8	16.666666666666668	O	protein monoubiquitination	MHS583	other_OG
3BD4V|Others	2	7.751937984496124	H	S-adenosylhomocysteine catabolic process	MHS583	other_OG
3BE0M|Others	62	28.783658310120707	B	SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein	MHS583	other_OG
3BEGN|Others	137	135.39891476375695	S	mannose metabolic process	MHS583	other_OG
3BEMT|Others	1	4.219409282700422	K	Zinc finger protein 467	MHS583	other_OG
3BF08|Others	2	13.333333333333334	H	Spermine oxidase	MHS583	other_OG
3BGUI|Others	8	25.157232704402514	T	Belongs to the peptidase S1 family	MHS583	other_OG
3BIC8|Others	255	360.9041909722405	S	-	MHS583	other_OG
3BJCW|Others	9	8.849557522123895	S	-	MHS583	other_OG
3BK61|Others	7	33.551717292038916	S	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS583	other_OG
3BMU4|Others	1	4.11522633744856	S	Transposase IS4	MHS583	other_OG
3BNMR|Others	2	7.936507936507937	-	-	MHS583	other_OG
3BPIJ|Others	3	6.5359477124183005	F	UTP biosynthetic process	MHS583	other_OG
3BPYG|Others	32	69.08934127567245	S	proton channel activity	MHS583	other_OG
3BQAA|Others	5	13.020833333333334	B	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling	MHS583	other_OG
3BQFB|Others	3	8.064516129032258	J	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	MHS583	other_OG
