other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MEH9|Others	257	425.96000490737333	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS430	other_OG
1MFAQ|Others	13	40.880503144654085	S	Source PGD	MHS430	other_OG
1MFXH|Others	19	37.03703703703704	E	Urease. Source PGD	MHS430	other_OG
1MH8V|Others	24	60.6060606060606	O	Source PGD	MHS430	other_OG
1MI1Z|Others	1	3.745318352059925	S	function. Source PGD	MHS430	other_OG
1MJPT|Others	293	1375.586854460094	-	-	MHS430	other_OG
23WMZ|Others	31	86.842235778406	-	-	MHS430	other_OG
2D971|Others	6	22.38005896542482	-	-	MHS430	other_OG
2E281|Others	1	3.623188405797101	-	-	MHS430	other_OG
2EV12|Others	12	44.80286738351254	S	Pfam:GVQW	MHS430	other_OG
2EWTI|Others	60	215.0248489017954	-	-	MHS430	other_OG
2F9WG|Others	135	581.2909493861082	S	Pfam:GVQW	MHS430	other_OG
2FC0B|Others	152	629.7172652161032	-	-	MHS430	other_OG
2FDWY|Others	13	43.333333333333336	-	-	MHS430	other_OG
2NBM6|Others	150	167.64757658660272	E	-	MHS430	other_OG
2QRYE|Others	3	10.638297872340427	C	chlorophyll binding	MHS430	other_OG
2RYBC|Others	2	3.7878787878787876	G	Acetyltransferase (GNAT) domain	MHS430	other_OG
2RZGN|Others	104	54.25143453312467	S	plant mutator transposase zinc finger	MHS430	other_OG
2S5UM|Others	1661	2716.1015543471103	C	LAGLIDADG endonuclease	MHS430	other_OG
2S6ZE|Others	28	102.56410256410255	-	-	MHS430	other_OG
2SCCX|Others	14	22.22222222222222	-	-	MHS430	other_OG
2SE57|Others	7	13.88888888888889	-	-	MHS430	other_OG
2SF6P|Others	637	2757.5757575757575	-	-	MHS430	other_OG
2SR5E|Others	14	44.0251572327044	-	-	MHS430	other_OG
2SW5Y|Others	212	759.8566308243727	-	-	MHS430	other_OG
2SWXZ|Others	93	432.3026280287087	-	-	MHS430	other_OG
2SZSZ|Others	360	590.7199952278693	-	-	MHS430	other_OG
2T0F6|Others	56	126.02531163764392	-	-	MHS430	other_OG
2XAWD|Others	449	715.2407667134175	O	Belongs to the peptidase A1 family	MHS430	other_OG
2XDMK|Others	13	78.82599580712788	A	LSM domain	MHS430	other_OG
2XE16|Others	19	46.568627450980394	H	Biotin/lipoate A/B protein ligase family	MHS430	other_OG
34GN9|Others	3	14.705882352941178	A	Splicing factor 3B subunit 1	MHS430	other_OG
34GTW|Others	33	48.45814977973568	A	PRO8NT (NUC069), PrP8 N-terminal domain	MHS430	other_OG
34GZY|Others	5	14.749262536873156	OT	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	MHS430	other_OG
34I4X|Others	6	24.691358024691358	G	Lipase (class 3)	MHS430	other_OG
34IBW|Others	2	9.803921568627452	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	MHS430	other_OG
34JC7|Others	62	37.43961352657005	S	Predicted ATPase of the ABC class	MHS430	other_OG
34JVS|Others	11	50.22831050228311	C	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6	MHS430	other_OG
34K08|Others	60	98.26125297139791	C	response to herbicide	MHS430	other_OG
34K7J|Others	6	20.408163265306122	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	MHS430	other_OG
34KCG|Others	6	19.047619047619047	E	Belongs to the peroxidase family	MHS430	other_OG
34MTJ|Others	10	42.19409282700422	S	Acetyltransferase (GNAT) family	MHS430	other_OG
37JFH|Others	9	28.037383177570092	F	belongs to the metallo- dependent hydrolases superfamily. Urease alpha subunit family	MHS430	other_OG
37PTM|Others	2	10.256410256410255	U	Belongs to the small GTPase superfamily. Arf family	MHS430	other_OG
37PUB|Others	18	27.027027027027025	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors	MHS430	other_OG
381XB|Others	26	154.76190476190476	-	-	MHS430	other_OG
389ZI|Others	128	355.55555555555554	-	-	MHS430	other_OG
38B7J|Others	14	44.72763618190905	P	calcium-transporting ATPase activity	MHS430	other_OG
38C4R|Others	27	40.17857142857142	C	Key enzyme for ketone body catabolism. Transfers the CoA moiety from succinate to acetoacetate. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate	MHS430	other_OG
38CV6|Others	2	7.168458781362006	IT	delta14-sterol reductase activity	MHS430	other_OG
38D42|Others	3	10.204081632653061	O	aspartic-type endopeptidase activity	MHS430	other_OG
38D6P|Others	402	711.3229702130303	I	phosphopantetheine binding	MHS430	other_OG
38DJE|Others	10	37.03703703703704	O	protein N-linked glycosylation via asparagine	MHS430	other_OG
38EJ9|Others	26	38.01169590643275	S	Domain of unknown function (DUF814)	MHS430	other_OG
38EJA|Others	3950	13803.42911457191	O	Belongs to the heat shock protein 70 family	MHS430	other_OG
38EME|Others	21	46.05263157894737	U	ras-related GTP-binding protein	MHS430	other_OG
38GS1|Others	16	18.20250284414107	T	Camp-dependent protein kinase	MHS430	other_OG
39N4Q|Others	14	9.277667329357191	IQ	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS430	other_OG
39T86|Others	19	60.317460317460316	J	U1 snRNA 3'-end processing	MHS430	other_OG
39TNY|Others	4	8.492569002123142	S	Ribonuclease H protein	MHS430	other_OG
39Y50|Others	17	24.216524216524217	S	Podospora anserina S mat genomic DNA chromosome	MHS430	other_OG
39ZU5|Others	38	126.66666666666667	J	structural constituent of ribosome	MHS430	other_OG
3A1NV|Others	21	89.74358974358974	Z	Belongs to the ATG8 family	MHS430	other_OG
3A1PZ|Others	1	5.952380952380952	-	-	MHS430	other_OG
3A3FA|Others	23	78.6967418546366	A	regulation of alternative mRNA splicing, via spliceosome	MHS430	other_OG
3A5W5|Others	2	6.410256410256411	K	helix-loop-helix dna-binding domain-containing protein	MHS430	other_OG
3B940|Others	1	3.436426116838488	B	H3K27me3 modified histone binding	MHS430	other_OG
3B948|Others	1	6.172839506172839	T	GTP-Rho binding	MHS430	other_OG
3B95P|Others	13	15.2046783625731	B	Belongs to the histone deacetylase family. HD Type 1 subfamily	MHS430	other_OG
3B96C|Others	2	3.7878787878787876	K	histone binding	MHS430	other_OG
3B982|Others	2	3.663003663003663	K	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	MHS430	other_OG
3B98B|Others	1	5.649717514124294	H	methylenetetrahydrofolate dehydrogenase (NAD+) activity	MHS430	other_OG
3B9AY|Others	1	4.329004329004329	J	embryonic brain development	MHS430	other_OG
3B9B4|Others	1	3.8314176245210727	U	retrograde transport, endosome to plasma membrane	MHS430	other_OG
3B9DB|Others	4	16.101207590569295	T	calcium-dependent cysteine-type endopeptidase activity	MHS430	other_OG
3B9DD|Others	3	6.097560975609756	O	collagen catabolic process	MHS430	other_OG
3B9E3|Others	1	3.7878787878787876	TU	WD repeat-containing protein 81	MHS430	other_OG
3B9FE|Others	43	146.25850340136054	J	methionyl-tRNA aminoacylation	MHS430	other_OG
3B9G3|Others	238	473.6986204581986	J	translation release factor activity	MHS430	other_OG
3B9I2|Others	13	39.32567049808429	E	Metalloendopeptidase activity. It is involved in the biological process described with proteolysis	MHS430	other_OG
3B9K1|Others	4	12.461059190031152	J	aspartyl-tRNA synthetase 2, mitochondrial	MHS430	other_OG
3B9N0|Others	1	4.761904761904762	A	RNA secondary structure unwinding	MHS430	other_OG
3B9NC|Others	11	26.570048309178745	O	protein tag	MHS430	other_OG
3B9NH|Others	15	71.23850168171448	A	factor 6	MHS430	other_OG
3B9NZ|Others	1	4.694835680751174	K	positive regulation of chromatin-mediated maintenance of transcription	MHS430	other_OG
3B9P9|Others	10	46.41350126066231	S	RNA trimethylguanosine synthase activity	MHS430	other_OG
3B9QA|Others	3	14.492753623188406	T	signal complex assembly	MHS430	other_OG
3B9WI|Others	4	15.383263009845288	Z	Filamin C, gamma	MHS430	other_OG
3B9WN|Others	272	197.41470365623252	S	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS430	other_OG
3B9XE|Others	9	30	JO	La ribonucleoprotein domain family member	MHS430	other_OG
3B9YN|Others	1	6.5359477124183005	F	dihydropyrimidinase activity	MHS430	other_OG
3BA01|Others	2	5.74712643678161	S	snRNA processing	MHS430	other_OG
3BA18|Others	50	44.233002010591	O	heat shock	MHS430	other_OG
3BA4G|Others	3	13.436424798229794	T	v-akt murine thymoma viral oncogene homolog	MHS430	other_OG
3BA5H|Others	10	18.21493624772313	E	K02A2.6-like	MHS430	other_OG
3BA5Z|Others	1	5.649717514124294	T	Sterile alpha motif.	MHS430	other_OG
3BA6C|Others	2	4.901960784313726	I	hydrolase activity, acting on ester bonds	MHS430	other_OG
3BA6Z|Others	1	4.504504504504505	G	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity	MHS430	other_OG
3BA7T|Others	1	6.666666666666667	T	Regulator of G-protein signaling	MHS430	other_OG
3BA9A|Others	18	75.96663941396396	K	nucleic acid binding	MHS430	other_OG
3BAA7|Others	2	7.8431372549019605	F	uridine phosphorylase activity	MHS430	other_OG
3BACK|Others	6	13.071895424836601	K	nuclear factor of kappa light polypeptide gene enhancer in B-cells	MHS430	other_OG
3BACX|Others	9	33.61101931409268	T	positive regulation of endothelial cell chemotaxis	MHS430	other_OG
3BAE9|Others	1	4.065040650406504	S	protein localization to photoreceptor outer segment	MHS430	other_OG
3BAEQ|Others	4	21.577380952380953	T	calcium ion binding	MHS430	other_OG
3BAF1|Others	2	5.420054200542006	V	vesicle-mediated transport	MHS430	other_OG
3BAII|Others	1	4.219409282700422	G	Glycerol kinase 5	MHS430	other_OG
3BAM2|Others	1	5.555555555555555	P	manganese-transporting ATPase activity	MHS430	other_OG
3BAMV|Others	1	4.761904761904762	Z	motor activity	MHS430	other_OG
3BAPR|Others	1	5.649717514124294	T	positive regulation of voltage-gated calcium channel activity	MHS430	other_OG
3BARX|Others	3	11.627906976744185	Z	IQ motif containing GTPase activating protein	MHS430	other_OG
3BAU5|Others	4	8.080808080808081	U	anterograde synaptic vesicle transport	MHS430	other_OG
