feature	desc	read_count_sum	RPK_sum	feature_class	LIBID
DP_00747499	-	60	68.96551724137932	other_features	MHS332
DP_00984719	K02004	8	10.062893081761006	other_features	MHS332
DP_01055573	MYPU_5250	36	46.33204633204633	other_features	MHS332
DP_02127568	-	20	33.333333333333336	other_features	MHS332
DP_02131072	hypothetical protein	29	48.333333333333336	other_features	MHS332
DP_02258105	-	10	17.094017094017094	other_features	MHS332
DP_02323772	-	27	46.63212435233161	other_features	MHS332
DP_02447350	-	11	19.40035273368607	other_features	MHS332
DP_02571320	-	19	34.23423423423423	other_features	MHS332
DP_02584362	Repeat of unknown function XGLTT	20	36.03603603603603	other_features	MHS332
DP_02597585	-	13	23.423423423423422	other_features	MHS332
DP_02634697	hypothetical protein	25	45.53734061930783	other_features	MHS332
DP_02691502	-	24	43.956043956043956	other_features	MHS332
DP_02701048	hypothetical protein	183	335.16483516483515	other_features	MHS332
DP_02735100	-	6	11.049723756906076	other_features	MHS332
DP_02758968	hypothetical protein	2	3.7037037037037033	other_features	MHS332
DP_02771329	hypothetical protein	6	11.11111111111111	other_features	MHS332
DP_02809430	-	23	42.83054003724394	other_features	MHS332
DP_03135265	-	6	11.76470588235294	other_features	MHS332
DP_03146867	-	5	9.803921568627452	other_features	MHS332
DP_03236583	-	2	3.9682539682539684	other_features	MHS332
DP_03268216	-	9	17.964071856287426	other_features	MHS332
DP_03279266	-	20	39.920159680638726	other_features	MHS332
DP_03329072	hypothetical protein	5	10.040160642570282	other_features	MHS332
DP_03332775	-	15	30.303030303030305	other_features	MHS332
DP_03372922	-	8	16.260162601626018	other_features	MHS332
DP_03402876	-	12	24.539877300613497	other_features	MHS332
DP_03481717	-	388	808.3333333333334	other_features	MHS332
DP_03487329	-	25	52.083333333333336	other_features	MHS332
DP_03521545	-	10	21.09704641350211	other_features	MHS332
DP_03723996	-	34	75.0551876379691	other_features	MHS332
DP_03727911	-	29	64.44444444444444	other_features	MHS332
DP_03918302	XGLTT repeat protein	16	37.03703703703704	other_features	MHS332
DP_03921747	-	3	6.993006993006993	other_features	MHS332
DP_03990130	-	40	94.56264775413712	other_features	MHS332
DP_03999685	-	14	33.096926713947994	other_features	MHS332
DP_04017022	-	5	11.904761904761905	other_features	MHS332
DP_04020800	-	14	33.333333333333336	other_features	MHS332
DP_04060509	-	3	7.194244604316547	other_features	MHS332
DP_04109135	Repeat of unknown function XGLTT	6	14.598540145985403	other_features	MHS332
DP_04174436	-	38	93.82716049382715	other_features	MHS332
DP_04219311	-	122	305.7644110275689	other_features	MHS332
DP_04222494	-	17	42.606516290726816	other_features	MHS332
DP_04268008	-	3	7.575757575757575	other_features	MHS332
DP_04282895	-	33	83.96946564885496	other_features	MHS332
DP_04332236	-	4	10.335917312661499	other_features	MHS332
DP_04368641	-	20	52.083333333333336	other_features	MHS332
DP_04435324	-	7	18.51851851851852	other_features	MHS332
DP_04458732	-	29	77.33333333333333	other_features	MHS332
DP_04472745	-	20	53.333333333333336	other_features	MHS332
DP_04485518	-	5	13.333333333333334	other_features	MHS332
DP_04548954	-	20	54.200542005420054	other_features	MHS332
DP_04560844	-	7	19.12568306010929	other_features	MHS332
DP_04571803	-	8	21.85792349726776	other_features	MHS332
DP_04642282	-	8	22.22222222222222	other_features	MHS332
DP_04691166	-	15	42.37288135593221	other_features	MHS332
DP_04709958	-	17	48.0225988700565	other_features	MHS332
DP_04736414	-	42	119.65811965811966	other_features	MHS332
DP_04746710	-	8	22.792022792022795	other_features	MHS332
DP_04832230	-	15	43.859649122807014	other_features	MHS332
DP_04860953	-	92	269.00584795321635	other_features	MHS332
DP_04860983	-	20	58.47953216374268	other_features	MHS332
DP_05059829	-	10	30.864197530864196	other_features	MHS332
DP_05109713	-	13	40.49844236760124	other_features	MHS332
DP_05109927	-	22	68.53582554517133	other_features	MHS332
DP_05144789	-	34	106.91823899371069	other_features	MHS332
DP_05151993	-	2	6.289308176100628	other_features	MHS332
DP_05180617	-	2	6.349206349206349	other_features	MHS332
DP_05184081	-	39	123.80952380952381	other_features	MHS332
DP_05204544	-	23	73.01587301587301	other_features	MHS332
DP_05255354	-	12	38.83495145631068	other_features	MHS332
DP_05257915	-	5	16.181229773462782	other_features	MHS332
DP_05282084	-	10	32.362459546925564	other_features	MHS332
DP_05339358	-	6	19.801980198019802	other_features	MHS332
DP_05344184	-	157	518.1518151815181	other_features	MHS332
DP_05346665	-	16	52.805280528052805	other_features	MHS332
DP_05371210	-	6	19.801980198019802	other_features	MHS332
DP_05406827	-	3	10	other_features	MHS332
DP_05407119	-	1	3.3333333333333335	other_features	MHS332
DP_05407156	-	1	3.3333333333333335	other_features	MHS332
DP_05419415	-	10	33.333333333333336	other_features	MHS332
DP_05433454	-	16	53.872053872053876	other_features	MHS332
DP_05441096	-	7	23.56902356902357	other_features	MHS332
DP_05450020	-	1	3.367003367003367	other_features	MHS332
DP_05450758	-	1	3.367003367003367	other_features	MHS332
DP_05460436	-	6	20.202020202020204	other_features	MHS332
DP_05482775	-	8	27.2108843537415	other_features	MHS332
DP_05485127	-	4	13.60544217687075	other_features	MHS332
DP_05485836	-	2	6.802721088435375	other_features	MHS332
DP_05502434	-	15	51.02040816326531	other_features	MHS332
DP_05519081	-	3	10.309278350515465	other_features	MHS332
DP_05534429	-	1	3.436426116838488	other_features	MHS332
DP_05544579	-	2	6.872852233676976	other_features	MHS332
DP_05546838	-	2	6.872852233676976	other_features	MHS332
DP_05551068	-	30	103.09278350515464	other_features	MHS332
DP_05552237	-	1	3.436426116838488	other_features	MHS332
DP_05570942	-	6	20.833333333333336	other_features	MHS332
DP_05587993	-	3	10.416666666666668	other_features	MHS332
DP_05608350	-	3	10.526315789473685	other_features	MHS332
DP_05611673	-	20	70.17543859649123	other_features	MHS332
DP_05623033	-	5	17.54385964912281	other_features	MHS332
DP_05635810	-	3	10.526315789473685	other_features	MHS332
DP_05653215	-	11	39.00709219858157	other_features	MHS332
DP_05653259	-	7	24.822695035460995	other_features	MHS332
DP_05657436	-	3	10.638297872340427	other_features	MHS332
DP_05663540	-	22	78.01418439716313	other_features	MHS332
DP_05687996	-	12	42.55319148936171	other_features	MHS332
DP_05700987	-	3	10.75268817204301	other_features	MHS332
DP_05701919	-	5	17.921146953405017	other_features	MHS332
DP_05703654	-	1	3.584229390681003	other_features	MHS332
DP_05704206	-	188	673.8351254480286	other_features	MHS332
DP_05704747	-	5	17.921146953405017	other_features	MHS332
DP_05705889	-	4	14.336917562724013	other_features	MHS332
DP_05729943	-	8	28.673835125448026	other_features	MHS332
DP_05736436	-	2	7.168458781362006	other_features	MHS332
DP_05736586	-	4	14.336917562724013	other_features	MHS332
DP_05748002	-	10	35.842293906810035	other_features	MHS332
DP_05755778	-	1	3.623188405797101	other_features	MHS332
DP_05778091	-	3	10.869565217391303	other_features	MHS332
DP_05779565	-	2	7.246376811594202	other_features	MHS332
DP_05784721	-	1	3.623188405797101	other_features	MHS332
DP_05785448	-	3	10.869565217391303	other_features	MHS332
DP_05814385	-	5	18.315018315018314	other_features	MHS332
DP_05845788	Hypothetical Protein	2	7.326007326007326	other_features	MHS332
DP_05847318	-	1	3.663003663003663	other_features	MHS332
DP_05851208	-	11	40.74074074074074	other_features	MHS332
DP_05855627	-	3	11.11111111111111	other_features	MHS332
DP_05859425	hypothetical protein	4	14.814814814814813	other_features	MHS332
DP_05866748	-	1	3.7037037037037033	other_features	MHS332
DP_05894989	-	62	229.62962962962962	other_features	MHS332
DP_05898256	-	12	44.44444444444444	other_features	MHS332
DP_05900477	-	9	33.33333333333333	other_features	MHS332
DP_05907175	-	21	78.65168539325842	other_features	MHS332
DP_05911496	-	5	18.726591760299623	other_features	MHS332
DP_05914686	-	5	18.726591760299623	other_features	MHS332
DP_05928040	-	1	3.745318352059925	other_features	MHS332
DP_05932355	-	2	7.49063670411985	other_features	MHS332
DP_05933371	-	11	41.19850187265917	other_features	MHS332
DP_05947237	putative membrane protein	7	26.217228464419474	other_features	MHS332
DP_05948292	-	7	26.217228464419474	other_features	MHS332
DP_05952970	-	11	41.19850187265917	other_features	MHS332
DP_05959102	-	7	26.515151515151516	other_features	MHS332
DP_05972920	-	4	15.15151515151515	other_features	MHS332
DP_05984982	-	10	37.878787878787875	other_features	MHS332
DP_05986012	-	2	7.575757575757575	other_features	MHS332
DP_05988277	-	2	7.575757575757575	other_features	MHS332
DP_05993479	-	11	41.666666666666664	other_features	MHS332
DP_06001109	-	64	242.4242424242424	other_features	MHS332
DP_06010486	-	1	3.8314176245210727	other_features	MHS332
DP_06020038	-	6	22.988505747126435	other_features	MHS332
DP_06039928	-	8	30.65134099616858	other_features	MHS332
DP_06052649	-	8	30.65134099616858	other_features	MHS332
DP_06062241	-	4	15.503875968992247	other_features	MHS332
DP_06064329	-	2	7.751937984496124	other_features	MHS332
DP_06066318	-	1	3.875968992248062	other_features	MHS332
DP_06069493	-	75	290.69767441860466	other_features	MHS332
DP_06078601	-	2	7.751937984496124	other_features	MHS332
DP_06079656	-	8	31.007751937984494	other_features	MHS332
DP_06103144	-	5	19.37984496124031	other_features	MHS332
DP_06119297	-	4	15.686274509803921	other_features	MHS332
DP_06143069	-	209	819.6078431372549	other_features	MHS332
DP_06145681	-	4	15.686274509803921	other_features	MHS332
DP_06152087	-	6	23.52941176470588	other_features	MHS332
DP_06153912	-	7	27.45098039215686	other_features	MHS332
DP_06158793	-	97	380.3921568627451	other_features	MHS332
DP_06165814	-	1	3.9215686274509802	other_features	MHS332
DP_06175978	-	12	47.61904761904762	other_features	MHS332
DP_06193415	-	3	11.904761904761905	other_features	MHS332
DP_06193425	-	3	11.904761904761905	other_features	MHS332
DP_06223141	-	17	67.46031746031746	other_features	MHS332
DP_06238886	-	16	64.2570281124498	other_features	MHS332
DP_06255907	-	3	12.048192771084338	other_features	MHS332
DP_06272933	-	5	20.080321285140563	other_features	MHS332
DP_06286764	-	2	8.032128514056225	other_features	MHS332
DP_06289537	-	12	48.78048780487805	other_features	MHS332
DP_06290133	-	9	36.58536585365854	other_features	MHS332
DP_06291557	-	30	121.95121951219512	other_features	MHS332
DP_06291974	-	1	4.065040650406504	other_features	MHS332
DP_06292210	-	3	12.195121951219512	other_features	MHS332
DP_06293830	hypothetical protein	12	48.78048780487805	other_features	MHS332
DP_06294574	-	8	32.520325203252035	other_features	MHS332
DP_06308135	-	8	32.520325203252035	other_features	MHS332
DP_06308180	-	2	8.130081300813009	other_features	MHS332
DP_06311357	-	7	28.45528455284553	other_features	MHS332
DP_06319659	-	1	4.065040650406504	other_features	MHS332
DP_06346882	-	28	113.82113821138212	other_features	MHS332
DP_06406380	-	10	41.1522633744856	other_features	MHS332
DP_06420026	-	1	4.166666666666667	other_features	MHS332
DP_06423895	-	11	45.833333333333336	other_features	MHS332
DP_06430190	-	5	20.833333333333336	other_features	MHS332
DP_06439543	-	13	54.16666666666667	other_features	MHS332
DP_06464974	-	4	16.666666666666668	other_features	MHS332
DP_06485602	-	4	16.877637130801688	other_features	MHS332
DP_06521913	-	4	16.877637130801688	other_features	MHS332
DP_06553203	-	3	12.82051282051282	other_features	MHS332
DP_06561283	-	12	51.28205128205128	other_features	MHS332
DP_06567791	-	12	51.28205128205128	other_features	MHS332
DP_06576133	-	38	162.39316239316238	other_features	MHS332
DP_06578880	-	6	25.64102564102564	other_features	MHS332
DP_06602806	-	3	12.987012987012987	other_features	MHS332
DP_06618075	-	2	8.658008658008658	other_features	MHS332
DP_06622665	-	2	8.658008658008658	other_features	MHS332
DP_06626181	-	16	69.26406926406926	other_features	MHS332
DP_06630831	-	9	38.96103896103896	other_features	MHS332
DP_06639700	-	9	38.96103896103896	other_features	MHS332
DP_06643277	-	32	138.52813852813853	other_features	MHS332
DP_06644199	-	27	116.88311688311688	other_features	MHS332
DP_06671316	-	3	13.157894736842104	other_features	MHS332
DP_06671320	-	12	52.63157894736842	other_features	MHS332
DP_06671402	-	4	17.543859649122805	other_features	MHS332
DP_06674229	hypothetical protein	8	35.08771929824561	other_features	MHS332
DP_06688672	-	36	157.89473684210526	other_features	MHS332
DP_06701621	-	1	4.385964912280701	other_features	MHS332
DP_06712042	-	1	4.385964912280701	other_features	MHS332
DP_06718986	-	4	17.543859649122805	other_features	MHS332
DP_06727510	-	7	30.70175438596491	other_features	MHS332
DP_06733522	-	3	13.157894736842104	other_features	MHS332
DP_06738821	-	13	57.77777777777778	other_features	MHS332
DP_06743491	-	7	31.11111111111111	other_features	MHS332
DP_06745869	-	8	35.55555555555556	other_features	MHS332
DP_06749642	-	4	17.77777777777778	other_features	MHS332
DP_06751611	-	31	137.77777777777777	other_features	MHS332
DP_06760809	-	4	17.77777777777778	other_features	MHS332
DP_06777692	-	2	8.88888888888889	other_features	MHS332
DP_06777946	-	35	155.55555555555554	other_features	MHS332
DP_06779207	-	1	4.444444444444445	other_features	MHS332
DP_06790525	-	2	8.88888888888889	other_features	MHS332
DP_06794256	-	2	8.88888888888889	other_features	MHS332
DP_06796033	-	1	4.444444444444445	other_features	MHS332
DP_06800309	-	1806	8026.666666666666	other_features	MHS332
DP_06804581	-	1	4.444444444444445	other_features	MHS332
DP_06816591	-	10	45.04504504504504	other_features	MHS332
DP_06831388	-	2	9.00900900900901	other_features	MHS332
DP_06843708	-	1	4.504504504504505	other_features	MHS332
DP_06858003	-	5	22.52252252252252	other_features	MHS332
DP_06869108	-	4	18.01801801801802	other_features	MHS332
DP_06882851	-	6	27.397260273972602	other_features	MHS332
DP_06895243	-	8	36.529680365296805	other_features	MHS332
DP_06907742	hypothetical protein	2	9.132420091324201	other_features	MHS332
DP_06919786	-	10	45.662100456621005	other_features	MHS332
DP_06940167	-	41	187.21461187214612	other_features	MHS332
DP_06961386	hypothetical protein	3	13.88888888888889	other_features	MHS332
DP_06965170	-	2	9.25925925925926	other_features	MHS332
DP_06968945	-	9	41.666666666666664	other_features	MHS332
DP_06972328	-	1	4.62962962962963	other_features	MHS332
DP_06976766	-	3	13.88888888888889	other_features	MHS332
DP_06987794	-	7	32.407407407407405	other_features	MHS332
DP_07001972	-	4	18.51851851851852	other_features	MHS332
DP_07006411	-	3	13.88888888888889	other_features	MHS332
DP_07013369	-	1	4.62962962962963	other_features	MHS332
DP_07030366	-	10	46.948356807511736	other_features	MHS332
DP_07036883	-	3	14.084507042253522	other_features	MHS332
DP_07037109	-	1	4.694835680751174	other_features	MHS332
DP_07043092	-	1	4.694835680751174	other_features	MHS332
DP_07045918	-	12	56.33802816901409	other_features	MHS332
DP_07051577	-	1	4.694835680751174	other_features	MHS332
DP_07053411	-	5	23.474178403755868	other_features	MHS332
DP_07054485	hypothetical protein	5	23.474178403755868	other_features	MHS332
DP_07068122	-	18	84.50704225352113	other_features	MHS332
DP_07089213	-	2	9.389671361502348	other_features	MHS332
DP_07102882	-	17	80.95238095238095	other_features	MHS332
DP_07103550	hypothetical protein	35	166.66666666666669	other_features	MHS332
DP_07112170	-	5	23.80952380952381	other_features	MHS332
DP_07112806	-	17	80.95238095238095	other_features	MHS332
DP_07136884	-	19	90.47619047619048	other_features	MHS332
DP_07138749	-	18	85.71428571428572	other_features	MHS332
DP_07173640	-	3	14.285714285714286	other_features	MHS332
DP_07204608	-	3	14.492753623188406	other_features	MHS332
DP_07210161	-	11	53.14009661835749	other_features	MHS332
DP_07214345	-	6	28.985507246376812	other_features	MHS332
DP_07216276	hypothetical protein	7	33.81642512077295	other_features	MHS332
DP_07224833	-	2	9.66183574879227	other_features	MHS332
DP_07226964	-	14	67.6328502415459	other_features	MHS332
DP_07233538	-	5	24.154589371980677	other_features	MHS332
DP_07266879	-	4	19.607843137254903	other_features	MHS332
DP_07271297	-	5	24.50980392156863	other_features	MHS332
DP_07306268	-	10	49.01960784313726	other_features	MHS332
DP_07306634	-	20	98.03921568627452	other_features	MHS332
DP_07324382	-	8	39.21568627450981	other_features	MHS332
DP_07326991	-	8	39.21568627450981	other_features	MHS332
DP_07328686	hypothetical protein	8	39.21568627450981	other_features	MHS332
DP_07329663	-	10	49.01960784313726	other_features	MHS332
DP_07332301	-	10	49.01960784313726	other_features	MHS332
DP_07347933	-	1	4.975124378109452	other_features	MHS332
DP_07356762	-	9	44.776119402985074	other_features	MHS332
DP_07358107	-	2	9.950248756218905	other_features	MHS332
DP_07365099	-	6	29.850746268656714	other_features	MHS332
DP_07386767	-	7	34.82587064676617	other_features	MHS332
DP_07416230	-	5	24.87562189054726	other_features	MHS332
DP_07417733	-	9	45.45454545454545	other_features	MHS332
DP_07418200	-	5	25.252525252525253	other_features	MHS332
DP_07426340	-	10	50.505050505050505	other_features	MHS332
DP_07432939	-	100	505.050505050505	other_features	MHS332
DP_07435758	-	44	222.2222222222222	other_features	MHS332
DP_07444073	-	3	15.15151515151515	other_features	MHS332
DP_07461524	-	11	55.55555555555555	other_features	MHS332
DP_07466181	-	30	151.5151515151515	other_features	MHS332
DP_07470259	-	1	5.05050505050505	other_features	MHS332
DP_07481643	-	2	10.1010101010101	other_features	MHS332
DP_07481947	-	5	25.252525252525253	other_features	MHS332
DP_07493688	-	2	10.1010101010101	other_features	MHS332
DP_07500061	-	12	60.6060606060606	other_features	MHS332
DP_07502543	-	2	10.256410256410255	other_features	MHS332
DP_07503184	-	6	30.769230769230766	other_features	MHS332
DP_07505427	-	7	35.8974358974359	other_features	MHS332
DP_07519247	-	8	41.02564102564102	other_features	MHS332
DP_07520913	-	2	10.256410256410255	other_features	MHS332
DP_07520962	-	158	810.2564102564103	other_features	MHS332
DP_07521293	-	29	148.7179487179487	other_features	MHS332
DP_07523110	-	407	2087.1794871794873	other_features	MHS332
DP_07534718	-	9	46.15384615384615	other_features	MHS332
DP_07554122	-	2	10.256410256410255	other_features	MHS332
DP_07558282	-	13	66.66666666666667	other_features	MHS332
DP_07567112	-	1	5.128205128205128	other_features	MHS332
DP_07567900	-	1	5.128205128205128	other_features	MHS332
DP_07592959	-	4	20.833333333333332	other_features	MHS332
DP_07621702	-	11	57.291666666666664	other_features	MHS332
DP_07621992	-	1	5.208333333333333	other_features	MHS332
DP_07623529	-	1	5.208333333333333	other_features	MHS332
DP_07645250	-	1	5.208333333333333	other_features	MHS332
DP_07670876	-	2	10.416666666666666	other_features	MHS332
DP_07671309	-	2	10.416666666666666	other_features	MHS332
DP_07675230	-	6	31.25	other_features	MHS332
DP_07678446	-	1	5.291005291005291	other_features	MHS332
DP_07683455	-	4	21.164021164021165	other_features	MHS332
DP_07694672	-	152	804.2328042328043	other_features	MHS332
DP_07697807	-	9	47.61904761904762	other_features	MHS332
