other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MAHG|Others	48	53.33333333333333	S	Source PGD	MHS373	other_OG
1MBRQ|Others	11	38.19444444444445	S	Source PGD	MHS373	other_OG
1MEH9|Others	784	2664.7037173352965	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS373	other_OG
1MERW|Others	5	14.124293785310735	S	function. Source PGD	MHS373	other_OG
1MFAQ|Others	356	1119.4968553459119	S	Source PGD	MHS373	other_OG
1MFKV|Others	21	56	L	Origin recognition complex subunit. Source PGD	MHS373	other_OG
1MFXH|Others	19	37.03703703703704	E	Urease. Source PGD	MHS373	other_OG
1MFZZ|Others	1	3.5087719298245617	Q	Source PGD	MHS373	other_OG
1MGDI|Others	29	18.733850129198967	L	DNA mismatch repair protein MLH3. Source PGD	MHS373	other_OG
1MH8V|Others	10	25.252525252525253	O	Source PGD	MHS373	other_OG
1MI1Z|Others	15	56.17977528089887	S	function. Source PGD	MHS373	other_OG
1MIFZ|Others	39	75.10170353419781	-	-	MHS373	other_OG
1MJPT|Others	11	51.64319248826291	-	-	MHS373	other_OG
1MK9K|Others	97	307.93650793650795	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS373	other_OG
23PUF|Others	86	233.4162034770386	E	Catalyzes the NAD( )-dependent oxidative deamination of L-alanine to pyruvate, and the reverse reaction, the reductive amination of pyruvate	MHS373	other_OG
23U59|Others	27	86.53846153846153	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	MHS373	other_OG
23UA2|Others	16	46.90225120072983	O	Belongs to the serpin family	MHS373	other_OG
23WMZ|Others	4	14.184397163120568	-	-	MHS373	other_OG
2C3SF|Others	324	843.75	S	-	MHS373	other_OG
2D0Q5|Others	2	9.00900900900901	S	RF-1 domain	MHS373	other_OG
2EWTI|Others	5	18.574579282612298	-	-	MHS373	other_OG
2F9WG|Others	11	49.596890342610266	S	Pfam:GVQW	MHS373	other_OG
2FC0B|Others	8	34.9300383775378	-	-	MHS373	other_OG
2FDWY|Others	180	600	-	-	MHS373	other_OG
2NBM6|Others	74	82.22303819904849	E	-	MHS373	other_OG
2QR09|Others	3	10.526315789473685	C	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	MHS373	other_OG
2QWJF|Others	2	6.349206349206349	C	photosynthetic electron transport in photosystem II	MHS373	other_OG
2RZGN|Others	464	237.92910367403198	S	plant mutator transposase zinc finger	MHS373	other_OG
2RZRE|Others	7	14.957264957264956	-	-	MHS373	other_OG
2S5UM|Others	903	1600.89542821228	C	LAGLIDADG endonuclease	MHS373	other_OG
2S6XN|Others	15	60.24096385542169	-	-	MHS373	other_OG
2S6ZE|Others	7	25.64102564102564	-	-	MHS373	other_OG
2SCCX|Others	42	66.66666666666667	-	-	MHS373	other_OG
2SF6P|Others	238	1030.3030303030303	-	-	MHS373	other_OG
2SI06|Others	15	37.03703703703704	-	-	MHS373	other_OG
2SJYH|Others	2	11.695906432748536	G	Glycosyl hydrolases family 43	MHS373	other_OG
2SR5E|Others	304	955.9748427672956	-	-	MHS373	other_OG
2SRBY|Others	6	12.738853503184714	-	-	MHS373	other_OG
2SW5Y|Others	192	686.1150070126226	-	-	MHS373	other_OG
