virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	856	662.0124867917852	S	N-acetylmuramoyl-L-alanine amidase activity	MHS439	virus_OG
4QAQV|Virus	4	21.164021164021165	S	protein disulfide oxidoreductase activity	MHS439	virus_OG
4QAUM|Virus	13	30.476554049755045	S	Early Protein (E6)	MHS439	virus_OG
4QAZF|Virus	8	16.666666666666668	S	Protein of unknwon function (DUF3310)	MHS439	virus_OG
4QB31|Virus	27	90.17885406774295	S	E7 protein, Early protein	MHS439	virus_OG
4QB3C|Virus	242	50.4077600032261	A	host cell cytoplasmic vesicle membrane	MHS439	virus_OG
4QB47|Virus	6	20.408163265306122	A	mRNA methyltransferase activity	MHS439	virus_OG
4QBBN|Virus	28	57.884928954111345	S	Siphovirus Gp157	MHS439	virus_OG
4QBSG|Virus	10	23.64066193853428	L	Viral movement protein (MP)	MHS439	virus_OG
4QC2G|Virus	9	15.544041450777204	S	Ribonucleotide reductase, small chain	MHS439	virus_OG
4QD62|Virus	10	43.859649122807014	S	NA	MHS439	virus_OG
4QE5Y|Virus	2684	609.4459582198002	K	Viral RNA-directed RNA-polymerase	MHS439	virus_OG
4QE7B|Virus	2	7.017543859649123	S	metallocarboxypeptidase activity	MHS439	virus_OG
