bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7JT|Bacteria	14	11.935208866155158	P	2-keto-3-deoxygluconate:proton symporter activity	MHS372	bacteria_OG
2Z7M6|Bacteria	4	5.420054200542006	S	Protein of unknown function (DUF4079)	MHS372	bacteria_OG
2Z7N4|Bacteria	327	495.45454545454544	S	PFAM KilA, N-terminal APSES-type HTH, DNA-binding	MHS372	bacteria_OG
2Z7NE|Bacteria	23	44.31599229287091	C	Phycocyanin beta subunit	MHS372	bacteria_OG
2Z7P4|Bacteria	6	5.9171597633136095	S	Choline/Carnitine o-acyltransferase	MHS372	bacteria_OG
2Z7RC|Bacteria	5	6.561679790026247	C	Glycine/sarcosine/betaine reductase component B subunits	MHS372	bacteria_OG
2Z7RG|Bacteria	26	53.638524653017406	C	protein-chromophore linkage	MHS372	bacteria_OG
2Z7RS|Bacteria	8	8.281573498964804	S	Protein of unknown function (DUF2891)	MHS372	bacteria_OG
2Z7SI|Bacteria	4551	5557.227417232986	S	Protein of unknown function (DUF3388)	MHS372	bacteria_OG
2Z7SZ|Bacteria	28	32.97997644287397	S	3-methyladenine DNA glycosylase	MHS372	bacteria_OG
2Z7T1|Bacteria	60	64.72491909385113	S	PFAM Suppressor of fused	MHS372	bacteria_OG
2Z7TN|Bacteria	74	102.207360232153	P	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	MHS372	bacteria_OG
2Z7TU|Bacteria	18	13.636363636363635	S	NA	MHS372	bacteria_OG
2Z7TX|Bacteria	2	3.992015968063872	S	DNA replication	MHS372	bacteria_OG
2Z7U4|Bacteria	129	210.36427153717347	S	succinate dehydrogenase	MHS372	bacteria_OG
2Z7VA|Bacteria	50	77.66057571449093	P	photosynthetic electron transport in photosystem II	MHS372	bacteria_OG
2Z7WV|Bacteria	277	595.6989247311827	S	Psort location Cytoplasmic, score	MHS372	bacteria_OG
2Z7X0|Bacteria	19	41.87377880278265	C	allophycocyanin beta subunit	MHS372	bacteria_OG
2Z7YX|Bacteria	1	4.11522633744856	S	photosynthesis	MHS372	bacteria_OG
2Z7ZP|Bacteria	12	41.23711340206186	S	oxygen evolving activity	MHS372	bacteria_OG
2Z81S|Bacteria	1	5.208333333333333	C	PFAM Phycobilisome protein	MHS372	bacteria_OG
2Z830|Bacteria	12	16.260162601626018	S	Protein of unknown function (DUF2993)	MHS372	bacteria_OG
2Z83G|Bacteria	16	35.08771929824561	S	NA	MHS372	bacteria_OG
2Z85C|Bacteria	35	99.06684954110429	C	protein-chromophore linkage	MHS372	bacteria_OG
2Z87P|Bacteria	489	1148.5926846228188	C	photosynthetic electron transport in photosystem II	MHS372	bacteria_OG
2Z889|Bacteria	15	16.33986928104575	S	Histidine phosphatase superfamily (branch 2)	MHS372	bacteria_OG
2Z88M|Bacteria	4307	3827.7084015792284	S	NA	MHS372	bacteria_OG
2Z88T|Bacteria	16	25.764895330112722	S	NA	MHS372	bacteria_OG
2Z89H|Bacteria	418	467.58180448872224	S	NA	MHS372	bacteria_OG
2Z89R|Bacteria	81	135.81529149461568	S	NA	MHS372	bacteria_OG
2Z8BZ|Bacteria	692	882.3159563050759	S	Replication initiator protein A	MHS372	bacteria_OG
2Z8F2|Bacteria	6	6.688963210702341	S	NA	MHS372	bacteria_OG
2Z8GZ|Bacteria	3	10.204081632653061	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors	MHS372	bacteria_OG
2Z8HF|Bacteria	2	6.230529595015576	S	NA	MHS372	bacteria_OG
2Z8IM|Bacteria	2	3.9215686274509802	C	protein-chromophore linkage	MHS372	bacteria_OG
2Z8JK|Bacteria	216	369.2089950267596	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex	MHS372	bacteria_OG
2Z8JM|Bacteria	57	103.87115741763951	S	Domain of unknown function (DUF4194)	MHS372	bacteria_OG
2Z8KF|Bacteria	88	166.86904858923515	S	NA	MHS372	bacteria_OG
2Z8PQ|Bacteria	343	485.5980945557282	S	NA	MHS372	bacteria_OG
2Z8QS|Bacteria	59	141.73669467787113	S	NA	MHS372	bacteria_OG
2Z8QX|Bacteria	123	215.84485149935432	S	NA	MHS372	bacteria_OG
2Z8TS|Bacteria	3	5.681818181818182	S	NA	MHS372	bacteria_OG
2Z8VR|Bacteria	568	379.75682547891483	S	NA	MHS372	bacteria_OG
2Z8W7|Bacteria	69	86.14232209737827	S	Protein of unknown function (Hypoth_ymh)	MHS372	bacteria_OG
2Z8XT|Bacteria	3506	7902.095150712244	S	YwhD family	MHS372	bacteria_OG
2Z8ZV|Bacteria	96	84.43271767810026	S	ABC-2 family transporter protein	MHS372	bacteria_OG
2Z90C|Bacteria	224	361.1410319856455	S	Protein of unknown function (DUF3710)	MHS372	bacteria_OG
2Z9CS|Bacteria	82	54.072688962066934	S	NA	MHS372	bacteria_OG
2Z9EA|Bacteria	1	3.9215686274509802	S	NA	MHS372	bacteria_OG
2Z9GU|Bacteria	277	262.420558969821	S	Carotene biosynthesis associated membrane protein	MHS372	bacteria_OG
2Z9J4|Bacteria	8	14.732965009208103	S	NA	MHS372	bacteria_OG
2Z9JM|Bacteria	2	7.751937984496124	S	NAD-specific glutamate dehydrogenase	MHS372	bacteria_OG
2Z9K6|Bacteria	4	7.4074074074074066	S	PFAM PAP_fibrillin	MHS372	bacteria_OG
