bact_IIb_cerein	TIGR03949.1	DP_00018824	-	3.2	-1.6	16.5	0.026	5.1	6.0	2.9	2	0	0	2	2	2	0	JCVI: class IIb bacteriocin, lactobin A/cerein 7B family
Staphylococcus_sle1	NF013661.3	MET_00058937	-	1e-25	81.0	1.9	1e-25	81.0	1.9	3.5	2	1	1	3	3	3	1	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
Staphylococcus_sle1	NF013661.3	MET_00061009	-	1e-25	81.0	1.9	1e-25	81.0	1.9	3.6	2	1	0	3	3	3	1	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
Staphylococcus_sle1	NF013661.3	MET_00063173	-	2.1e-25	79.9	1.2	2.1e-25	79.9	1.2	2.1	2	0	0	2	2	2	1	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
lant_SP_1948	TIGR03893.1	DP_00271181	-	7.7	-2.2	18.3	0.0032	8.6	2.2	3.5	2	1	2	4	4	4	0	JCVI: lichenicidin A2 family type 2 lantibiotic
thiopep_precurs	TIGR03892.1	MET_00332137	-	0.0027	8.8	11.6	0.0072	7.4	11.6	1.7	1	0	0	1	1	1	1	JCVI: thiazolylpeptide-type bacteriocin precursor
thiazolyl_B	NF033400.3	MET_00332137	-	1.7	-0.6	26.3	4.3	-1.8	26.3	1.6	1	0	0	1	1	1	0	NCBIFAM: thiazolylpeptide-type bacteriocin
aureocin_A53	NF033881.1	MET_00439108	-	3.2e-05	14.2	0.6	8.1e-05	13.0	0.6	1.6	1	0	0	1	1	1	1	NCBIFAM: aureocin A53 family class IId bacteriocin
Staphylococcus_sle1	NF013661.3	MET_00461136	-	3.8e-179	585.3	30.8	4.7e-179	585.0	30.8	1.0	1	0	0	1	1	1	1	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
Staphylococcus_sle1	NF013661.3	MET_00484952	-	2.2e-182	596.0	27.6	2.4e-182	595.8	27.6	1.0	1	0	0	1	1	1	1	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
bact_IIb_cerein	TIGR03949.1	DP_00719676	-	1.2	-0.3	19.2	0.0097	6.5	2.9	3.6	3	0	0	3	3	3	0	JCVI: class IIb bacteriocin, lactobin A/cerein 7B family
Staphylococcus_sle1	NF013661.3	genome_03220795	-	1.8e-37	119.6	30.3	1.8e-37	119.6	30.3	2.7	1	1	2	3	3	3	2	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
Staphylococcus_sle1	NF013661.3	MET_00704079	-	4e-43	138.2	11.3	4.7e-35	111.7	10.4	2.3	1	1	1	2	2	2	2	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
Staphylococcus_sle1	NF013661.3	MET_00708828	-	2.5e-103	336.1	32.5	3.7e-71	230.4	15.2	2.0	1	1	1	2	2	2	2	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
Staphylococcus_sle1	NF013661.3	MET_00720856	-	2.9e-99	322.8	25.3	2.2e-58	188.4	7.2	2.0	1	1	1	2	2	2	2	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
Staphylococcus_sle1	NF013661.3	DP_00929849	-	3.7e-97	315.8	25.8	4.1e-59	190.8	7.0	2.0	1	1	1	2	2	2	2	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
Staphylococcus_sle1	NF013661.3	DP_00934119	-	4.2e-96	312.3	24.9	4.7e-58	187.3	6.1	2.0	1	1	1	2	2	2	2	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
bact_IIb_cerein	TIGR03949.1	DP_00934280	-	7.9	-2.9	19.7	0.015	5.8	2.9	3.6	3	0	0	3	3	3	0	JCVI: class IIb bacteriocin, lactobin A/cerein 7B family
Staphylococcus_sle1	NF013661.3	MET_00753449	-	1.9e-101	330.0	38.0	2.3e-67	217.9	19.3	2.0	1	1	1	2	2	2	2	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
lanti_MRSA_kill	TIGR03898.1	DP_01042976	-	0.0025	8.5	4.4	0.0045	7.7	0.2	2.5	2	0	0	2	2	2	1	JCVI: mersacidin/lichenicidin family type 2 lantibiotic leader domain
lactococcin_972	TIGR01653.1	DP_01051694	-	0.014	6.5	16.1	0.0002	12.3	1.3	3.2	2	1	1	3	3	3	0	JCVI: lactococcin 972 family bacteriocin
Staphylococcus_sle1	NF013661.3	DP_01100634	-	3.8e-38	121.8	29.3	3.8e-38	121.8	29.3	1.9	1	1	1	2	2	2	1	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
Staphylococcus_sle1	NF013661.3	MET_00816294	-	2.4e-135	441.3	18.1	3.2e-135	441.0	18.1	1.0	1	0	0	1	1	1	1	Staphyloccoccus N-acetylmuramoyl-L-alanine amidase
